"nid","title","SGA_ACERVO_VIDEO","Descritor","Descritor.1","Descritor.2","Descritor.3","Descritor.4","Descritor.5","Descritor.6","Descritor.7","Descritor.8","Descritor.9","Descritor.10","Descritor.11","Descritor.12","Descritor.13","Descritor.14","Descritor.15","Descritor.16","Descritor.17","Descritor.18","Descritor.19","Descritor.20","Descritor.21","Descritor.22"
"736","FUTEBOL  (PROGRAMA 1)","18","1060","1087","1333","1345","1386",,,,,,,,,,,,,,,,,,
"737","FUTEBOL (PROGRAMA 2)","19","1087","1154","1333","1386","1395",,,,,,,,,,,,,,,,,,
"738","FUTEBOL (PROGRAMA 3)","20","1087","1147","1333","1386",,,,,,,,,,,,,,,,,,,
"739","DIA QUALQUER, UM (4º)","21","1049","1123","1154","1262","1273","1386",,,,,,,,,,,,,,,,,
"740","VALE, O (2º)","22","1085","1113","1134","1147","1154","1253","1386",,,,,,,,,,,,,,,,
"741","PASSAGEIROS (3º)","23","1049","1097","1154","1164","1262","1306","1365","1385","1393",,,,,,,,,,,,,,
"742","SANTA CRUZ ( 5º)","24","1097","1154","1164","1221","1271","1386",,,,,,,,,,,,,,,,,
"743","ENSAIO GERAL ( 6º)","25","1065","1101","1175","1178","1331","1386",,,,,,,,,,,,,,,,,
"744","FAMÍLIA BRAZ, A (1º)","49","1049","1097","1178","1262","1331","1351","1353","1393",,,,,,,,,,,,,,,
"745","NOTÍCIAS DE UMA GUERRA PARTICULAR","50","1074","1077","1209","1273","1331","1366","1386",,,,,,,,,,,,,,,,
"746","JORGE AMADO","51","1065","1093","1126","1218","1219","1295","1351","1407",,,,,,,,,,,,,,,
"747","KRAJCBERG - O POETA DOS VESTÍGIOS","52","1029","1133","1134","1206","1279","1285","1295","1376","1380","1667",,,,,,,,,,,,,
"748","SOCORRO NOBRE","53","1097","1124","1165","1209","1295",,,,,,,,,,,,,,,,,,
"749","TERRA ESTRANGEIRA","54","1038","1097","1162","1306",,,,,,,,,,,,,,,,,,,
"750","CENTRAL DO BRASIL","55","1038","1097","1154","1164","1384","1386",,,,,,,,,,,,,,,,,
"751","PRIMEIRO DIA, O","76","1038","1098","1124","1209","1271",,,,,,,,,,,,,,,,,,
"752","AFEGANISTÃO - PROGRAMA SEM FRONTEIRAS (GLOBONEWS)","58","1108","1214","1286","318","1412",,,,,,,,,,,,,,,,,,
"753","AMÉRICA  (COMPACTO PARTE 1)","59","1091","1116","1147","1286","1343","1351",,,,,,,,,,,,,,,,,
"754","AMÉRICA (COMPACTO PARTE 2)","60","1116","1170","1178","1246","1286","1351",,,,,,,,,,,,,,,,,
"755","CHINA ""O IMPÉRIO DO CENTRO""  (COMPACTO PARTE 1)","61","1067","1092","1094","1282",,,,,,,,,,,,,,,,,,,
"756","CHINA ""O IMPÉRIO DO CENTRO"" (COMPACTO PARTE 2)","62","1054","1067","1108","1114","1185","1214","1282",,,,,,,,,,,,,,,,
"757","TATUAGEM SAMOA","13","1055","1093","1232","1286","1307","1308",,,,,,,,,,,,,,,,,
"758","MEU NOME É ALAN BERLINER","26","1093","1286",,,,,,,,,,,,,,,,,,,,,
"759","MÚSICAS DO MUNDO - DIVERSIDADE CULTURAL E PLURALIDADE","27","1170","1276","1279","1282","1290","1309","1310","1311","1312","1313","1315","1317","1549","1667",,,,,,,,,
"760","IRMÃOS KACHAMBA","28","1170","1276","1318",,,,,,,,,,,,,,,,,,,,
"761","MARIMBA DE SÃO SEBASTIÃO","29","1170","1174","1295",,,,,,,,,,,,,,,,,,,,
"762","DANÇA TIMBILA CHOPI, A","30","1070","1174",,,,,,,,,,,,,,,,,,,,,
"763","CANTOS DE AREIA E DE ESTRELAS","31","1170","1215","1276","1280","1286","1311","1314","1315","1319","1321","1322","1323","1324","1325","1326","1504","1549","1666",,,,,
"764","SAMBA N. 1 - RIO, A ACADEMIA DO SAMBA","32","1175","1294","1065",,,,,,,,,,,,,,,,,,,,
"765","DA ÁRVORE AO XILOFONE","33","1172","1276",,,,,,,,,,,,,,,,,,,,,
"766","KIRTANA, O CORAÇÃO MÍSTICO DO BENGALE","34","1047","1070","1170","1327",,,,,,,,,,,,,,,,,,,
"767","BOARDED UP","35","1049","1110","1288","1504",,,,,,,,,,,,,,,,,,,
"768","ZINAT, UM DIA PARTICULAR","36","1075","1168","1204","1322",,,,,,,,,,,,,,,,,,,
"769","CARNE VIVA","37","1055","1278","1286","1316","1328","1504","1634","1666",,,,,,,,,,,,,,,
"770","HARPA OULDÉMÉ, UMA","38","1170","1276","1329",,,,,,,,,,,,,,,,,,,,
"771","GENTE COLONIAL  (1º EPISÓDIO)","39","1085","1091","1097","1113","1165","1279",,,,,,,,,,,,,,,,,
"772","CANA DE MEL, PREÇO DE FEL - 2º EPISÓDIO","40","1091","1113","1178","1271","1279","1334","1406",,,,,,,,,,,,,,,,
"773","NA COMPANHIA DOS HOLANDESES  (3º EPISÓDIO)","41","1092","1108","1113","1271",,,,,,,,,,,,,,,,,,,
"774","DOS GRILHÕES AO QUILOMBO ( 4º EPISÓDIO)","43","1085","1093","1113","1124","1178","1218","1271","1334","1335",,,,,,,,,,,,,,
"775","CONQUISTA DA TERRA E DA GENTE, A  ( 5º EPISÓDIO)","44","1091","1108","1113","1118","1222","1226","1271","1279",,,,,,,,,,,,,,,
"776","ENTRE A FÉ E A ESPADA - 6º EPISÓDIO","45","1085","1091","1108","1113","1222","1271","1285","1344",,,,,,,,,,,,,,,
"777","FAUSTO E POBREZA DAS MINAS (7º EPISÓDIO)","46","1026","1078","1108","1113","1140","1345","1346",,,,,,,,,,,,,,,,
"778","SEGREDOS DA INCONFIDÊNCIA - 8º EPISÓDIO","47","1113","1117","1191","1228","1345","1350",,,,,,,,,,,,,,,,,
"779","QUEM SÃO ELES ? (1º EPISÓDIO)","64","1092","1113","1116","1271","1279","1353","1410","1415","1416","1417","1418","1419","1420","1554","1402",,,,,,,,
"780","NOSSAS LÍNGUAS  (2º EPISÓDIO)","65","1079","1092","1116","1125","1193","1197","1222","1271","1279","1410","1418","1421","1422","1554","1402",,,,,,,,
"781","BOA VIAGEM IBANTU  (3º EPISÓDIO)","66","1047","1092","1232","1395","1423",,,,,,,,,,,,,,,,,,
"782","QUANDO DEUS VISITA A ALDEIA (4º EPISÓDIO)","67","1043","1044","1046","1047","1092","1094","1155","1193","1424","1402",,,,,,,,,,,,,
"783","OUTRA HISTÓRIA, UMA (5º EPISÓDIO)","68","1044","1074","1079","1091","1108","1271","1279","1367","1402",,,,,,,,,,,,,,
"784","PRIMEIROS CONTATOS  (6ºEPISÓDIO)","69","1092","1137","1138","1193","1194","1198","1244","1271","1279","1285","1416","1425","1426","1427","1428","1429","1430","1402",,,,,
"785","NOSSAS TERRAS (7º EPISÓDIO)","70","1043","1044","1091","1139","1194","1198","1279","1285","1379","1410","1417","1419","1424","1402",,,,,,,,,
"786","FILHOS DA TERRA (8º EPISÓDIO)","71","1031","1133","1136","1137","1143","1285","321","1410","1416","1417","1437","1402",,,,,,,,,,,
"787","DO OUTRO LADO DO CÉU  (9º EPISÓDIO)","72","1094","1155","1212","1230","1416","1418","1420","1402",,,,,,,,,,,,,,,
"788","NOSSOS DIREITOS  (10º EPISÓDIO)","73","1043","1044","1074","1180","1193","1198","1279","1353","1402",,,,,,,,,,,,,,
"789","MODOS DE VER - A QUESTÃO DA REPRODUÇÃO","998","1208","1336","1349","1504","1555",,,,,,,,,,,,,,,,,,
"790","PINTURA DE NU FEMININO","1001","1055","1066","1165","1248","1336","1504","1555",,,,,,,,,,,,,,,,
"791","MODOS DE VER - PROPRIEDADE","1002","1066","1336","1349","1504","1555",,,,,,,,,,,,,,,,,,
"792","MODOS DE VER - PUBLICIDADE","1004","1048","1066","1208","1336","1349","1504","1555",,,,,,,,,,,,,,,,
"793","OLHAR REVELADOR - O TRABALHO DE JOHN BERGER, UM","1000","1289","1336","1504","1555","1562",,,,,,,,,,,,,,,,,,
"794","BIOLOGIA DO AMOR, A","1008","1004","1115","1165","1248","1530","1576",,,,,,,,,,,,,,,,,
"795","GENES IMORTAIS, OS","1006","1047","1060","1166","1231","1530","1576",,,,,,,,,,,,,,,,,
"796","ANIMAL HUMANO, UMA VISÃO PESSOAL DA ESPÉCIE HUMANA","1007","1086","1123","1133","1530","1541","1576",,,,,,,,,,,,,,,,,
"797","LINGUAGEM DO CORPO, A","1012","1055","1530","1576",,,,,,,,,,,,,,,,,,,,
"798","RELIGIÕES DA ÁFRICA CONTEMPORÂNEA (3º PROGRAMA)","992","1052","1091","1178","1213","1214","1222","1230","1247","1276","1281","1312","1324","1353","1446","1462","1510","1523","1532","1534","1535",,,
"799","PARTENON, O","1343","1025","1370","1464",,,,,,,,,,,,,,,,,,,,
"800","KARUBIXEXE - O LUGAR PARA ONDE SE VAI APÓS A MORTE","826","1043","1044","1091","1140","1143","1198","1244","1285","1381","1469","1470",,,,,,,,,,,,
"801","CANO  MANAMO","831","1091","1134","1193","1200","1285","1298","1476",,,,,,,,,,,,,,,,
"802","KUMUTINO, CAMPANHA JAVARI","833","1091","1116","1134","1138","1139","1144","1198","1285","1294","1481","1482","1483","1484","1485",,,,,,,,,
"803","NOSSOS ÍNDIOS, NOSSA GENTE","836","1044","1092","1116","1192","1193","1203","1279","1353","1402",,,,,,,,,,,,,,
"804","LUA, LANÇA, FOGO, HUMUS, CODA","834","1058","1110","1252","1279","1402",,,,,,,,,,,,,,,,,,
"805","PRIMEIRO CONTATO","1344","1052","1092","1140","1147","1178","1222","1489","1490",,,,,,,,,,,,,,,
"806","FARMÁCIA DA SELVA","841","1092","1094","1134","1144","1222","1225","1240","1279","1285","1491","1667",,,,,,,,,,,,
"807","MECÂNICA DA FLORESTA, AS (4º EPISÓDIO)","856","1133","1134","1279","1285","1437",,,,,,,,,,,,,,,,,,
"808","INCÊNDIO NA TRILHA, O (2º EPISÓDIO)","855","1044","1046","1091","1134","1194","1198","1244","1285","321","1389","1427","1432",,,,,,,,,,,
"809","SANTO DE DUAS FACES, O   (2º EPISÓDIO)","1345","1085","1098","1165","1178","1218","1230","1298",,,,,,,,,,,,,,,,
"810","AGRICULTORES SEM TERRA X IMPRENSA","866","1044","1045","1148","1194","1383",,,,,,,,,,,,,,,,,,
"811","INDEPENDÊNCIA OU ...","868","1113","1117","1513",,,,,,,,,,,,,,,,,,,,
"812","VIVENDO COM OS CHIMPANZÉS - RETRATO DE UMA FAMÍLIA","74","1097","1286","1352","1524","1530",,,,,,,,,,,,,,,,,,
"813","DIAMANTES E FERRUGENS","75","1141","1261","1351","1353","1403","1404",,,,,,,,,,,,,,,,,
"814","ROQUE DA PARAÍBA","1347","1164","1170","1386",,,,,,,,,,,,,,,,,,,,
"815","AGANJU","1348","1065","1070","1116","1178","1388","1442",,,,,,,,,,,,,,,,,
"816","Ó XENTE POIS NÃO","883","1100","1212","1253","1263","1279",,,,,,,,,,,,,,,,,,
"817","SOMOS NOVE MILHÕES (I E II)","884","1107","1204","1249","1263","1381","1383","1384","1392",,,,,,,,,,,,,,,
"818","CAMPONESA E O SINDICATO, A","886","1165","1204","1249","1263","1279",,,,,,,,,,,,,,,,,,
"819","POUCO DA HISTÓRIA DO PRIMEIRO SINDICATO RURAL, UM","887","1107","1204","1249","1263","1271","1386",,,,,,,,,,,,,,,,,
"820","FEDERAÇÃO DOS TRABALHADORES RURAIS DO ESTADO DO RIO DE JANEIRO:COMO COMEÇOU","895","1046","1192","1204","1263","1271","1386",,,,,,,,,,,,,,,,,
"821","LAMPARINA (EPISÓDIO Nº 2)","889","1038","1148","1204","1249","1263","1279",,,,,,,,,,,,,,,,,
"822","LAMPARINA (EPISÓDIO Nº 4)","891","1038","1044","1204","1249","1263","1279",,,,,,,,,,,,,,,,,
"823","EM BUSCA DOS GRANDES SÍMIOS","897","1006","1125","1276","1352","1524","1525","1526","1527","1549",,,,,,,,,,,,,,
"824","MÁSCARAS DA ETERNIDADE, AS  (6º PROGRAMA)","914","1066","1067","1099","1133","1155","1211","1213","1216","1217","1286","1537",,,,,,,,,,,,
"825","SACRIFÍCIO E FELICIDADE (4º PROGRAMA)","912","1133","1155","1159","1211","1212","1213","1216","1230","1286","1343",,,,,,,,,,,,,
"826","BATALHA DOS DEUSES, A  (2º PROGRAMA)","916","1053","1085","1091","1108","1159","1218","1222","1244","1271","1284","1504","1600",,,,,,,,,,,
"827","PREÇO DA LIBERDADE, O  (4º PROGRAMA)","918","1073","1108","1114","1117","1124","1284","1298","1486","1504","1540","1600",,,,,,,,,,,,
"828","CRISE NO CANAL DE SUEZ, A","922","1052","1108","1114","1176","1276","1510","1546","1585",,,,,,,,,,,,,,,
"829","ÁFRICA DO SUL E O APARTHEID, A","923","1079","1109","1159","1178","1247","1271","1353","1462",,,,,,,,,,,,,,,
"830","VÍDEO É COMO PINTURA, O (2º PROGRAMA)","928","1041","1336","1359","1555",,,,,,,,,,,,,,,,,,,
"831","LINGUAGENS CRUZADAS (3º PROGRAMA)","929","1041","1130","1359","1361",,,,,,,,,,,,,,,,,,,
"832","VÍDEO INSTALAÇÃO (4º PROGRAMA)","930","1029","1041","1153","1359","1555",,,,,,,,,,,,,,,,,,
"833","MEMÓRIAS DA REALIDADE  (5º PROGRAMA)","931","1037","1041","1147","1359","1361",,,,,,,,,,,,,,,,,,
"834","MÚSICA PARA SER VISTA (6º PROGRAMA)","932","1040","1041","1170","1359",,,,,,,,,,,,,,,,,,,
"835","VÍDEO EM CENA, O (8º PROGRAMA)","934","1041","1153","1259","1359",,,,,,,,,,,,,,,,,,,
"836","PERFORMANCES (9º PROGRAMA)","935","1026","1041","1055","1157","1170","1361","1541",,,,,,,,,,,,,,,,
"837","VÍDEODANÇA (10º PROGRAMA)","936","1041","1055","1070","1361",,,,,,,,,,,,,,,,,,,
"838","AUTO-RETRATO (12º PROGRAMA)","938","1041","1055","1211","1336","1359",,,,,,,,,,,,,,,,,,
"839","ARTIFÍCIOS (13º PROGRAMA)","939",,,,,,,,,,,,,,,,,,,,,,,
"840","VINTE AUTORES ESPANHÓIS (14º PROGRAMA)","940","1026","1041","1284","1359","1504",,,,,,,,,,,,,,,,,,
"841","BANDEIRANTES DO SÉCULO XX : IRMÃOS VILLAS BOAS","945","1050","1092","1193","1203","1244","1306","1345","1378","1425","1433",,,,,,,,,,,,,
"842","ABEN KÔT","946","1078","1091","1116","1134","1193","1200","1285","1377","1381","1395","1426","1427","1434","1493","1551","1552","1553",,,,,,
"843","TRISTES TRÓPICOS","954","1006","1033","1092","1187","1222","1227","1433","1451","1556",,,,,,,,,,,,,,
"844","QUESTÃO DA IDENTIDADE CULTURAL, A","951","1066","1079","1116","1165","1264","1351","1356","1731",,,,,,,,,,,,,,,
"845","QUESTÃO DO CARNAVAL, A","952","1101","1123","1175","1178","1248","1268",,,,,,,,,,,,,,,,,
"846","GRANDES ESPERANÇAS (1º PROGRAMA)","956","1054","1096","1099","1122","1176","1204","1316","1341","1351","1504","1562",,,,,,,,,,,,
"847","TEMPO DE DESPREZO (2º PROGRAMA)","993","1054","1073","1096","1099","1122","1176","1177","191","1204","1316","1342","1504","1562",,,,,,,,,,
"848","FIM DOS PROFETAS (4º PROGRAMA)","994","1054","1114","1122","1206","1282","1299","1316","1351","1399","1412","1504","1542","1544","1546","1549","1562",,,,,,,
"849","GEORGES MELIÈS (2º PROGRAMA)","966","1036","1114","1123","1316","1349","1504","1567",,,,,,,,,,,,,,,,
"850","CHARLES PATHÉ (3º PROGRAMA)","967","1036","1114","1123","1316","1349","1359","1504","1579",,,,,,,,,,,,,,,
"851","VIVA BIRT ACRES (4º PROGRAMA)","968","1036","1114","1289","1349","1359","1504",,,,,,,,,,,,,,,,,
"852","PARAÍSO ELÉTRICO, O (5º PROGRAMA)","969","1036","1037","1114","1289","1349","1359","1504",,,,,,,,,,,,,,,,
"853","EDISON & CIA (6º PROGRAMA)","970","1036","1048","1114","1286","1349","1359","1580",,,,,,,,,,,,,,,,
"854","DE COSTA A COSTA (7º PROGRAMA)","971","1036","1048","1114","1123","1286","1349","1580",,,,,,,,,,,,,,,,
"855","INVENTANDO A REALIDADE (1º PROGRAMA)","976","1159","1230","1240","1245","1272","1328","1486","1581","1582","1600","1634",,,,,,,,,,,,
"856","MÁGICA OU MEDICINA? A ASCENSÃO DA MEDICINA ALTERNATIVA","1354","1066","1067","1212","1240","1245","1282","1286","1289","1504","1549","1666",,,,,,,,,,,,
"857","SONHANDO COM UMA NAÇÃO (2º PROGRAMA)","982","1091","1108","1116","1159","1176","1271","1309","1321","1322","1413","1588","1589","1592",,,,,,,,,,
"858","RETORNO DA NAÇÃO, O (3º PROGRAMA)","983","1054","1116","1147","1177","1342","1351","1504","1593","1594",,,,,,,,,,,,,,
"859","DIREITO DAS NAÇÕES INDÍGENAS, O - A DÉCADA DOS POVOS INDÍGENAS ( 1994-2004)","1030","1044","1074","1091","1134","1135","1143","1144","1202","1525","1595","1596",,,,,,,,,,,,
"860","HERANÇA DO PASSADO, A (2º PROGRAMA)","1045","1092","1116","1213","1214","1217","1218","1284","1322","1327","1504","1549","1599",,,,,,,,,,,
"861","CULPA DOS REIS, A (2º PROGRAMA)","1048","1089","1099","1191","1220","1259","1371","1372","1400","1504",,,,,,,,,,,,,,
"862","ÉTICA DAS APARÊNCIAS, A (4º PROGRAMA)","1050","1036","1089","1099","1126","1148","1361","1373",,,,,,,,,,,,,,,,
"863","TERRA DE COLOMBO, A - CONVERSÃO (2º PROGRAMA)","1072","1079","1092","1116","1218","1222","1271","1286","1581","1643","1644","1645","1666",,,,,,,,,,,
"864","CLONES, BÁRBAROS, REPLICANTES","1087","1049","1210","1211","1356","1530","1731",,,,,,,,,,,,,,,,,
"865","CORAGEM, A","1136","1054","1113","1190","1203","1279","1399","1496","1667",,,,,,,,,,,,,,,
"866","MATURIDADE, A","1138","1054","1113","1203","1279","1496","1501",,,,,,,,,,,,,,,,,
"867","KINOTREM URSS","1156","1049","1050","1363","1393",,,,,,,,,,,,,,,,,,,
"868","TIMBILA BANGUZA","1166","1174","1276",,,,,,,,,,,,,,,,,,,,,
"869","JALI NYAMA SUSE - TOCADORES DE KORA DA GÂMBIA","1165","1174","1276","1507",,,,,,,,,,,,,,,,,,,,
"870","ANTOLOGIA JVC/SMITHSONIAN DE VIDEOS FOLCLÓRICOS DA MUSICA E DANÇA DA AFRICA","1169","1170","1276","1310","1446","1512",,,,,,,,,,,,,,,,,,
"871","RITO KRAHO","1193","1230","1395","1423",,,,,,,,,,,,,,,,,,,,
"872","ENCONTRO COM IRMÃOS - MAHÇÃ BOHKARINIME","1200","1170","1180","1294","1560","1561",,,,,,,,,,,,,,,,,,
"873","RORAIMA DE DAVI YANOMAMI, A","1202","1116","1390","1416",,,,,,,,,,,,,,,,,,,,
"874","BATUQUE DE QUILOMBO","1316","1098","1170","1179","1377","1667",,,,,,,,,,,,,,,,,,
"875","MOÇAMBIQUE: A SAGA DA RAINHA JINGA","1317","1098","1170","1388",,,,,,,,,,,,,,,,,,,,
"876","KUARUP DOS AWETI","1319","1378","1452","1459","1571",,,,,,,,,,,,,,,,,,,
"877","AMOSTRA VÍDEO DE DOCUMENTAÇÃO","1320","1362","1378","1452","1469","1571","1572","1573",,,,,,,,,,,,,,,,
"878","DIVA","1363","1038","1291","1504",,,,,,,,,,,,,,,,,,,,
"879","SÉTIMO SELO, O","1362","1038","1244","1371","1504","1601",,,,,,,,,,,,,,,,,,
"880","GABINETE DO DR. CALIGARI, O","1361","1038","1250","1278",,,,,,,,,,,,,,,,,,,,
"881","GREVE, A","1355","1038","1107","1264","1590",,,,,,,,,,,,,,,,,,,
"882","ENCOURAÇADO POTEMKIN, O","1356","1038","1206","1271","1590",,,,,,,,,,,,,,,,,,,
"883","OUTUBRO","1357","1038","1206","1271","1399","1590",,,,,,,,,,,,,,,,,,
"884","ALEXANDRE NEVSKY","1358","1038","1108","1114","1590",,,,,,,,,,,,,,,,,,,
"885","IVAN, O TERRÍVEL PARTE I","1359","1038","1108","1114","1191","1400","1590",,,,,,,,,,,,,,,,,
"886","IVAN, O TERRÍVEL PARTE II","1360","1038","1114","1191","1400","1590",,,,,,,,,,,,,,,,,,
"887","POESIA É UMA OU DUAS LINHAS E POR TRÁS UMA IMENSA PAISAGEM","1364","1041","1130","1147",,,,,,,,,,,,,,,,,,,,
"888","ONDE A CORUJA DORME","57","1154","1175","1331","1386","1405",,,,,,,,,,,,,,,,,,
"889","MAGIA E MORTE","78","1113","1159","1176","1191","1204","1212","1279",,,,,,,,,,,,,,,,
"890","DEMARCANDO O CACIQUE FONTOURA","77","1043","1044","1091","1134","1198","1378","1395","1409","1425","1491",,,,,,,,,,,,,
"891","FOGO DAS MARÉS","79","1065","1098","1102","1178","1230","1377",,,,,,,,,,,,,,,,,
"892","PONTEIO - JOGARAM A VIOLA NO MUNDO MAS FUI LÁ NO FUNDO BUSCAR","80","1103","1172","1263","1380","1392","1441",,,,,,,,,,,,,,,,,
"893","ARCO E A LIRA, O","81","1004","1172","1389","1434",,,,,,,,,,,,,,,,,,,
"894","RESTO É O DIA A DIA, O","82","1049","1262","1393",,,,,,,,,,,,,,,,,,,,
"895","CURIPI","83","1078","1086","1092","1293","1568","1569","1570",,,,,,,,,,,,,,,,
"896","PEQUENA HISTÓRIA VISUAL DA VIOLÊNCIA, ARTES PLÁSTICAS E FOTOGRAFIA","84","1105","1271","1336","1504",,,,,,,,,,,,,,,,,,,
"897","FÉ","85","1218","1220","1221","1230","1279","1442","1443","1444",,,,,,,,,,,,,,,
"898","EU JÁ FUI SEU IRMÃO","86","1038","1105","1316","1504",,,,,,,,,,,,,,,,,,,
"899","CENTRO DE TRABALHO INDIGENISTA","88","1006","1180","1204","1279","1402",,,,,,,,,,,,,,,,,,
"900","VIDE O PARTO","87","1097","1166","1167","1393",,,,,,,,,,,,,,,,,,,
"901","JON JONGU-NE : TERRITÓRIOS DA LOUCURA","90","1097","1230","1239","1276","1408",,,,,,,,,,,,,,,,,,
"902","ARI OKÃTA HAKA - AQUI É ASSIM","89","1155","1170","1230","1285","321","1417","1402",,,,,,,,,,,,,,,,
"903","FOLIA DE ADÃO, A","91","1103","1220","1306","1338","1380","1441",,,,,,,,,,,,,,,,,
"904","PRESOS","92","1124","1209","1351","1386",,,,,,,,,,,,,,,,,,,
"905","PAIXÕES E QUESTÕES DO PROFESSOR","93","1079","1259","1381",,,,,,,,,,,,,,,,,,,,
"906","OFICINA DO OLHAR","94","1079","1105","1147","1445",,,,,,,,,,,,,,,,,,,
"907","ARTE DE CONTAR HISTÓRIAS, A","95","1079","1126","1377",,,,,,,,,,,,,,,,,,,,
"908","TOQUES E SEGREDOS MUSICAIS","96","1079","1171","1381",,,,,,,,,,,,,,,,,,,,
"909","CORPO: INSTRUMENTO DE RELAÇÃO","97","1055","1070","1079","1334",,,,,,,,,,,,,,,,,,,
"910","RETRATOS E PAISAGENS","98","1028","1079","1336","1380","1555",,,,,,,,,,,,,,,,,,
"911","ARTE NO AUGE DO IMPÉRIO, A","844","1105","1158","1162","1170","1203","1279","1336","1368",,,,,,,,,,,,,,,
"912","NASCE A REPÚBLICA","846","1052","1121","1130","1158","1170","1279","1336","1369","1399","1401",,,,,,,,,,,,,
"913","ANOS 30, ENTRE DUAS GUERRAS, ENTRE DUAS ARTES","847","1025","1026","1076","1078","1157","1176","1186","1203","1279","1369",,,,,,,,,,,,,
"914","NO TEMPO DA SEGUNDA GUERRA","848","1025","1026","1076","1126","1170","1186","1279","1342","1369","1566",,,,,,,,,,,,,
"915","PÓS-MODERNIDADE","850","1026","1040","1076","1157","1203","1279","1369","1515",,,,,,,,,,,,,,,
"916","BARAVELLI","1350","1025","1026","1049","1393",,,,,,,,,,,,,,,,,,,
"917","GREGÓRIO GRUBER","1351","1028","1105","1336","1393",,,,,,,,,,,,,,,,,,,
"918","JUCA MARTINS","1352","1105","1149","1279",,,,,,,,,,,,,,,,,,,,
"919","MAUREEN BISILLIAT","1353","1036","1105","1279","1336",,,,,,,,,,,,,,,,,,,
"920","ABÁ - ÍNDIO HOMEM PESSOA 500 ANOS DC","1349","1091","1113","1116","1178","1206","1271","1295","1353","1409","1491","1564","1565",,,,,,,,,,,
"921","MULHER INVISÍVEL  - PROG.4","1161","1165","1261","1271","1279",,,,,,,,,,,,,,,,,,,
"922","CÃO LOUCO MÁRIO PEDROSA, O","1370","1054","1204","1279",,,,,,,,,,,,,,,,,,,,
"923","FIAMINGHI","1365","1336","1393",,,,,,,,,,,,,,,,,,,,,
"924","NUNO RAMOS","1366","1336","1393",,,,,,,,,,,,,,,,,,,,,
"925","AGUILAR","1367","1036","1170","1336",,,,,,,,,,,,,,,,,,,,
"926","CRISTIANO MASCARO","1368","1026","1049","1105",,,,,,,,,,,,,,,,,,,,
"927","URBIS (6º EPISÓDIO)","1369","1041","1049","1393",,,,,,,,,,,,,,,,,,,,
"928","ARQUITETANDO IMAGENS : O MARKETING IMOBILIÁRIO","1393","1025","1110","1208","1361","1393","1515",,,,,,,,,,,,,,,,,
"929","ESTRANHOS FORA DE CASA - PESQUISA DE CAMPO - WALTER B. SPENCER","1374","1328","1576","1665",,,,,,,,,,,,,,,,,,,,
"930","ESTRANHOS FORA DE CASA - RELAÇÕES DE PARENTESCO - W. RIVERS","1375","1097","1211","1240","1328","1665",,,,,,,,,,,,,,,,,,
"931","ESTRANHOS FORA DE CASA - ALGEMAS DA TRADIÇÃO - FRANZ BOAS","1376","1286","1353","1581","1632","1665","1666",,,,,,,,,,,,,,,,,
"932","ESTRANHOS FORA DE CASA - FORA DA VARANDA  - B. MALINOWSKI","1377","1125","1328","1665",,,,,,,,,,,,,,,,,,,,
"933","ESTRANHOS FORA DE CASA - A CHEGADA DA IDADE   - MARGARET MEAD","1378","1047","1062","1286","1489","1530","1665",,,,,,,,,,,,,,,,,
"934","ESTRANHOS FORA DE CASA - ESTRANHAS  CRENÇAS- E. EVANS-PRITCHARD","1379","1276","1536","1665",,,,,,,,,,,,,,,,,,,,
"935","NO REINO DAS MÃES - ADELINA GOMES","1380","1336","1386","1530",,,,,,,,,,,,,,,,,,,,
"936","BARCA DO SOL, A - CARLOS PERTUIS","1381","1336","1386","1530",,,,,,,,,,,,,,,,,,,,
"937","GRANDE MOMENTO, O","1382","1038","1097","1231",,,,,,,,,,,,,,,,,,,,
"938","CARLOS REICHENBACH  - POR UM CINEMA ARTESANAL E DO SENTIMENTO","1383",,,,,,,,,,,,,,,,,,,,,,,
"939","SANTO FORTE","1384","1218","1220","1331","1559",,,,,,,,,,,,,,,,,,,
"940","RIO, ZONA NORTE","1385","1038","1154","1175","1273","1331","1559",,,,,,,,,,,,,,,,,
"941","VIRAMUNDO","1386","1154","1164","1261","1392",,,,,,,,,,,,,,,,,,,
"942","QUESTAO AMBIENTAL SOB A ÓTICA DA ANTROPOLOGIA DOS GRUPOS URBANOS, A","1387","1133","1147","1396",,,,,,,,,,,,,,,,,,,,
"943","BREVÍSSIMA HISTÓRIA DAS GENTES DE SANTOS","1388","1049","1097","1113","1655",,,,,,,,,,,,,,,,,,,
"944","ONDE SÃO PAULO ACABA","1389","1038","1154","1331","1393","1405",,,,,,,,,,,,,,,,,,
"945","NAÇÃO DE GENTE, UMA","1390","1154","1261","1302",,,,,,,,,,,,,,,,,,,,
"946","PÁSCOA DE NEGROS","1394","1098","1116","1212","1449",,,,,,,,,,,,,,,,,,,
"947","MISSÃO, A","1395","1038","1085","1092","1114","1118","1222","1271",,,,,,,,,,,,,,,,
"948","VIDA CAIÇARA","1396","1133","1257","1279",,,,,,,,,,,,,,,,,,,,
"949","VELHAS PAREDES DE PEDRA E CAL, RUÍNAS NO TEMPO","1397","1393","1450",,,,,,,,,,,,,,,,,,,,,
"950","HELIÓPOLIS","1398","1154","1331","1393",,,,,,,,,,,,,,,,,,,,
