"nid","title","SGA_ACERVO_VIDEO","Descritor","Descritor.1","Descritor.2","Descritor.3","Descritor.4","Descritor.5","Descritor.6","Descritor.7","Descritor.8","Descritor.9","Descritor.10","Descritor.11","Descritor.12","Descritor.13","Descritor.14","Descritor.15","Descritor.16","Descritor.17","Descritor.18","Descritor.19","Descritor.20","Descritor.21","Descritor.22"
"1196","O VÉU DESVELADO","1658","1067","1116","1120","1165","1413",,,,,,,,,,,,,,,,,,
"1197","VÍRUS DA MÚSICA","1659","1075","1170","1171","1393",,,,,,,,,,,,,,,,,,,
"1198","RITUAL DA VIDA","1660","1116","1233","1378","1433",,,,,,,,,,,,,,,,,,,
"1199","CLUBE DA LUTA","1661","1038","1075","1286","1412",,,,,,,,,,,,,,,,,,,
"1200","LARANJA MECÂNICA","1662","1047","1075","1271","1647",,,,,,,,,,,,,,,,,,,
"1201","TAXI DRIVER","1663","1038","1286",,,,,,,,,,,,,,,,,,,,,
"1202","THE INTERNET BRIDE","1664","1004","1075","1151","1201","1231","1283",,,,,,,,,,,,,,,,,
"1203","EL TERREMOTO Y EL SEÑOR","1665","1212","1230","1538","1638",,,,,,,,,,,,,,,,,,,
"1204","WAUJA - A DANÇA DAS GRANDES MÁSCARAS AMAZÔNICAS","1666","1092","1230","1316","1452","1675","1704",,,,,,,,,,,,,,,,,
"1205","CIRCO DE TEATRO TUBINHO","1667","1259","1392","1505",,,,,,,,,,,,,,,,,,,,
"1206","ALLAHU AKBAR - DEUS É O MAIOR","1668","1001","1075","1214","1393",,,,,,,,,,,,,,,,,,,
"1207","ONDAS NO CORPO - BRINCAR DOS VENTOS","1669","1055","1067","1070","1099","1245","1301",,,,,,,,,,,,,,,,,
"1208","YOU TUBE: UM CLICK NO FUTURO","1670","1036","1151","1158","1629",,,,,,,,,,,,,,,,,,,
"1209","AL DEBATE- TV ASSEMBLÉIA","1671","1047","1075","1079","1123","1170",,,,,,,,,,,,,,,,,,
"1210","PULSO - UM VÍDEO COM ALESSANDRA","1672","1036","1170","1171","1392",,,,,,,,,,,,,,,,,,,
"1211","CRUCES VIVAS, CRUCES PROTECTORAS","1673","1075","1098","1212","1516","1638",,,,,,,,,,,,,,,,,,
"1212","500 ALMAS","1674","1077","1118","1147","1376",,,,,,,,,,,,,,,,,,,
"1213","PRAZER COM SAGRADO","1675","1070","1102","1170","1212","1377",,,,,,,,,,,,,,,,,,
"1214","MOC KA DO - PERFORMANCE FU GAKU","1676","1055","1067","1070","1514",,,,,,,,,,,,,,,,,,,
"1215","AS CUIAS E SEUS MÚLTIPLOS CAMINHOS E SIGNIFICADOS","1677","1031","1064","1068","1296","1402",,,,,,,,,,,,,,,,,,
"1216","IRAQUE ALÉM DO EIXO DO MAL","1678","1108","1200","1286","1309",,,,,,,,,,,,,,,,,,,
"1217","SADAN HUSSEIN","1679","1108","1200","1309",,,,,,,,,,,,,,,,,,,,
"1218","MÉRITO DAS COTAS","1680","1079","1178","1246","1279","1351",,,,,,,,,,,,,,,,,,
"1219","AGONIA DO EMBARGO","1681","1078","1108","1137","1154","1413",,,,,,,,,,,,,,,,,,
"1220","OS MINUANOS- O RESGATE DAS ÍNDIAS SAGRADAS","1683","1053","1091","1113","1165","1272","1388",,,,,,,,,,,,,,,,,
"1221","EM (SI) MESMA","1684","1105","1211","1239","1392",,,,,,,,,,,,,,,,,,,
"1222","TALES FROM THE JUNGLE: BRONISLAW MALINOWSKI","1685","1006","1182","1251","1276","1562",,,,,,,,,,,,,,,,,,
"1223","BAILARINAS","1686","1057","1070","1097","1384",,,,,,,,,,,,,,,,,,,
"1224","SACRIFÍCIO","1687","1075","1098","1214","1392",,,,,,,,,,,,,,,,,,,
"1225","SELF DEFENSE","1688","1097","1109","1412","1538","1638",,,,,,,,,,,,,,,,,,
"1226","CAMINHO DA MEMÓRIA","1689",,,,,,,,,,,,,,,,,,,,,,,
"1227","OLGA BENARIO - UMA VIDA PELA REVOLUÇÃO","1690","1177","1204","1278","1279",,,,,,,,,,,,,,,,,,,
"1228","KILL BILL: VOLUME I - O SOM VIBRANTE DA VINGANÇA","1691","1038","1067","1271","1286",,,,,,,,,,,,,,,,,,,
"1229","KILL BILL: VOLUME II - O VINGANÇA CONTINUA","1692","1038","1067","1166","1271","1286",,,,,,,,,,,,,,,,,,
"1230","O TIGRE E O DRAGÃO","1693","1004","1018","1067","1282",,,,,,,,,,,,,,,,,,,
"1231","O CLÃ DAS ADAGAS VOADORAS","1694","1004","1038","1044","1067","1282",,,,,,,,,,,,,,,,,,
"1232","MONSTER - DESEJO ASSASSINO","1695","1159","1271","1286","1355","1356","1731",,,,,,,,,,,,,,,,,
"1233","DO SÃO FRANCISCO AO PINHEIROS","1703","1049","1074","1116","1384","1392","1402","1418",,,,,,,,,,,,,,,,
"1234","BRASIL +500 - MOSTRA DO REDESCOBRIMENTO VOLUME I","1696","1022","1037","1090","1113","1450","1505",,,,,,,,,,,,,,,,,
"1235","BRASIL +500 - MOSTRA DO REDESCOBRIMENTO VOLUME II","1697","1026","1065","1091","1105","1113","1157",,,,,,,,,,,,,,,,,
"1236","BRASIL +500 - MOSTRA DO REDESCOBRIMENTO VOLUME III","1698","1026","1113","1211","1373","1668",,,,,,,,,,,,,,,,,,
"1237","I CONFERÊNCIA INTERNACIONAL DOS ESTUDOS DA HOASCA - FITA 4","1699","1055","1279","1559","1678",,,,,,,,,,,,,,,,,,,
"1238","I CONFERÊNCIA INTERNACIONAL DOS ESTUDOS DA HOASCA - FITA 8","1700","1055","1279","1678",,,,,,,,,,,,,,,,,,,,
"1239","I CONFERÊNCIA INTERNACIONAL DOS ESTUDOS DA HOASCA - FITA 22","1701","1678",,,,,,,,,,,,,,,,,,,,,,
"1240","VOZES DO ISLÃ","1704","1075","1214","1392",,,,,,,,,,,,,,,,,,,,
"1241","PASSADO PRESENTE","1702","1092","1162","1334","1619",,,,,,,,,,,,,,,,,,,
"1242","NANOUK L'ESQUIMAU","1705","1057","1581","1583","1632",,,,,,,,,,,,,,,,,,,
"1243","HOMEM DE ARAN","1706","1252","1257","1637",,,,,,,,,,,,,,,,,,,,
"1244","TERRA A,/ HISTÓRIA LOUSIANIA","1713",,,,,,,,,,,,,,,,,,,,,,,
"1245","CENAS DE RESISTÊNCIA","1714",,,,,,,,,,,,,,,,,,,,,,,
"1246","COCORICÓ! SENHOR FRANGO","1707","1276","1306","1365","1446","1267",,,,,,,,,,,,,,,,,,
"1247","PASSING THROUGH","1708","1050","1057","1267","1393",,,,,,,,,,,,,,,,,,,
"1248","TERRA AO SONHO DE ROSE, DA","1709","1037","1045","1046","1253","1388",,,,,,,,,,,,,,,,,,
"1249","LARA CROFT: TOMB RAIDER","1710","1023","1038","1165","1271","1286",,,,,,,,,,,,,,,,,,
"1250","LARA CROFT: TOMB RAIDER - A ORIGEM DA VIDA","1711","1021","1038","1165","1271","1286",,,,,,,,,,,,,,,,,,
"1251","THELMA & LOUISE","1712","1038","1165","1271","1286","1306","1530",,,,,,,,,,,,,,,,,
"1252","MEMÓRIAS DO SUBDESENVOLVIMENTO","1715","1057","1399","1544",,,,,,,,,,,,,,,,,,,,
"1253","PRIMÁRIAS.  KENNEDY E A CAMPANHA PRESIDENCIAL DE 1960","1716","1036","1037","1191","1286",,,,,,,,,,,,,,,,,,,
"1254","BANG BANG","1717","1038","1057","1271","1279",,,,,,,,,,,,,,,,,,,
"1255","CONVERSAS NO MARANHÃO","1718","1377",,,,,,,,,,,,,,,,,,,,,,
"1256","UMA CANTA, A OUTRA NÃO","1726","1038","1057","1075","1097","1165","1316",,,,,,,,,,,,,,,,,
"1257","LA POINTE COURTE","1720","1004","1038","1231","1306","1316","1530",,,,,,,,,,,,,,,,,
"1258","CLÉO DE 5 ÀS 7","1721","1038","1165","1239","1306","1316","1618",,,,,,,,,,,,,,,,,
"1259","AS DUAS FACES DA FELICIDADE","1722","1004","1038","1089","1097","1231","1316",,,,,,,,,,,,,,,,,
"1260","PÁGINAS ÍNTIMAS","1723","1004","1038","1057","1131","1316","1530",,,,,,,,,,,,,,,,,
"1261","PANTERAS NEGRAS","1719","1178","1246","1286","1353","1530","1658","1680",,,,,,,,,,,,,,,,
"1262","MUROS E MURMÚRIOS","1724","1037","1049","1057","1164","1286","1661",,,,,,,,,,,,,,,,,
"1263","AMOR DE LEÕES","1725","1036","1047","1057","1286","1530",,,,,,,,,,,,,,,,,,
"1264","DAGUERREÓTIPOS","1727","1037","1049","1057","1075","1316",,,,,,,,,,,,,,,,,,
"1265","A ÓPERA-MOUFFE","1728","1037","1049","1057","1166","1316",,,,,,,,,,,,,,,,,,
"1266","O LEÃO VOLÁTIL","1729","1316",,,,,,,,,,,,,,,,,,,,,,
"1267","SEM TETO, NEM LEI","1730","1038","1165","1306","1316",,,,,,,,,,,,,,,,,,,
"1268","JANE B. POR AGNÈS V.","1731","1037","1165","1182","1316",,,,,,,,,,,,,,,,,,,
"1269","O MESTRE DO KUNG-FU","1732","1004","1038","1047","1166","1316",,,,,,,,,,,,,,,,,,
"1270","AS ""GAROTAS ROMÂNTICAS"" FIZERAM 25 ANOS","1733","1037","1049","1098","1147","1165","1316",,,,,,,,,,,,,,,,,
"1271","O UNIVERSO DE JACQUES DEMY","1734","1004","1037","1182","1316",,,,,,,,,,,,,,,,,,,
"1272","AS 101 NOITES","1735","1036","1038","1147","1316",,,,,,,,,,,,,,,,,,,
"1273","OS CATADORES E EU","1736","1037","1057","1075","1154","1262","1316",,,,,,,,,,,,,,,,,
"1274","DOIS ANOS DEPOIS","1737","1037","1147","1154","1262","1316",,,,,,,,,,,,,,,,,,
"1275","MENSAGEM VARDA","1738","1036","1279","1316","1359",,,,,,,,,,,,,,,,,,,
"1276","DO LADO DA RIVIERA","1739","1037","1123","1268","1306","1316",,,,,,,,,,,,,,,,,,
"1277","TIO YANCO","1740","1037","1097","1147","1286","1316","1336",,,,,,,,,,,,,,,,,
"1278","RESPOSTA DE MULHERES","1741","1037","1055","1165","1168","1248","1316",,,,,,,,,,,,,,,,,
"1279","AMOR E PRAZER NO IRÃ","1742","1004","1025","1316","1322",,,,,,,,,,,,,,,,,,,
"1280","7 CÔMODOS, COZ., BANH... IMPERDÍVEL!","1743","1038","1110","1147","1316","1617",,,,,,,,,,,,,,,,,,
"1281","VOCÊ TEM BELAS ESCADARIAS, SABIA?","1744","1359",,,,,,,,,,,,,,,,,,,,,,
"1282","FIM E O PRINCIPIO, O","1745","1057","1263","1382",,,,,,,,,,,,,,,,,,,,
"1283","RAÍZES DO BRASIL - UMA CINEBIOGRAFIA DE SÉRGIO BUARQUE DE HOLANDA","1746","1037","1097","1112","1251","1279","1562",,,,,,,,,,,,,,,,,
"1284","JUSTIÇA","1747",,,,,,,,,,,,,,,,,,,,,,,
"1285","TRANSFICÇÃO","1748","1248","1351","1392",,,,,,,,,,,,,,,,,,,,
"1286","NAWI","1749","1164","1256","1509","1511",,,,,,,,,,,,,,,,,,,
"1287","EMBAIXO DA ÁRVORE DOS HOMENS","1750","1123","1256","1263","1511",,,,,,,,,,,,,,,,,,,
"1288","VIVENDO A CHICHA","1751","1170","1638","1289",,,,,,,,,,,,,,,,,,,,
"1289","TEMPO DE VALSA","1752","1230","1486","1070",,,,,,,,,,,,,,,,,,,,
"1290","SANIDADE TEMPORÁRIA: A HISTÓRIA DE SKERRIT BWOY","1753","1070","1170","1613","1728",,,,,,,,,,,,,,,,,,,
"1291","MENSAGEM DE UM SANTO","1754","1212","1230","1298",,,,,,,,,,,,,,,,,,,,
"1292","TRADIÇÃO QUE PERDURA, UMA. AMOR AOS MORTOS EM TLÁHUAC","1755","1212","1220","1233","1486",,,,,,,,,,,,,,,,,,,
"1293","PAIXÃO REVISTA,UMA. A SEMANA SANTA EM SAHAGÚN","1756","1212","1220","1230","1284",,,,,,,,,,,,,,,,,,,
"1294","LUIZ ZERMEÑO: UM ATOR DANÇARINO","1757","1070","1259","1486",,,,,,,,,,,,,,,,,,,,
"1295","JUSTIÇA","1758","1165","1204","1271","1486",,,,,,,,,,,,,,,,,,,
"1296","LIBERDADE","1759","1108","1124","1286","1309","1373","1486",,,,,,,,,,,,,,,,,
"1297","DEMOCRACIA?","1760","1073","1148","1486","1625",,,,,,,,,,,,,,,,,,,
"1298","TENOCHTITLAN-CHILANGO","1761","1050","1057","1075","1486",,,,,,,,,,,,,,,,,,,
"1299","MINHA AULA DE MAMBO","1762","1070","1486","1538",,,,,,,,,,,,,,,,,,,,
"1300","IAUARETÊ. CACHOEIRA DAS ONÇAS","1763","1422","1294","1116",,,,,,,,,,,,,,,,,,,,
"1301","QUAL O JEITO ZÉ?","1764","1044","1263","1377",,,,,,,,,,,,,,,,,,,,
"1302","NINGUÉM COME CARVÃO","1765","1133","1271","1377","1381",,,,,,,,,,,,,,,,,,,
"1303","ANTROPOFAGIA VISUAL","1766","1036","1378","1649","1402",,,,,,,,,,,,,,,,,,,
"1304","OU VAI OU RACHA! VINTE ANOS ANOS DE LUTA","1767","1044","1116","1548",,,,,,,,,,,,,,,,,,,,
"1305","INDIO NA TEVÊ","1768","1118","1148","1153","1393",,,,,,,,,,,,,,,,,,,
"1306","DANÇANDO COM CACHORRO","1769","1057","321","1417","1402",,,,,,,,,,,,,,,,,,,
"1307","VIDEO NAS ALDEIAS SE APRESENTA","1770","1036","1116","1118","1402",,,,,,,,,,,,,,,,,,,
"1308","SOS RIO XINGU","1771","1133","1402","1452","1378",,,,,,,,,,,,,,,,,,,
"1309","MOYONGO. O SONHO DE MARAGAREUM","1772","1116","1230","1402","1616",,,,,,,,,,,,,,,,,,,
"1310","DARITIDZÉ. APRENDIZ DE CURADOR","1773","1036","1232","1402","1425",,,,,,,,,,,,,,,,,,,
"1311","VAMOS À LUTA","1774","1074","1204","1390","1402","1548","1193",,,,,,,,,,,,,,,,,
"1312","CAMINHO PARA A VIDA. APRENDIZES DO FUTURO FLORESTA VIVA","1775","1133","321","1402","1417",,,,,,,,,,,,,,,,,,,
"1313","NGUNÉ ELÜ. O DIA EM QUE A LUA MENSTRUOU","1776","1057","1155","1452","1453",,,,,,,,,,,,,,,,,,,
"1314","KINJA IAKAHA. UM DIA NA ALDEIA","1777","1057","1402","1705","1294",,,,,,,,,,,,,,,,,,,
"1315","XINÃ BENA. NOVOS TEMPOS","1778","1057","1402","1554","1361",,,,,,,,,,,,,,,,,,,
"1316","KIARÃSÃ YÕ SÂTI. O AMENDOIM DE COTIA","1780","1057","1381","1402","1457",,,,,,,,,,,,,,,,,,,
"1317","A GENTE LUTA MAS COME FRUTA","1781","1133","1255","1417","1402",,,,,,,,,,,,,,,,,,,
"1318","IMBÉ GIKEGÜ. CHEIRO DE PEQUI","1782","1112","1378","1452","1453","1402",,,,,,,,,,,,,,,,,,
"1319","HUNI MEKA. OS CANTOS DO CIPÓ","1779","1338","1402","1554","1678",,,,,,,,,,,,,,,,,,,
"1320","KAHEHIJEGÜ ÜGÜHÜTU. O MANEJO DA CAMERA","1783","1036","1378","1453","1402","1148",,,,,,,,,,,,,,,,,,
"1321","PÏRINOP. MEU PRIMEIRO CONTATO","1784","1092","1402","1616",,,,,,,,,,,,,,,,,,,,
"1322","DUPLO SUICÍDIO EM AMIJIMA","1785","1004","1097","1210","1259","1301",,,,,,,,,,,,,,,,,,
"1323","FLOATING WEEDS","1786","1004","1097","1259","1301",,,,,,,,,,,,,,,,,,,
"1324","VOZES DE GUERRERO","1787","1036","1047","1057","1105","1486",,,,,,,,,,,,,,,,,,
"1325","LALIBALOC. VIVENDO NA BENÇÂO SEM FIM","1788","1212","1324","1338",,,,,,,,,,,,,,,,,,,,
"1326","ANO NOVO CHINÊS","1789",,,,,,,,,,,,,,,,,,,,,,,
"1327","NARRADORES DE CIDADE - SÃO PAULO","1790","1050","1057","1262","1271","1393",,,,,,,,,,,,,,,,,,
"1328","HOMEM DAS CORDAS, O","1791","1171","1182","1328","1603",,,,,,,,,,,,,,,,,,,
"1329","VAI INDO QUE EU JÁ VOU","1792","1159","1212","1250","1530",,,,,,,,,,,,,,,,,,,
"1330","CURTAS FRANCESES - ESTAÇAO DE TREM DO NORTE, RUA SAINT DENIS E BAIRRO DA ETOILE","1793","1049","1057","1158","1316",,,,,,,,,,,,,,,,,,,
"1331","ZÉ PUREZA - A TRAJETÓRIA DE FAMÍLIAS NA LUTA PELA TERRA","1794","1044","1045","1192","1386",,,,,,,,,,,,,,,,,,,
"1332","VILA PRUDENTE","1795","1049","1057","1162","1393",,,,,,,,,,,,,,,,,,,
"1333","PRÉ AMBIENTE","1796","1049","1154","1331","1669",,,,,,,,,,,,,,,,,,,
"1334","O QUE É QUE ESSA ILHA TEM?","1797","1334",,,,,,,,,,,,,,,,,,,,,,
"1335","VILA DAS TORRES","1798","1036","1383",,,,,,,,,,,,,,,,,,,,,
"1336","VIDA NA RUA","1799","1036","1388",,,,,,,,,,,,,,,,,,,,,
"1337","AQUI FORA","1800","1036","1392",,,,,,,,,,,,,,,,,,,,,
"1338","CADÊ O CAIÇARA?","1801","1036","1392",,,,,,,,,,,,,,,,,,,,,
"1339","ENTRE RUAS","1802","1036","1392",,,,,,,,,,,,,,,,,,,,,
"1340","QUAL CINEMA?","1803","1036","1392",,,,,,,,,,,,,,,,,,,,,
"1341","JONGO VIVO!","1804","1036","1098",,,,,,,,,,,,,,,,,,,,,
"1342","JONGO DO AMANHÃ","1805","1036","1098",,,,,,,,,,,,,,,,,,,,,
"1343","FELICIDADE É... MÚSICA","1806","1036",,,,,,,,,,,,,,,,,,,,,,
"1344","SÃO PEDRO - HOFFMAN BIKERS","1807","1075","1086","1334",,,,,,,,,,,,,,,,,,,,
"1345","LITERATURA","1808","1036","1380",,,,,,,,,,,,,,,,,,,,,
"1346","E ONDE ESTÁ A CABEÇA DE TIRADENTES?","1809","1036","1380",,,,,,,,,,,,,,,,,,,,,
"1347","SELEÇÃO CANAL FUTURA","1810","1036","1386",,,,,,,,,,,,,,,,,,,,,
"1348","SELEÇÃO PROJETO R.U.A. DO CENTRO CULTURAL","1811","1036","1380",,,,,,,,,,,,,,,,,,,,,
"1349","JORNAL JJC","1812","1036","1392",,,,,,,,,,,,,,,,,,,,,
"1350","SELEÇÃO OFICINA DE EXPERIMENTAÇÃO AUDIOVISUAL","1813","1036","1345",,,,,,,,,,,,,,,,,,,,,
"1351","ÚLTIMAS PALAVRAS","1814","1036","1392",,,,,,,,,,,,,,,,,,,,,
"1352","A VIDA SOBRE RODAS","1815","1036","1386",,,,,,,,,,,,,,,,,,,,,
"1353","SELEÇÃO OFICINAS KINOFORUM","1816","1036","1392",,,,,,,,,,,,,,,,,,,,,
"1354","OVO COLORIDO","1817","1036","1386",,,,,,,,,,,,,,,,,,,,,
"1355","SELEÇÃO OFICINAS DE ANIMAÇÃO SUBMARINO-FUNDARPE","1818","1036","1384",,,,,,,,,,,,,,,,,,,,,
"1356","SELEÇÃO BH CIDADANIA","1819","1036","1380",,,,,,,,,,,,,,,,,,,,,
"1357","PORTINHOLAS","1820","1036","1334",,,,,,,,,,,,,,,,,,,,,
"1358","SELEÇÃO VIDEOTRAQUITANAS","1821","1036","1392",,,,,,,,,,,,,,,,,,,,,
"1359","SELEÇÃO OLHO VIVO","1822","1036","1392",,,,,,,,,,,,,,,,,,,,,
"1360","SELEÇÃO OFICINAS KINOFORUM","1823","1036","1392",,,,,,,,,,,,,,,,,,,,,
"1361","REBELIAO","1825","1038","1108","1301",,,,,,,,,,,,,,,,,,,,
"1362","BOM DIA","1824","1038","1153","1301",,,,,,,,,,,,,,,,,,,,
"1363","CEGA OBSESSÃO","1826","1038","1301",,,,,,,,,,,,,,,,,,,,,
"1364","LEI DE KORIAM E O GOVERNO MORTO QUE GOVERNA","1827","1191","1230","1328",,,,,,,,,,,,,,,,,,,,
"1365","FILHOS DA TERRA","1828","1087","1393",,,,,,,,,,,,,,,,,,,,,
"1366","PALHAÇO O QUE É, O","1829","1165","1259",,,,,,,,,,,,,,,,,,,,,
"1367","CRÍQUETE TROBRIANDEZ - UMA RESPOSTA INDIGENA AO COLONIALISMO","1830","1070","1086","1230","1634",,,,,,,,,,,,,,,,,,,
"1368","RITOS DA NAÇÃO","1831","1087","1116","1279",,,,,,,,,,,,,,,,,,,,
"1369","NOVOS QUILOMBOS DE ZUMBI","1832","1116","1178","1392","1436",,,,,,,,,,,,,,,,,,,
"1370","OFICINAS KINOFORUM 3","1833","1036","1116","1392",,,,,,,,,,,,,,,,,,,,
"1371","LAPA","1834","1116","1170","1559","1651",,,,,,,,,,,,,,,,,,,
"1372","PRECISA-SE DE UM INTERPRETE","1835","1116","1279",,,,,,,,,,,,,,,,,,,,,
"1373","DARCY RIBEIRO - O GUERREIRO SONHADOR","1836","1006","1116","1279","1520",,,,,,,,,,,,,,,,,,,
"1374","MODA NO CENTRO, A","1837","1121","1393",,,,,,,,,,,,,,,,,,,,,
"1375","INVENTAR NO COTIDIANO","1838","1049","1123","1393",,,,,,,,,,,,,,,,,,,,
"1376","CINCO MULHERES DE PARAISOPOLIS","1839","1164","1165","1331","1393",,,,,,,,,,,,,,,,,,,
"1377","DOCUMENTAÇAO E TRANSMISSAO DOS SABERES TRADICIONAIS DOS ASSURINI DO XINGU","1840","1110","1252","1279","1557",,,,,,,,,,,,,,,,,,,
"1378","JOAO","1841","1074","1100","1110","1154","1279",,,,,,,,,,,,,,,,,,
"1379","IRMAOS DE GUERRA","1842","1038","1642",,,,,,,,,,,,,,,,,,,,,
"1380","CATARINA ALVES COSTA","1843","1006","1036","1591",,,,,,,,,,,,,,,,,,,,
"1381","CONVERSAS COM MACDOUGALL","1844","1006","1036","1276","1327","1618",,,,,,,,,,,,,,,,,,
"1382","ESPIRITO DA ANCORA, O","1845","1116","1133","1155","1328",,,,,,,,,,,,,,,,,,,
"1383","CAMERA OLHO -RÉQUIEM A LENIN","1847","1036","1359","1590",,,,,,,,,,,,,,,,,,,,
"1384","APAPAATAI","1848","1272","1402","1452",,,,,,,,,,,,,,,,,,,,
"1385","MILLI, MILLI","1849",,,,,,,,,,,,,,,,,,,,,,,
"1386","RELACIONAMENTOS VIRTUAIS","1850","1075","1158","1392",,,,,,,,,,,,,,,,,,,,
"1387","MÚSICA INSTRUMENTAL EM SOROCABA, A","1851","1047","1171","1707",,,,,,,,,,,,,,,,,,,,
"1388","CURURU: (DES) ENCONTROS NO TRADICIONALISMO CAIPIRA","1852","1116","1170","1392",,,,,,,,,,,,,,,,,,,,
"1389","CELSO E CORA","1853","1097","1154","1706",,,,,,,,,,,,,,,,,,,,
"1390","TIO VENENO","1854","1055","1212","1239","1298",,,,,,,,,,,,,,,,,,,
"1391","FIQUEI","1855","1047","1075","1079","1248","1393",,,,,,,,,,,,,,,,,,
"1392","MAIS QUE UM NÚMERO","1856","1047","1079","1116","1392",,,,,,,,,,,,,,,,,,,
"1393","SARARÁ","1857","1047","1070","1392","1650",,,,,,,,,,,,,,,,,,,
"1394","QUIMO MEMORIA ""DIÁLOGOS SOBRE (IN)VISIBILIDADE","1858","1121","1147","1261","1392",,,,,,,,,,,,,,,,,,,
"1395","EX-COLA","1859","1047","1079","1392",,,,,,,,,,,,,,,,,,,,
"1396","FELIZ ANO NOVO, VÉIO!","1860","1249","1261","1392",,,,,,,,,,,,,,,,,,,,
"1397","LUA NOVA","1861","1055","1067","1392",,,,,,,,,,,,,,,,,,,,
"1398","ECOS DO SILÊNCIO","1862","1055","1067","1392","1505",,,,,,,,,,,,,,,,,,,
"1399","NO CANTO DOS OLHOS","1863","1049","1057","1116","1393",,,,,,,,,,,,,,,,,,,
"1400","PALMITO, CRIANÇAS!","1864","1116","1392","1621",,,,,,,,,,,,,,,,,,,,
"1401","CAMINHOS DA MEMÓRIA: MÍRIAM MOREIRA LEITE","1865","1147","1165","1182","1392",,,,,,,,,,,,,,,,,,,
"1402","CANTO DAS CANOAS,O","1866","1098","1170","1257","1386",,,,,,,,,,,,,,,,,,,
"1403","ENGENHOS DE CHIQUINHO CARNEIRO, OS","1867","1147","1263","1386",,,,,,,,,,,,,,,,,,,,
"1404","HISTÓRIA EM VERSOS, A","1868","1116","1170","1212","1386","1635",,,,,,,,,,,,,,,,,,
"1405","EXPEDIÇÃO SÃO PAULO 450 ANOS: UMA VIAGEM POR DENTRO DA METRÓPOLE","1869","1049","1057","1169","1392",,,,,,,,,,,,,,,,,,,
"1406","MILAGRE DO PÃO, O","1870","1162","1388","1519",,,,,,,,,,,,,,,,,,,,
"1407","ARIGATÔ: UM OLHAR SOBRE A IMIGRAÇÃO JAPONESA EM CAMPO GRANDE","1871","1067","1116","1147","1162","1301",,,,,,,,,,,,,,,,,,
"1408","OS JAPONESES NO VALE DO RIBEIRA E SUDOESTE PAULISTA","1872","1067","1105","1116","1147","1162",,,,,,,,,,,,,,,,,,
"1409","PRIMAVERA","1873","1060","1067","1116","1279","1301",,,,,,,,,,,,,,,,,,
"1410","PERMANÊNCIA","1874","1047","1060","1067","1161","1301","1436",,,,,,,,,,,,,,,,,
"1411","CHÁ VERDE E ARROZ","1875","1036","1067","1162","1392",,,,,,,,,,,,,,,,,,,
"1412","À FLOR DA PELE","1876","1067","1162","1301","1392","1436","1505",,,,,,,,,,,,,,,,,
"1413","GAMBARÊ","1877","1067","1116","1162","1301","1392",,,,,,,,,,,,,,,,,,
"1414","LIBERDADE","1878","1067","1116","1147","1162","1301","1392",,,,,,,,,,,,,,,,,
"1415","BRÁS: SOTAQUES E DESMEMÓRIAS","1879","1062","1067","1162","1392",,,,,,,,,,,,,,,,,,,
"1416","PARTIDO MOOCA","1880","1050","1147","1162","1393",,,,,,,,,,,,,,,,,,,
"1417","VILA PRUDENTE","1881","1050","1057","1147","1162","1393",,,,,,,,,,,,,,,,,,
"1418","TORI","1882","1038","1062","1067","1393",,,,,,,,,,,,,,,,,,,
"1419","ILUMINANDO A FACE ESCURA DA LUA: HOMENAGEM A ROBERTO CARDOSO DE OLIVEIRA","1883","1006","1147","1392","1562",,,,,,,,,,,,,,,,,,,
"1420","CINEMA É COMO UMA DANÇA,O","1884","1036","1388","1630",,,,,,,,,,,,,,,,,,,,
"1421","""ETIENNE SAMAIN DE UM CAMINHO A OUTRO""","1885","1006","1105","1559","1562",,,,,,,,,,,,,,,,,,,
"1422","GISÈLE OMINDAREWÁ","1886","1147","1442","1559",,,,,,,,,,,,,,,,,,,,
"1423","LANCEIROS NEGROS - A HERANÇA DE PORONGOS","1887","1085","1108","1113","1388",,,,,,,,,,,,,,,,,,,
"1424","CIDADE DE RIMA","1888","1060","1171","1513",,,,,,,,,,,,,,,,,,,,
"1425","ÁFRICA NA RUA","1889","1060","1070","1170","1440","1513",,,,,,,,,,,,,,,,,,
"1426","ALTO DO CÉU","1890","1036","1038","1060","1513",,,,,,,,,,,,,,,,,,,
"1427","PELAS MARGINAIS","1891","1050","1110","1393",,,,,,,,,,,,,,,,,,,,
"1428","UM BALANÇO DAS CIÊNCIAS NO SÉCULO XX: FRANCISCO SALZANO- DO DNA AOS TRANSGÊNICOS","1892","1393","1502","1576","1629",,,,,,,,,,,,,,,,,,,
"1429","RODA VIVA: AMARTYA SEN","1893","1078","1100","1154","1393",,,,,,,,,,,,,,,,,,,
"1430","RODA VIVA: WASHINGTON NOVAES","1894","1133","1393","1437",,,,,,,,,,,,,,,,,,,,
"1431","KUMIAI: A IMIGRAÇÃO JAPONESA EM CAMPO GRANDE","1895","1067","1162","1301","1379",,,,,,,,,,,,,,,,,,,
"1432","RETRATOS DE HIDEKO","1896","1067","1162","1165","1301","1393",,,,,,,,,,,,,,,,,,
"1433","HIBAKUSHA - HERDEIROS ATÔMICOS DO BRASIL","1897","1067","1147","1162","1301","1342",,,,,,,,,,,,,,,,,,
