nid,title,SGA ACERVO IMAGEM,SGA ACERVO IMAGEM,descritores,descritores,descritores,descritores,descritores,descritores,descritores,descritores,descritores,descritores,descritores,descritores,descritores,descritores,descritores,descritores,descritores,descritores,descritores,descritores,descritores,descritores,,
8730,KX-KAYAPÓ XIKRIN-4017,010676,10676,196,416,530,,,,,, , , , , , , , ,,,,,,,,10676
8731,KX-KAYAPÓ XIKRIN-4018,010677,10677,196,416,530,,,,,, , , , , , , , ,,,,,,,,10677
8732,KX-KAYAPÓ XIKRIN-4019,010678,,,,,,,,,,,,,,,,,,,,,,,,,
8733,KX-KAYAPÓ XIKRIN-4020,010679,10679,196,416,530,,,,,, , , , , , , , ,,,,,,,,10679
8734,KX-KAYAPÓ XIKRIN-4021,010680,10680,196,416,530,,,,,, , , , , , , , ,,,,,,,,10680
8735,KX-KAYAPÓ XIKRIN-4022,010681,10681,196,416,530,,,,,, , , , , , , , ,,,,,,,,10681
8736,KX-KAYAPÓ XIKRIN-4023,010682,10682,196,416,530,,,,,, , , , , , , , ,,,,,,,,10682
8737,KX-KAYAPÓ XIKRIN-4024,010683,10683,196,416,530,,,,,, , , , , , , , ,,,,,,,,10683
8738,KX-KAYAPÓ XIKRIN-4025,010684,10684,196,416,530,,,,,, , , , , , , , ,,,,,,,,10684
8739,KX-KAYAPÓ XIKRIN-4026,010685,10685,196,416,530,,,,,, , , , , , , , ,,,,,,,,10685
8740,KX-KAYAPÓ XIKRIN-4027,010686,10686,196,416,530,,,,,, , , , , , , , ,,,,,,,,10686
8741,KX-KAYAPÓ XIKRIN-4028,010687,10687,196,416,530,,,,,, , , , , , , , ,,,,,,,,10687
8742,KX-KAYAPÓ XIKRIN-4029,010688,10688,196,416,530,,,,,, , , , , , , , ,,,,,,,,10688
8743,KX-KAYAPÓ XIKRIN-4030,010689,10689,196,416,530,,,,,, , , , , , , , ,,,,,,,,10689
8744,KX-KAYAPÓ XIKRIN-4031,010690,10690,196,416,530,,,,,, , , , , , , , ,,,,,,,,10690
8745,KX-KAYAPÓ XIKRIN-4032,010691,10691,196,416,530,,,,,, , , , , , , , ,,,,,,,,10691
8746,KX-KAYAPÓ XIKRIN-4033,010692,10692,196,416,530,,,,,, , , , , , , , ,,,,,,,,10692
8747,KX-KAYAPÓ XIKRIN-4034,010693,10693,196,416,530,,,,,, , , , , , , , ,,,,,,,,10693
8748,KX-KAYAPÓ XIKRIN-4035,010694,10694,62,416,530,,,,,, , , , , , , , ,,,,,,,,10694
8749,KX-KAYAPÓ XIKRIN-4036,010695,10695,266,416,530,,,,,, , , , , , , , ,,,,,,,,10695
8750,KX-KAYAPÓ XIKRIN-4037,010696,10696,173,416,530,,,,,, , , , , , , , ,,,,,,,,10696
8751,KX-KAYAPÓ XIKRIN-4038,010697,10697,266,416,530,,,,,, , , , , , , , ,,,,,,,,10697
8752,KX-KAYAPÓ XIKRIN-4039,010698,10698,266,416,530,,,,,, , , , , , , , ,,,,,,,,10698
8753,KX-KAYAPÓ XIKRIN-4040,010699,10699,172,416,530,,,,,, , , , , , , , ,,,,,,,,10699
8754,KX-KAYAPÓ XIKRIN-4041,010700,10700,266,416,530,,,,,, , , , , , , , ,,,,,,,,10700
8755,KX-KAYAPÓ XIKRIN-4042,010701,10701,119,416,530,,,,,, , , , , , , , ,,,,,,,,10701
8756,KX-KAYAPÓ XIKRIN-4043,010702,10702,151,285,416,530,,,,, , , , , , , , ,,,,,,,,10702
8757,KX-KAYAPÓ XIKRIN-4044,010703,10703,48,416,530,,,,,, , , , , , , , ,,,,,,,,10703
8758,KX-KAYAPÓ XIKRIN-4045,010704,10704,151,399,,,,,,, , , , , , , , ,,,,,,,,10704
8759,KX-KAYAPÓ XIKRIN-4046,010705,10705,151,399,,,,,,, , , , , , , , ,,,,,,,,10705
8760,KX-KAYAPÓ XIKRIN-4047,010706,10706,151,399,,,,,,, , , , , , , , ,,,,,,,,10706
8761,KX-KAYAPÓ XIKRIN-4048,010707,10707,151,399,,,,,,, , , , , , , , ,,,,,,,,10707
8762,KX-KAYAPÓ XIKRIN-4049,010708,10708,25,114,,,,,,, , , , , , , , ,,,,,,,,10708
8763,KX-KAYAPÓ XIKRIN-4050,010709,10709,25,58,,,,,,, , , , , , , , ,,,,,,,,10709
8764,KX-KAYAPÓ XIKRIN-4051,010710,10710,152,,,,,,,, , , , , , , , ,,,,,,,,10710
8765,KX-KAYAPÓ XIKRIN-4052,010711,10711,58,151,,,,,,, , , , , , , , ,,,,,,,,10711
8766,KX-KAYAPÓ XIKRIN-4053,010712,10712,25,151,,,,,,, , , , , , , , ,,,,,,,,10712
8767,KX-KAYAPÓ XIKRIN-4054,010713,10713,151,399,,,,,,, , , , , , , , ,,,,,,,,10713
8768,MA-MAKUXI-0001,005349,5349,62,425,587,34,,,,,,,,,,,,,,,,,,,,5349
8769,MA-MAKUXI-0002,005350,5350,62,425,587,34,,,,,,,,,,,,,,,,,,,,5350
8770,MA-MAKUXI-0003,005351,5351,62,425,587,34,,,,,,,,,,,,,,,,,,,,5351
8771,MA-MAKUXI-0004,005352,5352,62,172,425,587,,,,,,,,,,,,,,,,,,,,5352
8772,MA-MAKUXI-0005,005353,5353,35,172,425,587,,,,,,,,,,,,,,,,,,,,5353
8773,MA-MAKUXI-0006,005354,5354,9,62,425,587,,,,,,,,,,,,,,,,,,,,5354
8774,MA-MAKUXI-0007,005355,5355,59,172,425,587,,,,,,,,,,,,,,,,,,,,5355
8775,MA-MAKUXI-0008,005356,5356,62,172,425,587,,,,,,,,,,,,,,,,,,,,5356
8776,MA-MAKUXI-0009,005357,5357,62,283,425,587,,,,,,,,,,,,,,,,,,,,5357
8777,MA-MAKUXI-0010,005358,5358,119,425,587,,,,,,,,,,,,,,,,,,,,,5358
8778,MA-MAKUXI-0011,005359,5359,62,425,587,,,,,,,,,,,,,,,,,,,,,5359
8779,MA-MAKUXI-0012,005360,5360,62,119,172,425,587,,,,,,,,,,,,,,,,,,,5360
8780,MA-MAKUXI-0013,005361,5361,119,172,425,587,,,,,,,,,,,,,,,,,,,,5361
8781,MK-MAKU-0001,005265,5265,62,172,283,478,731,,,,,,,,,,,,,,,,,,,5265
8782,MK-MAKU-0002,005266,5266,62,172,283,478,731,,,,,,,,,,,,,,,,,,,5266
8783,MK-MAKU-0003,005267,5267,62,241,478,731,172,,,,,,,,,,,,,,,,,,,5267
8784,MK-MAKU-0004,005268,5268,172,478,731,,,,,,,,,,,,,,,,,,,,,5268
8785,MK-MAKU-0005,005269,5269,35,282,478,731,,,,,,,,,,,,,,,,,,,,5269
8786,MK-MAKU-0006,005270,5270,35,59,172,478,731,,,,,,,,,,,,,,,,,,,5270
8787,MK-MAKU-0007,005271,5271,20,119,478,731,,,,,,,,,,,,,,,,,,,,5271
8788,MK-MAKU-0008,005272,5272,18,282,478,731,,,,,,,,,,,,,,,,,,,,5272
8789,NA-NAMBIKWARA-0001,005494,5494,94,206,413,675,,,,, , , , , , , , ,,,,,,,,5494
8790,NM-MAMAINDE-0001,005491,5491,31,413,740,,,,,, , , , , , , , ,,,,,,,,5491
8791,NM-MAMAINDE-0002,005492,5492,31,413,740,,,,,, , , , , , , , ,,,,,,,,5492
8792,NM-MAMAINDE-0003,005493,5493,413,740,,,,,,,48,,,, , , , ,,,,,,,,5493
8793,PI-PIRATAPUIA-0001,005276,5276,172,196,478,730,732,,,,,,,,,,,,,,,,,,,5276
8794,PI-PIRATAPUIA-0002,005277,5277,119,478,730,732,,,,,,,,,,,,,,,,,,,,5277
8795,PI-PIRATAPUIA-0003,005278,5278,196,478,730,732,,,,,,,,,,,,,,,,,,,,5278
8796,PI-PIRATAPUIA-0004,005279,5279,196,478,730,732,,,,,,,,,,,,,,,,,,,,5279
8797,PI-PIRATAPUIA-0005,005280,5280,172,196,478,730,732,,,,,,,,,,,,,,,,,,,5280
8798,PI-PIRATAPUIA-0006,005281,5281,172,478,730,732,,,,,,,,,,,,,,,,,,,,5281
8799,PI-PIRATAPUIA-0007,005282,5282,119,196,478,730,732,,,,,,,,,,,,,,,,,,,5282
8800,PI-PIRATAPUIA-0008,005283,5283,119,478,730,732,,,,,,,,,,,,,,,,,,,,5283
8801,PI-PIRATAPUIA-0009,005284,5284,119,478,730,732,,,,,,,,,,,,,,,,,,,,5284
8802,PI-PIRATAPUIA-0010,005285,5285,1,58,478,730,732,,,,,,,,,,,,,,,,,,,5285
8803,PI-PIRATAPUIA-0011,005286,5286,62,478,732,,,,,,,,,,,,,,,,,,,,,5286
8804,PI-PIRATAPUIA-0012,005287,5287,119,478,732,730,,,,,,,,,,,,,,,,,,,,5287
8805,PK-PARAKANÃ-0001,007084,7084,62,416,464,,,,,, , , , , , , , ,,,,,,,,7084
8806,PK-PARAKANÃ-0002,007085,7085,58,416,464,,,,,, , , , , , , , ,,,,,,,,7085
8807,PK-PARAKANÃ-0003,007086,7086,33,416,464,,,,,, , , , , , , , ,,,,,,,,7086
8808,PK-PARAKANÃ-0004,007087,7087,114,416,464,,,,,, , , , , , , , ,,,,,,,,7087
8809,PK-PARAKANÃ-0005,007088,7088,114,416,464,,,,,, , , , , , , , ,,,,,,,,7088
8810,PK-PARAKANÃ-0006,007089,7089,730,,,,,,,,31,416,464,, , , , ,,,,,,,,7089
8811,PK-PARAKANÃ-0007,007090,7090,19,416,464,,,,,, , , , , , , , ,,,,,,,,7090
8812,PK-PARAKANÃ-0008,007091,7091,19,416,464,,,,,, , , , , , , , ,,,,,,,,7091
8813,PK-PARAKANÃ-0009,007092,7092,34,416,464,,,,,, , , , , , , , ,,,,,,,,7092
8814,PK-PARAKANÃ-0010,007093,7093,35,416,464,,,,,, , , , , , , , ,,,,,,,,7093
8815,PK-PARAKANÃ-0011,007094,7094,114,416,464,,,,,, , , , , , , , ,,,,,,,,7094
8816,PK-PARAKANÃ-0012,007095,7095,114,416,464,,,,,, , , , , , , , ,,,,,,,,7095
8817,PK-PARAKANÃ-0013,007096,7096,114,416,464,,,,,, , , , , , , , ,,,,,,,,7096
8818,PK-PARAKANÃ-0014,007097,7097,114,416,464,,,,,, , , , , , , , ,,,,,,,,7097
8819,PK-PARAKANÃ-0015,007098,7098,114,173,416,464,,,,, , , , , , , , ,,,,,,,,7098
8820,PK-PARAKANÃ-0016,007099,7099,114,416,464,,,,,, , , , , , , , ,,,,,,,,7099
8821,PK-PARAKANÃ-0017,007100,7100,114,416,464,,,,,, , , , , , , , ,,,,,,,,7100
8822,PK-PARAKANÃ-0018,007101,7101,114,416,464,,,,,, , , , , , , , ,,,,,,,,7101
8823,PK-PARAKANÃ-0019,007102,7102,114,416,464,,,,,, , , , , , , , ,,,,,,,,7102
8824,PK-PARAKANÃ-0020,007103,7103,114,416,464,,,,,, , , , , , , , ,,,,,,,,7103
8825,PK-PARAKANÃ-0021,007104,7104,25,114,416,464,,,,, , , , , , , , ,,,,,,,,7104
8826,PK-PARAKANÃ-0022,007105,7105,25,114,416,464,,,,, , , , , , , , ,,,,,,,,7105
8827,PK-PARAKANÃ-0023,007106,7106,25,114,416,464,,,,, , , , , , , , ,,,,,,,,7106
8828,PK-PARAKANÃ-0024,007107,7107,25,114,416,464,,,,, , , , , , , , ,,,,,,,,7107
8829,PK-PARAKANÃ-0025,007108,7108,114,416,464,,,,,, , , , , , , , ,,,,,,,,7108
8830,PK-PARAKANÃ-0026,007109,7109,114,416,464,,,,,, , , , , , , , ,,,,,,,,7109
8831,PK-PARAKANÃ-0027,007110,7110,114,416,464,,,,,, , , , , , , , ,,,,,,,,7110
8832,PK-PARAKANÃ-0028,007111,7111,114,416,464,,,,,, , , , , , , , ,,,,,,,,7111
8833,PK-PARAKANÃ-0029,007112,7112,114,416,464,,,,,, , , , , , , , ,,,,,,,,7112
8834,PK-PARAKANÃ-0030,007113,7113,114,416,464,,,,,, , , , , , , , ,,,,,,,,7113
8835,PK-PARAKANÃ-0031,007114,7114,114,282,416,464,,,,, , , , , , , , ,,,,,,,,7114
8836,PK-PARAKANÃ-0032,007115,7115,9,416,464,,,,,, , , , , , , , ,,,,,,,,7115
8837,PK-PARAKANÃ-0033,007116,7116,2,416,464,,,,,, , , , , , , , ,,,,,,,,7116
8838,PK-PARAKANÃ-0034,007117,7117,9,62,416,464,,,,, , , , , , , , ,,,,,,,,7117
8839,PK-PARAKANÃ-0035,007118,7118,9,416,464,,,,,, , , , , , , , ,,,,,,,,7118
8840,PK-PARAKANÃ-0036,007119,7119,9,59,416,464,,,,, , , , , , , , ,,,,,,,,7119
8841,PK-PARAKANÃ-0037,007120,7120,9,,,,,,,,8,416,464,, , , , ,,,,,,,,7120
8842,PK-PARAKANÃ-0038,007121,7121,9,416,464,,,,,, , , , , , , , ,,,,,,,,7121
8843,PK-PARAKANÃ-0039,007122,7122,9,416,464,,,,,, , , , , , , , ,,,,,,,,7122
8844,PK-PARAKANÃ-0040,007123,7123,9,282,416,464,,,,, , , , , , , , ,,,,,,,,7123
8845,PK-PARAKANÃ-0041,007124,7124,2,416,464,,,,,, , , , , , , , ,,,,,,,,7124
8846,PK-PARAKANÃ-0042,007125,7125,9,416,464,,,,,, , , , , , , , ,,,,,,,,7125
8847,PK-PARAKANÃ-0043,007126,7126,9,59,416,464,,,,, , , , , , , , ,,,,,,,,7126
8848,PK-PARAKANÃ-0044,007127,7127,9,416,464,,,,,, , , , , , , , ,,,,,,,,7127
8849,PK-PARAKANÃ-0045,007128,7128,9,59,416,464,,,,, , , , , , , , ,,,,,,,,7128
8850,PK-PARAKANÃ-0046,007129,7129,9,59,416,464,,,,, , , , , , , , ,,,,,,,,7129
8851,PK-PARAKANÃ-0047,007130,7130,9,59,416,464,,,,, , , , , , , , ,,,,,,,,7130
8852,PK-PARAKANÃ-0048,007131,7131,9,59,416,464,,,,, , , , , , , , ,,,,,,,,7131
8853,PK-PARAKANÃ-0049,007132,7132,9,59,416,464,,,,, , , , , , , , ,,,,,,,,7132
8854,PK-PARAKANÃ-0050,007133,7133,9,59,416,464,,,,, , , , , , , , ,,,,,,,,7133
8855,PK-PARAKANÃ-0051,007134,7134,9,59,416,464,,,,, , , , , , , , ,,,,,,,,7134
8856,PK-PARAKANÃ-0052,007135,7135,9,59,416,464,,,,, , , , , , , , ,,,,,,,,7135
8857,PK-PARAKANÃ-0053,007136,7136,33,416,464,,,,,, , , , , , , , ,,,,,,,,7136
8858,PK-PARAKANÃ-0054,007137,7137,33,416,464,,,,,, , , , , , , , ,,,,,,,,7137
8859,PK-PARAKANÃ-0055,007138,7138,33,416,464,,,,,, , , , , , , , ,,,,,,,,7138
8860,PK-PARAKANÃ-0056,007139,7139,33,416,464,,,,,, , , , , , , , ,,,,,,,,7139
8861,PK-PARAKANÃ-0057,007140,7140,33,416,464,,,,,, , , , , , , , ,,,,,,,,7140
8862,PK-PARAKANÃ-0058,007141,7141,33,282,416,464,,,,, , , , , , , , ,,,,,,,,7141
8863,PK-PARAKANÃ-0059,007142,7142,33,416,464,,,,,, , , , , , , , ,,,,,,,,7142
8864,PK-PARAKANÃ-0060,007143,7143,34,416,464,,,,,, , , , , , , , ,,,,,,,,7143
8865,PK-PARAKANÃ-0061,007144,7144,34,172,416,464,,,,, , , , , , , , ,,,,,,,,7144
8866,PK-PARAKANÃ-0062,007145,7145,34,282,416,464,,,,, , , , , , , , ,,,,,,,,7145
8867,PK-PARAKANÃ-0063,007146,7146,34,282,416,464,,,,, , , , , , , , ,,,,,,,,7146
8868,PK-PARAKANÃ-0064,007147,7147,34,282,416,464,,,,, , , , , , , , ,,,,,,,,7147
8869,PK-PARAKANÃ-0065,007148,7148,34,282,416,464,,,,, , , , , , , , ,,,,,,,,7148
8870,PK-PARAKANÃ-0066,007149,7149,34,282,416,464,,,,, , , , , , , , ,,,,,,,,7149
8871,PK-PARAKANÃ-0067,007150,7150,240,,,,,,,,34,416,464,, , , , ,,,,,,,,7150
8872,PK-PARAKANÃ-0068,007151,7151,34,,,,,,,,282,416,464,, , , , ,,,,,,,,7151
8873,PK-PARAKANÃ-0069,007152,7152,34,416,464,,,,,, , , , , , , , ,,,,,,,,7152
8874,PK-PARAKANÃ-0070,007153,7153,34,282,416,464,,,,, , , , , , , , ,,,,,,,,7153
8875,PK-PARAKANÃ-0071,007154,7154,34,416,464,,,,,, , , , , , , , ,,,,,,,,7154
8876,PK-PARAKANÃ-0072,007155,7155,34,138,416,464,,,,, , , , , , , , ,,,,,,,,7155
8877,PK-PARAKANÃ-0073,007156,7156,35,416,464,,,,,, , , , , , , , ,,,,,,,,7156
8878,PK-PARAKANÃ-0074,007157,7157,34,138,416,464,,,,, , , , , , , , ,,,,,,,,7157
8879,PK-PARAKANÃ-0075,007158,7158,34,416,464,,,,,, , , , , , , , ,,,,,,,,7158
8880,PK-PARAKANÃ-0076,007159,7159,35,416,464,,,,,, , , , , , , , ,,,,,,,,7159
8881,PK-PARAKANÃ-0077,007160,7160,35,416,464,,,,,, , , , , , , , ,,,,,,,,7160
8882,PK-PARAKANÃ-0078,007161,7161,35,416,464,,,,,, , , , , , , , ,,,,,,,,7161
8883,PK-PARAKANÃ-0079,007162,7162,35,416,464,,,,,, , , , , , , , ,,,,,,,,7162
8884,PK-PARAKANÃ-0080,007163,7163,282,416,464,,,,,, , , , , , , , ,,,,,,,,7163
8885,PK-PARAKANÃ-0081,007164,7164,31,416,464,730,,,,, , , , , , , , ,,,,,,,,7164
8886,PK-PARAKANÃ-0082,007165,7165,31,416,464,730,,,,, , , , , , , , ,,,,,,,,7165
8887,PK-PARAKANÃ-0083,007166,7166,31,416,464,730,,,,, , , , , , , , ,,,,,,,,7166
8888,PK-PARAKANÃ-0084,007167,7167,32,282,416,464,,,,, , , , , , , , ,,,,,,,,7167
8889,PK-PARAKANÃ-0085,007168,7168,282,416,464,,,,,, , , , , , , , ,,,,,,,,7168
8890,PK-PARAKANÃ-0086,007169,7169,19,416,464,,,,,, , , , , , , , ,,,,,,,,7169
8891,PK-PARAKANÃ-0087,007170,7170,19,416,464,,,,,, , , , , , , , ,,,,,,,,7170
8892,PK-PARAKANÃ-0088,007171,7171,34,416,464,,,,,, , , , , , , , ,,,,,,,,7171
8893,PK-PARAKANÃ-0089,007172,7172,369,416,464,,,,,, , , , , , , , ,,,,,,,,7172
8894,PK-PARAKANÃ-0090,007173,7173,369,416,464,,,,,, , , , , , , , ,,,,,,,,7173
8895,PK-PARAKANÃ-0091,007174,7174,8,416,464,,,,,, , , , , , , , ,,,,,,,,7174
8896,PK-PARAKANÃ-0092,007175,7175,8,416,464,,,,,, , , , , , , , ,,,,,,,,7175
8897,PK-PARAKANÃ-0093,007176,7176,730,,,,,,,,119,416,464,, , , , ,,,,,,,,7176
8898,PK-PARAKANÃ-0094,007177,7177,730,,,,,,,,119,416,464,, , , , ,,,,,,,,7177
8899,PK-PARAKANÃ-0095,007178,7178,416,464,730,,,,,, , , , , , , , ,,,,,,,,7178
8900,PK-PARAKANÃ-0096,007179,7179,119,416,464,,,,,, , , , , , , , ,,,,,,,,7179
8901,PK-PARAKANÃ-0097,007180,7180,119,416,464,,,,,, , , , , , , , ,,,,,,,,7180
8902,PK-PARAKANÃ-0098,007181,7181,416,464,730,,,,,, , , , , , , , ,,,,,,,,7181
8903,PK-PARAKANÃ-0099,007182,7182,416,464,730,,,,,, , , , , , , , ,,,,,,,,7182
8904,PK-PARAKANÃ-0100,007183,7183,31,416,464,730,,,,, , , , , , , , ,,,,,,,,7183
8905,PK-PARAKANÃ-0101,007184,7184,31,416,464,730,,,,, , , , , , , , ,,,,,,,,7184
8906,PK-PARAKANÃ-0102,007185,7185,31,416,464,730,,,,, , , , , , , , ,,,,,,,,7185
8907,PK-PARAKANÃ-0103,007186,7186,31,416,464,730,,,,, , , , , , , , ,,,,,,,,7186
8908,PK-PARAKANÃ-0104,007187,7187,31,416,464,730,,,,, , , , , , , , ,,,,,,,,7187
8909,PK-PARAKANÃ-0105,007188,7188,31,416,464,730,,,,, , , , , , , , ,,,,,,,,7188
8910,PK-PARAKANÃ-0106,007189,7189,31,416,464,730,,,,, , , , , , , , ,,,,,,,,7189
8911,PK-PARAKANÃ-0107,007190,7190,31,416,464,730,,,,, , , , , , , , ,,,,,,,,7190
8912,PK-PARAKANÃ-0108,007191,7191,31,416,464,730,,,,, , , , , , , , ,,,,,,,,7191
8913,PK-PARAKANÃ-0109,007192,7192,31,416,464,730,,,,, , , , , , , , ,,,,,,,,7192
8914,PK-PARAKANÃ-0110,007193,7193,58,119,416,464,,,,, , , , , , , , ,,,,,,,,7193
8915,PK-PARAKANÃ-0111,007194,7194,58,119,416,464,,,,, , , , , , , , ,,,,,,,,7194
8916,PK-PARAKANÃ-0112,007195,7195,58,119,416,464,,,,, , , , , , , , ,,,,,,,,7195
8917,PK-PARAKANÃ-0113,007196,7196,283,416,464,,,,,, , , , , , , , ,,,,,,,,7196
8918,PK-PARAKANÃ-0114,007197,7197,283,416,464,,,,,, , , , , , , , ,,,,,,,,7197
8919,PK-PARAKANÃ-0115,007198,7198,172,416,464,,,,,, , , , , , , , ,,,,,,,,7198
8920,PK-PARAKANÃ-0116,007199,7199,172,416,464,,,,,, , , , , , , , ,,,,,,,,7199
8921,PK-PARAKANÃ-0117,007200,7200,172,416,464,,,,,, , , , , , , , ,,,,,,,,7200
8922,PK-PARAKANÃ-0118,007201,7201,172,416,464,,,,,, , , , , , , , ,,,,,,,,7201
8923,PK-PARAKANÃ-0119,007202,7202,62,416,464,,,,,, , , , , , , , ,,,,,,,,7202
8924,PK-PARAKANÃ-0120,007203,7203,62,416,464,,,,,, , , , , , , , ,,,,,,,,7203
8925,PK-PARAKANÃ-0121,007204,7204,62,416,464,,,,,, , , , , , , , ,,,,,,,,7204
8926,PK-PARAKANÃ-0122,007205,7205,62,416,464,,,,,, , , , , , , , ,,,,,,,,7205
8927,PK-PARAKANÃ-0123,007206,7206,62,416,464,,,,,, , , , , , , , ,,,,,,,,7206
8928,PK-PARAKANÃ-0124,007207,7207,62,416,464,,,,,, , , , , , , , ,,,,,,,,7207
8929,PK-PARAKANÃ-0125,007208,7208,62,416,464,,,,,, , , , , , , , ,,,,,,,,7208
8930,PK-PARAKANÃ-0126,007209,7209,730,,,,,,,,62,119,416,464, , , , ,,,,,,,,7209
8931,PK-PARAKANÃ-0127,007210,7210,62,416,464,,,,,, , , , , , , , ,,,,,,,,7210
8932,PK-PARAKANÃ-0128,007211,7211,62,172,416,464,,,,, , , , , , , , ,,,,,,,,7211
8933,PK-PARAKANÃ-0129,007212,7212,62,172,416,464,,,,, , , , , , , , ,,,,,,,,7212
8934,PK-PARAKANÃ-0130,007213,7213,62,172,416,464,,,,, , , , , , , , ,,,,,,,,7213
8935,PK-PARAKANÃ-0131,007214,7214,62,119,416,464,,,,, , , , , , , , ,,,,,,,,7214
8936,PK-PARAKANÃ-0132,007215,7215,119,416,464,,,,,, , , , , , , , ,,,,,,,,7215
8937,PK-PARAKANÃ-0133,007216,7216,58,119,416,464,,,,, , , , , , , , ,,,,,,,,7216
8938,PK-PARAKANÃ-0134,007217,7217,58,119,416,464,,,,, , , , , , , , ,,,,,,,,7217
8939,PK-PARAKANÃ-0135,007218,7218,58,119,416,464,,,,, , , , , , , , ,,,,,,,,7218
8940,PK-PARAKANÃ-0136,007219,7219,58,119,416,464,,,,, , , , , , , , ,,,,,,,,7219
8941,PK-PARAKANÃ-0137,007220,7220,58,172,416,464,,,,, , , , , , , , ,,,,,,,,7220
8942,PK-PARAKANÃ-0138,007221,7221,283,416,464,,,,,, , , , , , , , ,,,,,,,,7221
8943,PK-PARAKANÃ-0139,007222,7222,34,282,416,464,,,,, , , , , , , , ,,,,,,,,7222
8944,PK-PARAKANÃ-0140,007223,7223,9,416,464,,,,,, , , , , , , , ,,,,,,,,7223
8945,PK-PARAKANÃ-0141,007224,7224,25,114,416,464,,,,, , , , , , , , ,,,,,,,,7224
8946,PK-PARAKANÃ-0142,007225,7225,25,,,,,,,,114,416,464,, , , , ,,,,,,,,7225
8947,PK-PARAKANÃ-0143,007226,7226,25,,,,,,,,114,416,464,, , , , ,,,,,,,,7226
8948,PK-PARAKANÃ-0144,007227,7227,148,,,,,,,,151,416,464,, , , , ,,,,,,,,7227
8949,PK-PARAKANÃ-0145,007228,7228,148,,,,,,,,151,416,464,, , , , ,,,,,,,,7228
8950,PK-PARAKANÃ-0146,007229,7229,148,416,464,,,,,, , , , , , , , ,,,,,,,,7229
8951,PK-PARAKANÃ-0147,007230,7230,151,416,464,,,,,, , , , , , , , ,,,,,,,,7230
8952,PK-PARAKANÃ-0148,007231,7231,148,,,,,,,,151,416,464,, , , , ,,,,,,,,7231
8953,PK-PARAKANÃ-0149,007232,7232,148,,,,,,,,151,416,464,, , , , ,,,,,,,,7232
8954,PK-PARAKANÃ-0150,007233,7233,148,,,,,,,,151,416,464,, , , , ,,,,,,,,7233
8955,PK-PARAKANÃ-0151,007234,7234,114,416,464,,,,,, , , , , , , , ,,,,,,,,7234
8956,PK-PARAKANÃ-0152,007235,7235,114,416,464,,,,,, , , , , , , , ,,,,,,,,7235
8957,PK-PARAKANÃ-0153,007236,7236,61,416,464,,,,,, , , , , , , , ,,,,,,,,7236
8958,PK-PARAKANÃ-0154,007237,7237,266,416,464,,,,,, , , , , , , , ,,,,,,,,7237
8959,PK-PARAKANÃ-0155,007238,7238,266,416,464,,,,,, , , , , , , , ,,,,,,,,7238
8960,PK-PARAKANÃ-0156,007239,7239,151,416,464,,,,,, , , , , , , , ,,,,,,,,7239
8961,PK-PARAKANÃ-0157,007240,7240,151,416,464,,,,,, , , , , , , , ,,,,,,,,7240
8962,PK-PARAKANÃ-0158,007241,7241,119,416,464,,,,,, , , , , , , , ,,,,,,,,7241
8963,PK-PARAKANÃ-0159,007242,7242,62,416,464,,,,,, , , , , , , , ,,,,,,,,7242
8964,PK-PARAKANÃ-0160,007243,7243,416,464,,,,,,, , , , , , , , ,,,,,,,,7243
8965,PK-PARAKANÃ-0161,007244,7244,62,151,416,464,,,,, , , , , , , , ,,,,,,,,7244
8966,PK-PARAKANÃ-0162,007245,7245,119,151,416,464,,,,, , , , , , , , ,,,,,,,,7245
8967,PK-PARAKANÃ-0163,007246,7246,730,,,,,,,,119,416,464,, , , , ,,,,,,,,7246
8968,PK-PARAKANÃ-0164,007247,7247,62,119,416,464,,,,, , , , , , , , ,,,,,,,,7247
8969,PK-PARAKANÃ-0165,007248,7248,119,416,464,,,,,, , , , , , , , ,,,,,,,,7248
8970,PK-PARAKANÃ-0166,007249,7249,62,151,416,464,,,,, , , , , , , , ,,,,,,,,7249
8971,PK-PARAKANÃ-0167,007250,7250,48,62,416,464,,,,, , , , , , , , ,,,,,,,,7250
8972,PK-PARAKANÃ-0168,007251,7251,62,172,416,464,,,,, , , , , , , , ,,,,,,,,7251
8973,PK-PARAKANÃ-0169,007252,7252,62,172,416,464,,,,, , , , , , , , ,,,,,,,,7252
8974,PK-PARAKANÃ-0170,007253,7253,62,172,416,464,,,,, , , , , , , , ,,,,,,,,7253
8975,PK-PARAKANÃ-0171,007254,7254,62,172,416,464,,,,, , , , , , , , ,,,,,,,,7254
8976,PK-PARAKANÃ-0172,007255,7255,33,151,416,464,,,,, , , , , , , , ,,,,,,,,7255
8977,PK-PARAKANÃ-0173,007256,7256,33,151,416,464,,,,, , , , , , , , ,,,,,,,,7256
8978,PK-PARAKANÃ-0174,007257,7257,33,416,464,,,,,, , , , , , , , ,,,,,,,,7257
8979,PK-PARAKANÃ-0175,007258,7258,33,416,464,,,,,, , , , , , , , ,,,,,,,,7258
8980,PK-PARAKANÃ-0176,007259,7259,33,34,416,464,,,,, , , , , , , , ,,,,,,,,7259
8981,PK-PARAKANÃ-0177,007260,7260,59,172,416,464,,,,, , , , , , , , ,,,,,,,,7260
