nid,title,SGA_ACERVO_VIDEO,Descritor,Descritor,Descritor,Descritor,Descritor,Descritor,Descritor,Descritor,Descritor,Descritor,Descritor,Descritor,Descritor,Descritor,Descritor,Descritor,Descritor,Descritor,Descritor,Descritor,Descritor,Descritor,Descritor
1818,"MULHER DE BRANCO, A",2309,161,325,,,,,,,,,,,,,,,,,,,,,
1819,"MITO NATIVO DO ARCO ÍRIS, O",2310,166,161,325,,,,,,,,,,,,,,,,,,,,
1820,"SONHO DE MANOEL MESSIAS, O",2311,272,177,420,,,,,,,,,,,,,,,,,,,,
1821,"PORQUÊ DAS COISAS, O",2312,272,249,332,,,,,,,,,,,,,,,,,,,,
1822,DOM DE DEUS,2313,28,544,418,38,,,,,,,,,,,,,,,,,,,
1823,CONSERTANDO CONCERTINAS,2314,181,366,,,,,,,,,,,,,,,,,,,,,
1824,NA CABEÇA DO POVO,2315,284,43,417,,,,,,,,,,,,,,,,,,,,
1825,"HOMEM E A SERRA, O",2316,43,417,249,769,,,,,,,,,,,,,,,,,,,
1826,"ILHAS DA MINHA VIDA, AS",2317,322,58,,,,,,,,,,,,,,,,,,,,,
1827,QUEBRADEIRA,2318,43,272,412,,,,,,,,,,,,,,,,,,,,
1828,VIDA EM TRONCO,2319,32,426,,,,,,,,,,,,,,,,,,,,,
1829,"HOMEM, A PEDRA E A LIDA, O",2320,141,415,116,270,,,,,,,,,,,,,,,,,,,
1830,"VOO DO CAÇADOR, O",2321,263,325,139,,,,,,,,,,,,,,,,,,,,
1831,TOCANDO UM BAIXO,2322,266,160,270,417,,,,,,,,,,,,,,,,,,,
1832,DO VIOLÃO QUEBRADO AO PONTO DE CULTURA TRABALHARTE,2323,179,81,366,,,,,,,,,,,,,,,,,,,,
1833,"PIAÇAVA, A (A PIAÇABA)",2324,142,270,324,,,,,,,,,,,,,,,,,,,,
1834,MESTRES DA CONGADA FUNDOENSE,2325,500,177,221,366,,,,,,,,,,,,,,,,,,,
1835,"ARTE DO BARRO, A",2326,31,544,270,419,,,,,,,,,,,,,,,,,,,
1836,"VOLTAS DO MUNDO, AS",2327,770,48,417,,,,,,,,,,,,,,,,,,,,
1837,LOUCOS POR BOCHA,2328,88,423,,,,,,,,,,,,,,,,,,,,,
1838,"RAPADURA É NOSSA, A",2329,272,8,419,,,,,,,,,,,,,,,,,,,,
1839,"BOI ROUBADO, O",2330,177,272,325,1,102,,,,,,,,,,,,,,,,,,
1840,E VERÁS COMO ELES QUEREM NO CHILE,2331,81,120,200,488,169,,,,,,,,,,,,,,,,,,
1841,TANTAWAWAS - MEMORIAL DO INDOAMERICANO,2332,221,169,161,488,284,,,,,,,,,,,,,,,,,,
1842,CHEGARAM PARA FICAR. A PRESENÇA LAKITA NA PÁSCOA DOS NEGROS,2333,,,,,,,,,,,,,,,,,,,,,,,
1843,"DISCUSSÃO DE CASAMENTO, UMA",2334,240,101,440,,,,,,,,,,,,,,,,,,,,
1844,JOGO DE LEÃO,2335,62,263,440,771,,,,,,,,,,,,,,,,,,,
1845,N/UM TCHAI: O CERIMONIAL DE DANÇA DOS BOSQUÍMANOS !KUNG.,2336,,,,,,,,,,,,,,,,,,,,,,,
1846,"RELAÇÃO DE BRINCADEIRA, UMA",2337,101,771,440,,,,,,,,,,,,,,,,,,,,
1847,"CAÇADORES, OS",2338,263,440,,,,,,,,,,,,,,,,,,,,,
1848,"RITUAL DE PASSAGEM, UM",2339,263,48,440,239,,,,,,,,,,,,,,,,,,,
1849,MELÕES AMARGOS,2340,264,547,177,,,,,,,,,,,,,,,,,,,,
1850,DIREITO DE ASILO - IMAGINÁRIO E RELATO DA MIGRAÇÃO DA ERITREA E LAMPEDUSA,2341,171,772,28,,,,,,,,,,,,,,,,,,,,
1851,ERMANNO STRADELLI - O FILHO DA COBRA GRANDE,2342,313,336,122,117,,,,,,,,,,,,,,,,,,,
1852,IDEIAS DO CINEMA,2343,678,36,202,200,,,,,,,,,,,,,,,,,,,
1853,SOBRE ANOS 60,2344,36,117,,,,,,,,,,,,,,,,,,,,,
1854,ANOS 70: TRAJETÓRIAS,2345,117,36,217,200,,,,,,,,,,,,,,,,,,,
1855,"BRASIL DA VIRADA, O",2346,118,164,,,,,,,,,,,,,,,,,,,,,
1856,"CAMINHO DA COPA, A",2347,89,88,117,200,,,,,,,,,,,,,,,,,,,
1857,"INQUIETANTE JOGO DO MELÃO, O",2348,177,72,440,,,,,,,,,,,,,,,,,,,,
1858,CASA PARA O POVO,2349,114,630,670,25,,,,,,,,,,,,,,,,,,,
1859,MADEIRA À VONTADE E AÇÚCAR QUEIMADO,2350,179,239,488,122,283,,,,,,,,,,,,,,,,,,
1860,"OBRIGAÇÃO DO ESTADO DE CONSULTAR OS POVOS INDÍGENAS, A",2351,202,117,76,,,,,,,,,,,,,,,,,,,,
1861,"PERIFERIA É O CENTRO, A - 10 ANOS DO PROGRAMA VAI",2352,753,544,427,,,,,,,,,,,,,,,,,,,,
1862,"MAIORES VENTURAS, AS - JORNADA DE ROQUE LARAIA",2353,6,117,81,718,,,,,,,,,,,,,,,,,,,
1863,ATRÁS DA PORTA,2354,421,114,76,160,284,,,,,,,,,,,,,,,,,,
1864,"CIÊNCIA ENCANTADA, UMA",2355,221,417,723,239,,,,,,,,,,,,,,,,,,,
1865,BODAS DE ARUANDA,2356,221,417,482,239,,,,,,,,,,,,,,,,,,,
1866,HIATO,2357,114,76,160,421,,,,,,,,,,,,,,,,,,,
1867,CHOQUE,2358,271,160,421,,,,,,,,,,,,,,,,,,,,
1868,"SOMBRA DA MARQUISE, À",2359,370,160,421,,,,,,,,,,,,,,,,,,,,
1869,ENTRE,2360,114,421,160,,,,,,,,,,,,,,,,,,,,
1870,RUÍDO NEGRO,2361,153,87,172,421,,,,,,,,,,,,,,,,,,,
1871,EGON SCHADEN AOS CEM ANOS,2362,426,190,6,,,,,,,,,,,,,,,,,,,,
1872,MANIFESTAÇÕES ARTÍSTICAS - SEMINÁRIO CEM ANOS DE EGON SCHADEN,2363,544,555,426,,,,,,,,,,,,,,,,,,,,
1873,EGON FRANCISCO WILLIBALD SCHADEN,2364,190,6,426,,,,,,,,,,,,,,,,,,,,
1874,GARRA XAVANTE - DOCUMENTÁRIO MUSICAL,2365,177,89,423,,,,,,,,,,,,,,,,,,,,
1875,"Ô, DE CASA",2366,48,771,153,415,,,,,,,,,,,,,,,,,,,
1876,"10, RUE LESAGE,BELLEVILLE: ARQUEOLOGIA URBANA DE UMA BAIRRO PARISIENSE",2367,710,153,51,,,,,,,,,,,,,,,,,,,,
1877,ESTAÇÃO BAHIA,2368,120,67,,,,,,,,,,,,,,,,,,,,,
1878,QUEBRADEIRAS DE CÔCO DE BABAÇU,2369,141,412,172,272,,,,,,,,,,,,,,,,,,,
1879,DA TERRA,2370,182,67,421,117,,,,,,,,,,,,,,,,,,,
1880,"BRASIL DE PERO VAZ CAMINHA, O",2371,117,120,,,,,,,,,,,,,,,,,,,,,
1881,NARRADORES URBANOS - ALBA ZALUAR,2372,6,598,363,,,,,,,,,,,,,,,,,,,,
1882,NARRADORES URBANOS - ANTONIO A. ARANTES,2373,559,427,200,,,,,,,,,,,,,,,,,,,,
1883,NARRADORES URBANOS - HELIO R. S. SILVA,2374,48,421,370,62,257,,,,,,,,,,,,,,,,,,
1884,SANGOMA - SAÚDE ÀS MULHERES NEGRAS,2375,248,427,386,268,,,,,,,,,,,,,,,,,,,
1885,DJANDJUMA: NOSSA ESSÊNCIA,2376,268,544,753,427,,,,,,,,,,,,,,,,,,,
1886,ARBA MINCH - FESTIVAL DE MÚSICA E DANÇA 2005,2377,355,177,72,,,,,,,,,,,,,,,,,,,,
1887,HOJE TEM ALEGRIA,2378,419,270,544,,,,,,,,,,,,,,,,,,,,
1888,PIXOTE 30 ANOS DEPOIS,2379,284,62,421,160,,,,,,,,,,,,,,,,,,,
1889,NORMAL,2380,257,715,543,169,,,,,,,,,,,,,,,,,,,
1890,SAMIRA,2381,,,,,,,,,,,,,,,,,,,,,,,
1891,DO BRASIL PARA O JAPÃO,2382,331,169,270,120,,,,,,,,,,,,,,,,,,,
1892,"EVANDRO CARLOS JARDIM, - NAS MARGENS DO TEMPO",2383,28,544,427,190,,,,,,,,,,,,,,,,,,,
1893,ATÉ AQUI CHEGOU MALVERDE,2384,769,525,161,,,,,,,,,,,,,,,,,,,,
1894,UM SENHOR DO BRASIL VISITANDO BRASILEIROS NO JAPÃO,2385,169,120,331,94,,,,,,,,,,,,,,,,,,,
1895,"MOMENTO TÃO LEVE, UM",2386,109,58,347,190,,,,,,,,,,,,,,,,,,,
1896,"SÉCULO DE CARTIER-BRESSON, O",2387,190,109,116,347,,,,,,,,,,,,,,,,,,,
1897,GUARDIÃS DO QUEIJO COALHO DO SERTÃO,2388,8,272,429,172,,,,,,,,,,,,,,,,,,,
1898,MULHERES MANGABEIRAS,2389,272,172,429,142,,,,,,,,,,,,,,,,,,,
1899,"TERRA É NOSSA MÃE, A",2390,1,43,456,660,,,,,,,,,,,,,,,,,,,
1900,"IZABEL, FACAS E FLORES",2391,268,753,427,,,,,,,,,,,,,,,,,,,,
1901,"DONNE, PERIFERIA E ARTE",2392,268,753,427,,,,,,,,,,,,,,,,,,,,
1902,"VIDA PRIVADA DOS HIPOPÓTAMOS, A",2393,441,218,38,37,,,,,,,,,,,,,,,,,,,
1903,TRANSE E DANÇA EM BALI,2394,72,239,564,,,,,,,,,,,,,,,,,,,,
1904,"PRIMEIROS ANOS DE KARBA, OS - UM ESTUDO DA INFÂNCIA BALINESA",2395,64,564,,,,,,,,,,,,,,,,,,,,,
1905,"PRIMEIROS DIAS NA VIDA DE UM BEBÊ DA NOVA GUINEA, OS",2396,244,101,77,,,,,,,,,,,,,,,,,,,,
1906,APRENDENDO A DANÇAR EM BALI,2398,72,564,239,,,,,,,,,,,,,,,,,,,,
1907,BANHANDO BEBÊS EM TRÊS CULTURAS,2397,62,564,101,77,,,,,,,,,,,,,,,,,,,
1908,"FAMÍLIA BALINESA, UMA",2399,62,81,564,77,,,,,,,,,,,,,,,,,,,
1909,"RIVALIDADE INFANTIL EM BALI E NOVA GUINÉ, A",2400,64,564,77,,,,,,,,,,,,,,,,,,,,
1910,O QUE LÉVI-STRAUSS DEVE AOS AMERÍNDIOS,2401,763,190,6,347,,,,,,,,,,,,,,,,,,,
1911,"BRIGA DO CACHORRO COM A ONÇA, A",2402,177,479,181,,,,,,,,,,,,,,,,,,,,
1912,NARRATIVAS DA SÉ,2403,50,427,136,268,,,,,,,,,,,,,,,,,,,
1913,"PARI, UM BAIRRO DOCE",2404,169,271,428,,,,,,,,,,,,,,,,,,,,
1914,SOBREVIVA,2405,427,270,160,38,,,,,,,,,,,,,,,,,,,
1915,"GRANDE VENCEDOR, O",2406,284,160,428,38,,,,,,,,,,,,,,,,,,,
1916,PAI NOSSO DOS CINEASTAS,2407,36,38,427,,,,,,,,,,,,,,,,,,,,
1917,DESENCONTROS,2408,4,427,38,,,,,,,,,,,,,,,,,,,,
1918,KATMANDU,2409,58,598,,,,,,,,,,,,,,,,,,,,,
1919,"VIAGEM, A",2410,336,38,427,,,,,,,,,,,,,,,,,,,,
1920,69,2411,,,,,,,,,,,,,,,,,,,,,,,
1921,DIFUSÃO COMUNITÁRIA HELIÓPOLIS,2412,554,50,753,428,,,,,,,,,,,,,,,,,,,
1922,MARCHA DOS 5000,2413,370,427,200,114,,,,,,,,,,,,,,,,,,,
1923,"LUTA CONTINUA, A",2414,753,114,378,89,200,,,,,,,,,,,,,,,,,,
1924,"FUTEBOL, A ARTE DO REAL",2415,,,,,,,,,,,,,,,,,,,,,,,
1925,"FECHAR DE OLHOS, UM",2416,703,427,280,,,,,,,,,,,,,,,,,,,,
1926,ESTUDO DE CENA: A REPÚBLICA,2417,200,117,,,,,,,,,,,,,,,,,,,,,
1927,SEM TERRINHA EM MOVIMENTO,2418,45,428,62,81,,,,,,,,,,,,,,,,,,,
1928,TUDOBOLÔ,2419,62,771,427,,,,,,,,,,,,,,,,,,,,
1929,"AMOR SALGADINHO, UM",2420,39,1,428,,,,,,,,,,,,,,,,,,,,
1930,SOBRE FRUTAS E GAROTAS,2421,39,427,173,,,,,,,,,,,,,,,,,,,,
1931,NHANHONHAMA PAULISTA,2422,427,50,,,,,,,,,,,,,,,,,,,,,
1932,ACADÊMICOS DO MORRINHO - PARTE 1,2423,182,39,,,,,,,,,,,,,,,,,,,,,
1933,ACADÊMICOS DO MORRINHO - PARTE 2,2424,182,39,,,,,,,,,,,,,,,,,,,,,
1934,MERREIS,2425,336,421,,,,,,,,,,,,,,,,,,,,,
1935,FOI SONHAR COM ELA,2426,166,428,38,,,,,,,,,,,,,,,,,,,,
1936,PROGRAMA BOLA E ARTE - MORRO DONA MARTA/ RJ,2427,363,421,36,89,,,,,,,,,,,,,,,,,,,
1937,EU 44,2428,38,428,172,284,,,,,,,,,,,,,,,,,,,
1938,TÁ ME OUVI-VENDO?,2429,38,36,428,,,,,,,,,,,,,,,,,,,,
1939,"CANTO DE ACAUÃ,O",2430,212,,,,,,,,,,,,,,,,,,,,,,
1940,MESTRES DA GAITA,2431,177,,,,,,,,,,,,,,,,,,,,,,
1941,PRIMEIRO ENCONTRO DE DJs,2432,,,,,,,,,,,,,,,,,,,,,,,
1942,SAINDO DA LIXEIRA,2433,428,139,271,,,,,,,,,,,,,,,,,,,,
1943,SINFONIA DAS ONDAS,2434,38,428,,,,,,,,,,,,,,,,,,,,,
1944,ÀS MARGENS,2435,114,139,427,,,,,,,,,,,,,,,,,,,,
1945,FREESTYLE: UM ESTILO DE VIDA,2436,544,689,598,,,,,,,,,,,,,,,,,,,,
1946,CRESCEMOS SOMENTE NA OUSADIA,2437,43,47,212,428,,,,,,,,,,,,,,,,,,,
1947,POSTAL DA LAPA,2438,421,281,50,,,,,,,,,,,,,,,,,,,,
1948,AMANHÃ TALVEZ,2439,38,50,427,,,,,,,,,,,,,,,,,,,,
1949,MUNDO ESCOLA,2440,427,81,753,,,,,,,,,,,,,,,,,,,,
1950,TEMPESTADE - UM SONHO DE MUDANÇA,2441,257,753,428,38,,,,,,,,,,,,,,,,,,,
1951,ERRE!,2442,38,50,428,,,,,,,,,,,,,,,,,,,,
1952,PROJETO VERDE ÁGUA,2443,139,50,753,427,,,,,,,,,,,,,,,,,,,
1953,VER SEM OLHAR,2444,,,,,,,,,,,,,,,,,,,,,,,
1954,INVISÍVEL,2445,,,,,,,,,,,,,,,,,,,,,,,
1955,"MARIA, SABRINA, GUILHERME E MEDEIROS",2446,703,50,428,120,,,,,,,,,,,,,,,,,,,
1956,JORNAL.DOC,2447,50,48,427,,,,,,,,,,,,,,,,,,,,
1957,FULERO CIRCO,2448,268,50,427,,,,,,,,,,,,,,,,,,,,
1958,ARAL,2449,38,,,,,,,,,,,,,,,,,,,,,,
1959,ÓPERA DE ARAME,2450,38,427,4,,,,,,,,,,,,,,,,,,,,
1960,GENTE MUDA DE MURO EM MURO,2451,706,427,544,,,,,,,,,,,,,,,,,,,,
1961,"VÁRZEA, A BOLA ROLADA NA BEIRA DO CORAÇÃO",2452,89,114,427,,,,,,,,,,,,,,,,,,,,
1962,VOTE OF FAITH,2453,200,221,419,,,,,,,,,,,,,,,,,,,,
1963,"IMAGEM, IDENTIDADE, IMAGINÁRIO E.E. FRANCISCO COCCARO",2454,,,,,,,,,,,,,,,,,,,,,,,
1964,CAVALGADA E FESTA EM LOUVOR A SÃO SEBASTIÃO,2455,102,427,221,,,,,,,,,,,,,,,,,,,,
1965,E A MÚSICA FALA POR ELES,2457,177,332,283,,,,,,,,,,,,,,,,,,,,
1966,SOCIABILIDADES POR UM REAL,2458,1,332,,,,,,,,,,,,,,,,,,,,,
1967,"CHEIROS, MEMÓRIA5 E SABERES",2459,153,332,1,,,,,,,,,,,,,,,,,,,,
1968,"REPÚBLICA, LÁ VOU EU",2461,48,667,332,,,,,,,,,,,,,,,,,,,,
1969,GENTE QUE BRILHA,2462,102,,,,,,,,,,,,,,,,,,,,,,
1970,CAMINHOS DA RELIGIOSIDADE AFRO-RIOGRANDENSE,2463,228,239,423,,,,,,,,,,,,,,,,,,,,
1971,FRONTEIRAS DE FAZENDA,2508,561,501,574,43,,,,,,,,,,,,,,,,,,,
1972,SISTERS IN LAW,2464,284,76,172,360,,,,,,,,,,,,,,,,,,,
1973,ZAPATISTAS: CONSTRUINDO AUTONOMIA,2465,202,526,525,120,,,,,,,,,,,,,,,,,,,
1974,NZAKAPUUJ,2466,424,161,,,,,,,,,,,,,,,,,,,,,
1975,NO PAIZ DAS AMAZONAS,2468,717,,,,,,,,,,,,,,,,,,,,,,
1976,FABRIK FUNK,2469,,,,,,,,,,,,,,,,,,,,,,,
1977,Danzak Pacha: a revelação da Chakana,2471,72,239,677,,,,,,,,,,,,,,,,,,,,
1978,CHINCHERO EM LIQUIDAÇÃO: TECENDO CULTURA E TURISMO,2472,281,677,,,,,,,,,,,,,,,,,,,,,
1979,LANÇA-FOGOS: A ITINERÂNCIA COMO ESTILO DE VIDA,2473,677,50,271,,,,,,,,,,,,,,,,,,,,
1980,ALÉM DE ONDE ELE MORAVA,2474,677,50,,,,,,,,,,,,,,,,,,,,,
1981,TINKA DE ALPACA,2475,677,239,43,,,,,,,,,,,,,,,,,,,,
1982,FESTA DA VIRGEM DE CARMEM EM PAUCARTAMBO,2476,677,102,72,,,,,,,,,,,,,,,,,,,,
1983,INSTRUMENTOS E GÊNEROS MUSICAIS DE LAMBAYEQUE,2477,677,177,181,,,,,,,,,,,,,,,,,,,,
1984,WYLANCHA,2478,677,239,,,,,,,,,,,,,,,,,,,,,
1985,"FESTA DA ÁGUA, A",2479,677,267,239,,,,,,,,,,,,,,,,,,,,
1986,CORPUS CHRISTI EM CUSCO,2480,677,222,102,,,,,,,,,,,,,,,,,,,,
1987,MAMÃE CANDELARIA,2481,677,102,72,222,,,,,,,,,,,,,,,,,,,
1988,TORO PUCLLAY: O JOGO DO TOURO,2482,677,239,,,,,,,,,,,,,,,,,,,,,
1989,RITUAIS GUERREIROS: TUPAY EM CHIARAJE,2483,677,239,177,,,,,,,,,,,,,,,,,,,,
1990,"CÚMBIA PERUANA, A",2484,677,180,177,,,,,,,,,,,,,,,,,,,,
1991,"JAZZ PERUANO, O",2485,677,180,181,,,,,,,,,,,,,,,,,,,,
1992,"ROCK PERUANO, O",2486,677,180,177,,,,,,,,,,,,,,,,,,,,
1993,"MÚSICA ELETRÔNICA PERUANA, A",2487,677,177,180,,,,,,,,,,,,,,,,,,,,
1994,"MÚSICA CLÁSSICA PERUANA, A",2494,677,177,180,,,,,,,,,,,,,,,,,,,,
1995,"MÚSICA ANDINA PERUANA, A",2495,677,177,180,,,,,,,,,,,,,,,,,,,,
1996,"AFRO NA MÚSICA PERUANA, O",2496,677,177,180,,,,,,,,,,,,,,,,,,,,
1997,"MÚSICA CRIOULA PERUANA, A",2497,677,177,180,,,,,,,,,,,,,,,,,,,,
1998,"PRODUTORES MUSICAIS PERUANOS, OS",2498,677,177,180,,,,,,,,,,,,,,,,,,,,
1999,"COMPOSITORES NA MÚSICA PERUANA, OS",2499,677,177,180,,,,,,,,,,,,,,,,,,,,
2000,MEMÓRIAS DO CATIVEIRO,2500,67,87,153,421,,,,,,,,,,,,,,,,,,,
2001,"JONGOS, CALANGOS E FOLIAS: MÚSICA NEGRA, MEMÓRIA E POESIA",2501,67,177,187,421,,,,,,,,,,,,,,,,,,,
2002,"JONGOS, CALANGOS AND FOLIAS: BLACK MUSIC, MEMORY AND POETRY",2502,67,177,187,598,,,,,,,,,,,,,,,,,,,
2003,VERSOS E CACETES. O JOGO DO PAU NA CULTURA AFRO-FLUMINENSE,2503,67,770,187,598,,,,,,,,,,,,,,,,,,,
2004,"PASSADOS PRESENTES, MEMÓRIA NEGRA NO SUL FLUMINENSE",2504,187,421,67,87,,,,,,,,,,,,,,,,,,,
2005,EM BUSCA DA VERDADE,2505,78,76,540,117,,,,,,,,,,,,,,,,,,,
2006,DARCY - UM BRASILEIRO,2506,81,212,6,601,,,,,,,,,,,,,,,,,,,
2007,BRASIL NO OLHAR DOS VIAJANTES - EPISÓDIO 1,2507,402,132,336,,,,,,,,,,,,,,,,,,,,
2008,BRASIL NO OLHAR DOS VIAJANTES - EPISÓDIO 2,2509,402,132,120,336,,,,,,,,,,,,,,,,,,,
2009,BRASIL NO OLHAR DOS VIAJANTES - EPISÓDIO 3,2510,402,403,120,132,336,,,,,,,,,,,,,,,,,,
2010,BRASIL NO OLHAR DOS VIAJANTES - EPISÓDIO 4,2511,403,120,132,336,,,,,,,,,,,,,,,,,,,
2011,MATIAS,2512,43,148,428,,,,,,,,,,,,,,,,,,,,
2012,TORRE DE BABEL,2513,427,114,,,,,,,,,,,,,,,,,,,,,
2013,DA CABEÇA AOS PÉS,2515,421,72,48,690,,,,,,,,,,,,,,,,,,,
2014,KUARAY – A HISTÓRIA DE UM BRASILEIRO,2516,153,427,660,,,,,,,,,,,,,,,,,,,,
2015,1ª Mostra Internacional de Cultura e Arte 2012,2517,6,427,117,102,,,,,,,,,,,,,,,,,,,
2016,"ADEUS, HAITI",2518,697,169,,,,,,,,,,,,,,,,,,,,,
2017,DEUS E O DIABO EM CIMA DA MURALHA,2519,218,427,,,,,,,,,,,,,,,,,,,,,
2018,DIA DE PESCA,2520,525,266,123,,,,,,,,,,,,,,,,,,,,
2019,OLHANDO O SOL,2521,525,314,169,,,,,,,,,,,,,,,,,,,,
2020,EPISODIOS DE UM POVO DE RESISTÊNCIA,2522,525,43,526,,,,,,,,,,,,,,,,,,,,
2021,MINHOCÃO,2525,44,718,43,272,,,,,,,,,,,,,,,,,,,
2022,MOTIVOS NACIONAIS,2526,184,50,543,,,,,,,,,,,,,,,,,,,,
2023,OS INDIANOS,2527,347,667,111,,,,,,,,,,,,,,,,,,,,
2024,SOCIEDADE MIDIÁTICA E O PAPEL DAS NOVAS TECNOLOGIAS NA EDUCAÇÃO – BLOCO 1,2528,81,428,36,668,,,,,,,,,,,,,,,,,,,
2025,SOCIEDADE MIDIÁTICA E O PAPEL DAS NOVAS TECNOLOGIAS NA EDUCAÇÃO – BLOCO 2,2529,81,427,36,668,,,,,,,,,,,,,,,,,,,
2026,MORADA,2530,415,114,153,,,,,,,,,,,,,,,,,,,,
2027,"PI’ÕNHITSI, MULHERES XAVANTES SEM NOME",2531,463,413,239,172,,,,,,,,,,,,,,,,,,,
2028,"KENE YUXI, AS VOLTAS DO KENE",2532,593,120,544,,,,,,,,,,,,,,,,,,,,
2029,BICICLETAS DE NHANDERÚ,2533,660,423,,,,,,,,,,,,,,,,,,,,,
2030,CAUSOS,2534,423,114,76,,,,,,,,,,,,,,,,,,,,
2031,COOPERATIVA DA GRANJA JULIETA: RESISTÊNCIA E ESPERANÇA,2535,427,271,,,,,,,,,,,,,,,,,,,,,
2032,ITAQUI RE-VIDA,2536,418,114,,,,,,,,,,,,,,,,,,,,,
2033,JD. PRAINHA – UMA CASA FOI DEMAIS,2537,427,114,76,,,,,,,,,,,,,,,,,,,,
2034,KERALUX,2538,427,114,139,51,,,,,,,,,,,,,,,,,,,
2035,QUAL CENTRO?,2539,427,114,76,,,,,,,,,,,,,,,,,,,,
2036,"TUCURUÍ, A SAGA DE UM POVO",2540,416,83,76,,,,,,,,,,,,,,,,,,,,
2037,CIRCUITO INTERNO,2541,427,169,270,,,,,,,,,,,,,,,,,,,,
2038,"ENTRE NÓS, DINHEIRO",2542,427,271,49,,,,,,,,,,,,,,,,,,,,
2039,JENNIFER,2543,427,186,120,753,,,,,,,,,,,,,,,,,,,
2040,AMÉRICA LUTA! – V CONGRESO DA CLOC,2544,634,43,76,577,,,,,,,,,,,,,,,,,,,
2041,ENTRE RIOS,2545,427,51,50,,,,,,,,,,,,,,,,,,,,
2042,FLOR DA CIDADE,2546,427,50,284,268,,,,,,,,,,,,,,,,,,,
2043,NO MEIO DO CAMINHO,2547,428,284,50,,,,,,,,,,,,,,,,,,,,
2044,"PARAÍSO EM SUAS MÃOS, O",2548,427,114,271,,,,,,,,,,,,,,,,,,,,
2045,VARIANTE,2549,427,271,398,,,,,,,,,,,,,,,,,,,,
2046,ENTREVIAS,2550,427,544,51,50,,,,,,,,,,,,,,,,,,,
2047,"SEQÜESTRO DA CULTURA BRASILEIRA, O",2551,427,286,544,,,,,,,,,,,,,,,,,,,,
2048,SAGRADA TERRA ESPECULADA,2552,333,201,154,44,207,,,,,,,,,,,,,,,,,,
2049,TAVA - PARAGUAI INTERIOR,2553,45,120,47,660,,,,,,,,,,,,,,,,,,,
2050,RACIONAIS MC’S – 1000 TRUTAS 1000 TRETAS,2554,,,,,,,,,,,,,,,,,,,,,,,
2051,100% FAVELA,2555,,,,,,,,,,,,,,,,,,,,,,,
2052,BLOCO A BLOCO,2556,427,48,81,50,,,,,,,,,,,,,,,,,,,
2053,SEMINÁRIO FAZER O DIÁLOGO DE CONHECIMENTOS NA UNIVERSIDADE - DISCO 1,2557,677,667,6,81,,,,,,,,,,,,,,,,,,,
2054,SEMINÁRIO FAZER O DIÁLOGO DE CONHECIMENTOS NA UNIVERSIDADE – DISCO 2,2558,677,667,81,6,,,,,,,,,,,,,,,,,,,
2055,SEMINÁRIO FAZER O DIÁLOGO DE CONHECIMENTOS NA UNIVERSIDADE - DISCO 3,2559,81,667,677,6,,,,,,,,,,,,,,,,,,,
2056,SEMINÁRIO FAZER O DIÁLOGO DE CONHECIMENTOS NA UNIVERSIDADE - DISCO 4,2560,677,667,81,6,,,,,,,,,,,,,,,,,,,
2057,BAILE PARA MATAR SAUDADES,2561,427,67,177,72,153,,,,,,,,,,,,,,,,,,
2058,DOCUMENTAÇÃO E TRANSMISSÃO DOS SABERES TRADICIONAIS DOS ASURINÍ DO XINGU – DISCO 3,2562,177,72,,,,,,,,,,,,,,,,,,,,,
2059,DOCUMENTAÇÃO E TRANSMISSÃO DOS SABERES TRADICIONAIS DOS ASURINÍ DO XINGU – DISCO 4,2563,416,239,739,177,72,,,,,,,,,,,,,,,,,,
2060,"SEMINÁRIO INTERNACIONAL INDÍGENAS, MISSIONÁRIOS E ESPANHÓIS: O PARANÁ NO CONTEXTO DA BACIA DO PRATA - SÉCULOS XVI E XVII (VOLUME I)",2564,418,232,667,312,559,,,,,,,,,,,,,,,,,,
2061,"SEMINÁRIO INTERNACIONAL INDÍGENAS, MISSIONÁRIOS E ESPANHÓIS: O PARANÁ NO CONTEXTO DA BACIA DO PRATA - SÉCULOS XVI E XVII (VOLUME II)",2565,418,402,131,660,235,,,,,,,,,,,,,,,,,,
2062,"SEMINÁRIO INTERNACIONAL INDÍGENAS, MISSIONÁRIOS E ESPANHÓIS: O PARANÁ NO CONTEXTO DA BACIA DO PRATA - SÉCULOS XVI E XVII (VOLUME III)",2566,402,418,44,,,,,,,,,,,,,,,,,,,,
2063,"SEMINÁRIO INTERNACIONAL INDÍGENAS, MISSIONÁRIOS E ESPANHÓIS: O PARANÁ NO CONTEXTO DA BACIA DO PRATA - SÉCULOS XVI E XVII (VOLUME IV)",2567,402,418,235,660,667,,,,,,,,,,,,,,,,,,
2064,"SEMINÁRIO INTERNACIONAL INDÍGENAS, MISSIONÁRIOS E ESPANHÓIS: O PARANÁ NO CONTEXTO DA BACIA DO PRATA - SÉCULOS XVI E XVII (VOLUME V)",2568,402,21,235,418,660,,,,,,,,,,,,,,,,,,
2065,"SEMINÁRIO INTERNACIONAL INDÍGENAS, MISSIONÁRIOS E ESPANHÓIS: O PARANÁ NO CONTEXTO DA BACIA DO PRATA - SÉCULOS XVI E XVII (VOLUME VI)",2569,418,667,235,21,402,,,,,,,,,,,,,,,,,,
