nid,title,SGA_ACERVO_VIDEO,Descritor,Descritor,Descritor,Descritor,Descritor,Descritor,Descritor,Descritor,Descritor,Descritor,Descritor,Descritor,Descritor,Descritor,Descritor,Descritor,Descritor,Descritor,Descritor,Descritor,Descritor,Descritor,Descritor
784,PRIMEIROS CONTATOS  (6ºEPISÓDIO),69,94,143,144,202,203,207,253,284,305,313,454,463,464,465,466,467,468,439,,,,,
785,NOSSAS TERRAS (7º EPISÓDIO),70,44,45,93,145,203,207,305,313,414,447,455,457,462,439,,,,,,,,,
786,FILHOS DA TERRA (8º EPISÓDIO),71,31,139,142,143,149,313,321,447,454,455,476,439,,,,,,,,,,,
787,DO OUTRO LADO DO CÉU  (9º EPISÓDIO),72,98,161,221,239,454,456,458,439,,,,,,,,,,,,,,,
788,NOSSOS DIREITOS  (10º EPISÓDIO),73,44,45,76,188,202,207,305,386,439,,,,,,,,,,,,,,
789,MODOS DE VER - A QUESTÃO DA REPRODUÇÃO,998,217,369,382,543,594,,,,,,,,,,,,,,,,,,
790,PINTURA DE NU FEMININO,1001,56,68,172,257,369,543,594,,,,,,,,,,,,,,,,
791,MODOS DE VER - PROPRIEDADE,1002,68,369,382,543,594,,,,,,,,,,,,,,,,,,
792,MODOS DE VER - PUBLICIDADE,1004,49,68,217,369,382,543,594,,,,,,,,,,,,,,,,
793,"OLHAR REVELADOR - O TRABALHO DE JOHN BERGER, UM",1000,317,369,543,594,601,,,,,,,,,,,,,,,,,,
794,"BIOLOGIA DO AMOR, A",1008,4,119,172,257,569,615,,,,,,,,,,,,,,,,,
795,"GENES IMORTAIS, OS",1006,48,62,173,240,569,615,,,,,,,,,,,,,,,,,
796,"ANIMAL HUMANO, UMA VISÃO PESSOAL DA ESPÉCIE HUMANA",1007,88,129,139,569,580,615,,,,,,,,,,,,,,,,,
797,"LINGUAGEM DO CORPO, A",1012,56,569,615,,,,,,,,,,,,,,,,,,,,
798,RELIGIÕES DA ÁFRICA CONTEMPORÂNEA (3º PROGRAMA),992,53,93,186,222,223,231,239,256,296,309,343,355,386,485,501,549,562,571,573,574,,,
799,"PARTENON, O",1343,25,405,503,,,,,,,,,,,,,,,,,,,,
800,KARUBIXEXE - O LUGAR PARA ONDE SE VAI APÓS A MORTE,826,44,45,93,146,149,207,253,313,416,508,509,,,,,,,,,,,,
801,CANO  MANAMO,831,93,140,202,209,313,328,515,,,,,,,,,,,,,,,,
802,"KUMUTINO, CAMPANHA JAVARI",833,93,120,140,144,145,150,207,313,324,520,521,522,523,524,,,,,,,,,
803,"NOSSOS ÍNDIOS, NOSSA GENTE",836,45,94,120,201,202,212,305,386,439,,,,,,,,,,,,,,
804,"LUA, LANÇA, FOGO, HUMUS, CODA",834,59,114,261,305,439,,,,,,,,,,,,,,,,,,
805,PRIMEIRO CONTATO,1344,53,94,146,153,186,231,528,529,,,,,,,,,,,,,,,
806,FARMÁCIA DA SELVA,841,94,98,140,150,231,234,249,305,313,530,712,,,,,,,,,,,,
807,"MECÂNICA DA FLORESTA, AS (4º EPISÓDIO)",856,139,140,305,313,476,,,,,,,,,,,,,,,,,,
808,"INCÊNDIO NA TRILHA, O (2º EPISÓDIO)",855,45,47,93,140,203,207,253,313,321,424,465,470,,,,,,,,,,,
809,"SANTO DE DUAS FACES, O   (2º EPISÓDIO)",1345,87,102,172,186,227,239,328,,,,,,,,,,,,,,,,
810,AGRICULTORES SEM TERRA X IMPRENSA,866,45,46,154,203,418,,,,,,,,,,,,,,,,,,
811,INDEPENDÊNCIA OU ...,868,117,121,552,,,,,,,,,,,,,,,,,,,,
812,VIVENDO COM OS CHIMPANZÉS - RETRATO DE UMA FAMÍLIA,74,101,314,385,563,569,,,,,,,,,,,,,,,,,,
813,DIAMANTES E FERRUGENS,75,147,270,384,386,440,441,,,,,,,,,,,,,,,,,
814,ROQUE DA PARAÍBA,1347,171,177,421,,,,,,,,,,,,,,,,,,,,
815,AGANJU,1348,67,72,120,186,423,481,,,,,,,,,,,,,,,,,
816,Ó XENTE POIS NÃO,883,104,221,262,272,305,,,,,,,,,,,,,,,,,,
817,SOMOS NOVE MILHÕES (I E II),884,111,213,258,272,416,418,419,427,,,,,,,,,,,,,,,
818,"CAMPONESA E O SINDICATO, A",886,172,213,258,272,305,,,,,,,,,,,,,,,,,,
819,"POUCO DA HISTÓRIA DO PRIMEIRO SINDICATO RURAL, UM",887,111,213,258,272,284,421,,,,,,,,,,,,,,,,,
820,FEDERAÇÃO DOS TRABALHADORES RURAIS DO ESTADO DO RIO DE JANEIRO:COMO COMEÇOU,895,47,201,213,272,284,421,,,,,,,,,,,,,,,,,
821,LAMPARINA (EPISÓDIO Nº 2),889,38,154,213,258,272,305,,,,,,,,,,,,,,,,,
822,LAMPARINA (EPISÓDIO Nº 4),891,38,45,213,258,272,305,,,,,,,,,,,,,,,,,
823,EM BUSCA DOS GRANDES SÍMIOS,897,6,131,296,385,563,564,565,566,588,,,,,,,,,,,,,,
824,"MÁSCARAS DA ETERNIDADE, AS  (6º PROGRAMA)",914,68,69,103,139,161,220,222,225,226,314,576,,,,,,,,,,,,
825,SACRIFÍCIO E FELICIDADE (4º PROGRAMA),912,139,161,166,220,221,222,225,239,314,376,,,,,,,,,,,,,
826,"BATALHA DOS DEUSES, A  (2º PROGRAMA)",916,54,87,93,112,166,227,231,253,284,312,543,639,,,,,,,,,,,
827,"PREÇO DA LIBERDADE, O  (4º PROGRAMA)",918,75,112,118,121,130,312,328,525,543,579,639,,,,,,,,,,,,
828,"CRISE NO CANAL DE SUEZ, A",922,53,112,118,184,296,549,585,624,,,,,,,,,,,,,,,
829,"ÁFRICA DO SUL E O APARTHEID, A",923,81,113,166,186,256,284,386,501,,,,,,,,,,,,,,,
830,"VÍDEO É COMO PINTURA, O (2º PROGRAMA)",928,41,369,393,594,,,,,,,,,,,,,,,,,,,
831,LINGUAGENS CRUZADAS (3º PROGRAMA),929,41,136,393,395,,,,,,,,,,,,,,,,,,,
832,VÍDEO INSTALAÇÃO (4º PROGRAMA),930,29,41,159,393,594,,,,,,,,,,,,,,,,,,
833,MEMÓRIAS DA REALIDADE  (5º PROGRAMA),931,37,41,153,393,395,,,,,,,,,,,,,,,,,,
834,MÚSICA PARA SER VISTA (6º PROGRAMA),932,40,41,177,393,,,,,,,,,,,,,,,,,,,
835,"VÍDEO EM CENA, O (8º PROGRAMA)",934,41,159,268,393,,,,,,,,,,,,,,,,,,,
836,PERFORMANCES (9º PROGRAMA),935,26,41,56,163,177,395,580,,,,,,,,,,,,,,,,
837,VÍDEODANÇA (10º PROGRAMA),936,41,56,72,395,,,,,,,,,,,,,,,,,,,
838,AUTO-RETRATO (12º PROGRAMA),938,41,56,220,369,393,,,,,,,,,,,,,,,,,,
839,ARTIFÍCIOS (13º PROGRAMA),939,,,,,,,,,,,,,,,,,,,,,,,
840,VINTE AUTORES ESPANHÓIS (14º PROGRAMA),940,26,41,312,393,543,,,,,,,,,,,,,,,,,,
841,BANDEIRANTES DO SÉCULO XX : IRMÃOS VILLAS BOAS,945,51,94,202,212,253,336,378,413,463,471,,,,,,,,,,,,,
842,ABEN KÔT,946,80,93,120,140,202,209,313,412,416,430,464,465,472,532,590,591,592,,,,,,
843,TRISTES TRÓPICOS,954,6,33,94,196,231,236,471,490,595,,,,,,,,,,,,,,
844,"QUESTÃO DA IDENTIDADE CULTURAL, A",951,68,81,120,172,273,384,390,778,,,,,,,,,,,,,,,
845,"QUESTÃO DO CARNAVAL, A",952,105,129,182,186,257,281,,,,,,,,,,,,,,,,,
846,GRANDES ESPERANÇAS (1º PROGRAMA),956,55,100,103,128,184,213,347,374,384,543,601,,,,,,,,,,,,
847,TEMPO DE DESPREZO (2º PROGRAMA),993,55,75,100,103,128,184,185,191,213,347,375,543,601,,,,,,,,,,
848,FIM DOS PROFETAS (4º PROGRAMA),994,55,118,128,215,310,329,347,384,434,449,543,581,583,585,588,601,,,,,,,
849,GEORGES MELIÈS (2º PROGRAMA),966,36,118,129,347,382,543,606,,,,,,,,,,,,,,,,
850,CHARLES PATHÉ (3º PROGRAMA),967,36,118,129,347,382,393,543,618,,,,,,,,,,,,,,,
851,VIVA BIRT ACRES (4º PROGRAMA),968,36,118,317,382,393,543,,,,,,,,,,,,,,,,,
852,"PARAÍSO ELÉTRICO, O (5º PROGRAMA)",969,36,37,118,317,382,393,543,,,,,,,,,,,,,,,,
853,EDISON & CIA (6º PROGRAMA),970,36,49,118,314,382,393,619,,,,,,,,,,,,,,,,
854,DE COSTA A COSTA (7º PROGRAMA),971,36,49,118,129,314,382,619,,,,,,,,,,,,,,,,
855,INVENTANDO A REALIDADE (1º PROGRAMA),976,166,239,249,254,285,359,525,620,621,639,673,,,,,,,,,,,,
856,MÁGICA OU MEDICINA? A ASCENSÃO DA MEDICINA ALTERNATIVA,1354,68,69,221,249,254,310,314,317,543,588,711,,,,,,,,,,,,
857,SONHANDO COM UMA NAÇÃO (2º PROGRAMA),982,93,112,120,166,184,284,340,352,353,450,627,628,631,,,,,,,,,,
858,"RETORNO DA NAÇÃO, O (3º PROGRAMA)",983,55,120,153,185,375,384,543,632,633,,,,,,,,,,,,,,
859,"DIREITO DAS NAÇÕES INDÍGENAS, O - A DÉCADA DOS POVOS INDÍGENAS ( 1994-2004)",1030,45,76,93,140,141,149,150,211,564,634,635,,,,,,,,,,,,
860,"HERANÇA DO PASSADO, A (2º PROGRAMA)",1045,94,120,222,223,226,227,312,353,358,543,588,638,,,,,,,,,,,
861,"CULPA DOS REIS, A (2º PROGRAMA)",1048,91,103,200,229,268,406,407,435,543,,,,,,,,,,,,,,
862,"ÉTICA DAS APARÊNCIAS, A (4º PROGRAMA)",1050,36,91,103,132,154,395,408,,,,,,,,,,,,,,,,
863,"TERRA DE COLOMBO, A - CONVERSÃO (2º PROGRAMA)",1072,81,94,120,227,231,284,314,620,682,683,684,711,,,,,,,,,,,
864,"CLONES, BÁRBAROS, REPLICANTES",1087,50,219,220,390,569,778,,,,,,,,,,,,,,,,,
865,"CORAGEM, A",1136,55,117,199,212,305,434,535,712,,,,,,,,,,,,,,,
866,"MATURIDADE, A",1138,55,117,212,305,535,540,,,,,,,,,,,,,,,,,
867,KINOTREM URSS,1156,50,51,398,428,,,,,,,,,,,,,,,,,,,
868,TIMBILA BANGUZA,1166,181,296,,,,,,,,,,,,,,,,,,,,,
869,JALI NYAMA SUSE - TOCADORES DE KORA DA GÂMBIA,1165,181,296,546,,,,,,,,,,,,,,,,,,,,
870,ANTOLOGIA JVC/SMITHSONIAN DE VIDEOS FOLCLÓRICOS DA MUSICA E DANÇA DA AFRICA,1169,177,296,341,485,551,,,,,,,,,,,,,,,,,,
871,RITO KRAHO,1193,239,430,461,,,,,,,,,,,,,,,,,,,,
872,ENCONTRO COM IRMÃOS - MAHÇÃ BOHKARINIME,1200,177,188,324,599,600,,,,,,,,,,,,,,,,,,
873,"RORAIMA DE DAVI YANOMAMI, A",1202,120,425,454,,,,,,,,,,,,,,,,,,,,
874,BATUQUE DE QUILOMBO,1316,102,177,187,412,712,,,,,,,,,,,,,,,,,,
875,MOÇAMBIQUE: A SAGA DA RAINHA JINGA,1317,102,177,423,,,,,,,,,,,,,,,,,,,,
876,KUARUP DOS AWETI,1319,413,491,498,610,,,,,,,,,,,,,,,,,,,
877,AMOSTRA VÍDEO DE DOCUMENTAÇÃO,1320,396,413,491,508,610,611,612,,,,,,,,,,,,,,,,
878,DIVA,1363,38,320,543,,,,,,,,,,,,,,,,,,,,
879,"SÉTIMO SELO, O",1362,38,253,406,543,640,,,,,,,,,,,,,,,,,,
880,"GABINETE DO DR. CALIGARI, O",1361,38,259,302,,,,,,,,,,,,,,,,,,,,
881,"GREVE, A",1355,38,111,273,629,,,,,,,,,,,,,,,,,,,
882,"ENCOURAÇADO POTEMKIN, O",1356,38,215,284,629,,,,,,,,,,,,,,,,,,,
883,OUTUBRO,1357,38,215,284,434,629,,,,,,,,,,,,,,,,,,
884,ALEXANDRE NEVSKY,1358,38,112,118,629,,,,,,,,,,,,,,,,,,,
885,"IVAN, O TERRÍVEL PARTE I",1359,38,112,118,200,435,629,,,,,,,,,,,,,,,,,
886,"IVAN, O TERRÍVEL PARTE II",1360,38,118,200,435,629,,,,,,,,,,,,,,,,,,
887,POESIA É UMA OU DUAS LINHAS E POR TRÁS UMA IMENSA PAISAGEM,1364,41,136,153,,,,,,,,,,,,,,,,,,,,
888,ONDE A CORUJA DORME,57,160,182,363,421,442,,,,,,,,,,,,,,,,,,
889,MAGIA E MORTE,78,117,166,184,200,213,221,305,,,,,,,,,,,,,,,,
890,DEMARCANDO O CACIQUE FONTOURA,77,44,45,93,140,207,413,430,446,463,530,,,,,,,,,,,,,
891,FOGO DAS MARÉS,79,67,102,106,186,239,412,,,,,,,,,,,,,,,,,
892,PONTEIO - JOGARAM A VIOLA NO MUNDO MAS FUI LÁ NO FUNDO BUSCAR,80,107,179,272,415,427,480,,,,,,,,,,,,,,,,,
893,"ARCO E A LIRA, O",81,4,179,424,472,,,,,,,,,,,,,,,,,,,
894,"RESTO É O DIA A DIA, O",82,50,271,428,,,,,,,,,,,,,,,,,,,,
895,CURIPI,83,80,88,94,323,607,608,609,,,,,,,,,,,,,,,,
896,"PEQUENA HISTÓRIA VISUAL DA VIOLÊNCIA, ARTES PLÁSTICAS E FOTOGRAFIA",84,109,284,369,543,,,,,,,,,,,,,,,,,,,
897,FÉ,85,227,229,230,239,305,481,482,483,,,,,,,,,,,,,,,
898,EU JÁ FUI SEU IRMÃO,86,38,109,347,543,,,,,,,,,,,,,,,,,,,
899,CENTRO DE TRABALHO INDIGENISTA,88,6,188,213,305,439,,,,,,,,,,,,,,,,,,
900,VIDE O PARTO,87,101,173,174,428,,,,,,,,,,,,,,,,,,,
901,JON JONGU-NE : TERRITÓRIOS DA LOUCURA,90,101,239,248,296,445,,,,,,,,,,,,,,,,,,
902,ARI OKÃTA HAKA - AQUI É ASSIM,89,161,177,239,313,321,455,439,,,,,,,,,,,,,,,,
903,"FOLIA DE ADÃO, A",91,107,229,336,371,415,480,,,,,,,,,,,,,,,,,
904,PRESOS,92,130,218,384,421,,,,,,,,,,,,,,,,,,,
905,PAIXÕES E QUESTÕES DO PROFESSOR,93,81,268,416,,,,,,,,,,,,,,,,,,,,
906,OFICINA DO OLHAR,94,81,109,153,484,,,,,,,,,,,,,,,,,,,
907,"ARTE DE CONTAR HISTÓRIAS, A",95,81,132,412,,,,,,,,,,,,,,,,,,,,
908,TOQUES E SEGREDOS MUSICAIS,96,81,178,416,,,,,,,,,,,,,,,,,,,,
909,CORPO: INSTRUMENTO DE RELAÇÃO,97,56,72,81,366,,,,,,,,,,,,,,,,,,,
910,RETRATOS E PAISAGENS,98,28,81,369,415,594,,,,,,,,,,,,,,,,,,
911,"ARTE NO AUGE DO IMPÉRIO, A",844,109,164,169,177,212,305,369,403,,,,,,,,,,,,,,,
912,NASCE A REPÚBLICA,846,53,127,136,164,177,305,369,404,434,436,,,,,,,,,,,,,
913,"ANOS 30, ENTRE DUAS GUERRAS, ENTRE DUAS ARTES",847,25,26,78,80,163,184,195,212,305,404,,,,,,,,,,,,,
914,NO TEMPO DA SEGUNDA GUERRA,848,25,26,78,132,177,195,305,375,404,605,,,,,,,,,,,,,
915,PÓS-MODERNIDADE,850,26,40,78,163,212,305,404,554,,,,,,,,,,,,,,,
916,BARAVELLI,1350,25,26,50,428,,,,,,,,,,,,,,,,,,,
917,GREGÓRIO GRUBER,1351,28,109,369,428,,,,,,,,,,,,,,,,,,,
918,JUCA MARTINS,1352,109,155,305,,,,,,,,,,,,,,,,,,,,
919,MAUREEN BISILLIAT,1353,36,109,305,369,,,,,,,,,,,,,,,,,,,
920,ABÁ - ÍNDIO HOMEM PESSOA 500 ANOS DC,1349,93,117,120,186,215,284,325,386,446,530,603,604,,,,,,,,,,,
921,MULHER INVISÍVEL  - PROG.4,1161,172,270,284,305,,,,,,,,,,,,,,,,,,,
922,"CÃO LOUCO MÁRIO PEDROSA, O",1370,55,213,305,,,,,,,,,,,,,,,,,,,,
923,FIAMINGHI,1365,369,428,,,,,,,,,,,,,,,,,,,,,
924,NUNO RAMOS,1366,369,428,,,,,,,,,,,,,,,,,,,,,
925,AGUILAR,1367,36,177,369,,,,,,,,,,,,,,,,,,,,
926,CRISTIANO MASCARO,1368,26,50,109,,,,,,,,,,,,,,,,,,,,
927,URBIS (6º EPISÓDIO),1369,41,50,428,,,,,,,,,,,,,,,,,,,,
928,ARQUITETANDO IMAGENS : O MARKETING IMOBILIÁRIO,1393,25,114,217,395,428,554,,,,,,,,,,,,,,,,,
929,ESTRANHOS FORA DE CASA - PESQUISA DE CAMPO - WALTER B. SPENCER,1374,359,615,710,,,,,,,,,,,,,,,,,,,,
930,ESTRANHOS FORA DE CASA - RELAÇÕES DE PARENTESCO - W. RIVERS,1375,101,220,249,359,710,,,,,,,,,,,,,,,,,,
931,ESTRANHOS FORA DE CASA - ALGEMAS DA TRADIÇÃO - FRANZ BOAS,1376,314,386,620,671,710,711,,,,,,,,,,,,,,,,,
932,ESTRANHOS FORA DE CASA - FORA DA VARANDA  - B. MALINOWSKI,1377,131,359,710,,,,,,,,,,,,,,,,,,,,
933,ESTRANHOS FORA DE CASA - A CHEGADA DA IDADE   - MARGARET MEAD,1378,48,64,314,528,569,710,,,,,,,,,,,,,,,,,
934,ESTRANHOS FORA DE CASA - ESTRANHAS  CRENÇAS- E. EVANS-PRITCHARD,1379,296,575,710,,,,,,,,,,,,,,,,,,,,
935,NO REINO DAS MÃES - ADELINA GOMES,1380,369,421,569,,,,,,,,,,,,,,,,,,,,
936,"BARCA DO SOL, A - CARLOS PERTUIS",1381,369,421,569,,,,,,,,,,,,,,,,,,,,
937,"GRANDE MOMENTO, O",1382,38,101,240,,,,,,,,,,,,,,,,,,,,
938,CARLOS REICHENBACH  - POR UM CINEMA ARTESANAL E DO SENTIMENTO,1383,,,,,,,,,,,,,,,,,,,,,,,
939,SANTO FORTE,1384,227,229,363,598,,,,,,,,,,,,,,,,,,,
940,"RIO, ZONA NORTE",1385,38,160,182,286,363,598,,,,,,,,,,,,,,,,,
941,VIRAMUNDO,1386,160,171,270,427,,,,,,,,,,,,,,,,,,,
942,"QUESTAO AMBIENTAL SOB A ÓTICA DA ANTROPOLOGIA DOS GRUPOS URBANOS, A",1387,139,153,431,,,,,,,,,,,,,,,,,,,,
943,BREVÍSSIMA HISTÓRIA DAS GENTES DE SANTOS,1388,50,101,117,700,,,,,,,,,,,,,,,,,,,
944,ONDE SÃO PAULO ACABA,1389,38,160,363,428,442,,,,,,,,,,,,,,,,,,
945,"NAÇÃO DE GENTE, UMA",1390,160,270,332,,,,,,,,,,,,,,,,,,,,
946,PÁSCOA DE NEGROS,1394,102,120,221,488,,,,,,,,,,,,,,,,,,,
947,"MISSÃO, A",1395,38,87,94,118,122,231,284,,,,,,,,,,,,,,,,
948,VIDA CAIÇARA,1396,139,266,305,,,,,,,,,,,,,,,,,,,,
949,"VELHAS PAREDES DE PEDRA E CAL, RUÍNAS NO TEMPO",1397,428,489,,,,,,,,,,,,,,,,,,,,,
950,HELIÓPOLIS,1398,160,363,428,,,,,,,,,,,,,,,,,,,,
951,ERASMOS - 1534,1399,87,402,702,,,,,,,,,,,,,,,,,,,,
952,NO MEIO DO CAMINHO,1400,50,73,76,428,,,,,,,,,,,,,,,,,,,
953,EVITA - A TUMBA SEM PAZ,1401,118,166,172,200,579,,,,,,,,,,,,,,,,,,
954,"LETRA E O MURO, A",1392,48,50,395,428,,,,,,,,,,,,,,,,,,,
955,CIEP - COMUNIDADE ESCOLAR PÚBLICA,1402,81,598,703,,,,,,,,,,,,,,,,,,,,
956,BRASIL: ALÉM DO CIDADÃO KANE,1403,78,159,200,305,554,605,,,,,,,,,,,,,,,,,
957,AUTÊNTICO SON JAROCHO,1422,102,525,708,,,,,,,,,,,,,,,,,,,,
958,SEU NENÊ,1405,105,182,428,,,,,,,,,,,,,,,,,,,,
959,JOÃO PACÍFICO - O CAIPIRA DE SÃO PAULO,1406,177,428,709,,,,,,,,,,,,,,,,,,,,
960,FEITICEIROS DA PALAVRA - O JONGO DO TAMANDARÉ,1407,67,72,87,177,186,239,427,,,,,,,,,,,,,,,,
961,URUCUIA -  UM NOSSO VÃO E RIQUEZAS,1408,67,72,107,415,,,,,,,,,,,,,,,,,,,
962,SOM DA RUA,1409,50,177,270,332,417,419,544,,,,,,,,,,,,,,,,
963,TONS DE ARGILA,1410,179,417,,,,,,,,,,,,,,,,,,,,,
964,SE TU FORES,1411,182,598,,,,,,,,,,,,,,,,,,,,,
965,MAPAS  URBANOS II - RECIFE DOS POETAS E COMPOSITORES,1412,48,177,552,689,,,,,,,,,,,,,,,,,,,
966,SAMBA HOP SÃO PAULO,1413,48,50,182,428,689,,,,,,,,,,,,,,,,,,
967,FOLIA DE REIS,1423,107,229,371,421,,,,,,,,,,,,,,,,,,,
968,CINEMA & ANTROPOLOGIA -11: A PALAVRA QUE ME LEVA ALÉM.ESTÓRIAS DO HIP HOP CARIOCA,1415,48,50,215,598,689,706,,,,,,,,,,,,,,,,,
969,POESIA PARA OS URUBUS,1416,48,50,179,215,428,,,,,,,,,,,,,,,,,,
970,OUTROS OLHOS,1417,48,72,598,690,,,,,,,,,,,,,,,,,,,
971,"DE MINAS, MUNDO",1418,177,415,712,713,,,,,,,,,,,,,,,,,,,
972,SABOR A MÍ,1419,72,305,525,579,583,704,705,,,,,,,,,,,,,,,,
973,VINTEDEZ,1420,48,50,428,689,706,,,,,,,,,,,,,,,,,,
974,RAÍZES,1421,87,102,177,186,707,,,,,,,,,,,,,,,,,,
975,"ÚLTIMO CIGARRO, O",1426,110,217,248,314,,,,,,,,,,,,,,,,,,,
976,UMDOLASI,1427,58,62,714,,,,,,,,,,,,,,,,,,,,
977,"CALANGOS DO BOIAÇU, OS",1428,139,313,425,,,,,,,,,,,,,,,,,,,,
978,"CARMEN MIRANDA, BANANA IS MY BUSINESS",1429,36,177,305,314,,,,,,,,,,,,,,,,,,,
979,"FLORESTAN FERNANDES, EVOCAÇÕES NA CONTRAMÃO",1430,,,,,,,,,,,,,,,,,,,,,,,
980,"FURYO, EM NOME DA HONRA",1432,,,,,,,,,,,,,,,,,,,,,,,
981,HUMBERTO MAURO,1433,177,272,305,,,,,,,,,,,,,,,,,,,,
982,ANDANTES,1434,50,305,370,,,,,,,,,,,,,,,,,,,,
983,ARUANDA,1444,160,272,305,,,,,,,,,,,,,,,,,,,,
984,ROMEIROS DA GUIA,1445,221,227,239,417,,,,,,,,,,,,,,,,,,,
985,SEGUNDA-FEIRA,1446,262,272,417,715,,,,,,,,,,,,,,,,,,,
986,ECOLOGIA,1447,139,305,,,,,,,,,,,,,,,,,,,,,
987,SOB O DITAME DO RUDE ALMAJEDO,1448,150,272,305,,,,,,,,,,,,,,,,,,,,
988,"ALEIJADINHO, O",1449,29,415,716,,,,,,,,,,,,,,,,,,,,
989,"JOÃO DE BARRO, O",1450,305,385,15,,,,,,,,,,,,,,,,,,,,
990,SÃO JOÃO DEL REI,1451,415,716,,,,,,,,,,,,,,,,,,,,,
991,"VELHA A FIAR, A",1452,38,43,305,,,,,,,,,,,,,,,,,,,,
992,CARRO DE BOIS,1453,43,262,305,479,,,,,,,,,,,,,,,,,,,
993,MAURO HUMBERTO,1454,36,395,190,,,,,,,,,,,,,,,,,,,,
994,"HOMEM DO MORCEGO, O",1455,36,305,,,,,,,,,,,,,,,,,,,,,
995,CARMEM SANTOS,1456,36,305,382,190,,,,,,,,,,,,,,,,,,,
996,ZWEIG: A MORTE EM CENA,1457,132,153,305,421,190,,,,,,,,,,,,,,,,,,
997,"AUTO-RETRATO DE BAKUN, O",1458,26,717,,,,,,,,,,,,,,,,,,,,,
998,ADEUS RODELAS,1459,83,139,325,,,,,,,,,,,,,,,,,,,,
999,FESTA DE SÃO JOÃO NO INTERIOR DA BAHIA,1460,102,221,325,,,,,,,,,,,,,,,,,,,,
1000,COMUNIDADE DE MACIEL,1461,50,160,646,,,,,,,,,,,,,,,,,,,,
1001,ARRAIAL DO CABO,1462,127,266,421,,,,,,,,,,,,,,,,,,,,
1002,CINEMA,1463,36,305,393,,,,,,,,,,,,,,,,,,,,
1003,QUADROA QUADRO - NEWTON CAVALCANTI,1464,325,369,,,,,,,,,,,,,,,,,,,,,
1004,LAÇO DE FITA - FOLCLORE DO PIAUÍ,1465,102,177,420,,,,,,,,,,,,,,,,,,,,
1005,ENCONTRO COM PRESTES,1466,55,213,258,427,,,,,,,,,,,,,,,,,,,
1006,"GUESA, O",1467,30,117,136,305,,,,,,,,,,,,,,,,,,,
1007,ISMAEL NERY,1468,136,305,369,,,,,,,,,,,,,,,,,,,,
1008,VIAGEM PELO INTERIOR PAULISTA,1469,25,402,427,,,,,,,,,,,,,,,,,,,,
1009,"PEDRA DA RIQUEZA, A",1470,61,143,262,272,417,,,,,,,,,,,,,,,,,,
1010,"BOLANDEIRA, A",1471,262,417,668,,,,,,,,,,,,,,,,,,,,
1011,VILA BOA DE GOYAS,1472,72,117,146,262,378,,,,,,,,,,,,,,,,,,
1012,BRASÍLIA SEGUNDO FELDMAN,1473,25,50,51,273,718,,,,,,,,,,,,,,,,,,
1013,VITALINO E O ALTO DO MOURA,1474,33,177,419,,,,,,,,,,,,,,,,,,,,
1014,EH!O BUMBA MEU BOI DO MARANHÃO,1475,106,228,484,,,,,,,,,,,,,,,,,,,,
1015,"ANGELO AGOSTINI - SUA PENA, SUA ESPADA",1476,,,,,,,,,,,,,,,,,,,,,,,
1016,NELSON FILMA- O TRAJETO DO CINEMA INDEPENDENTE,1477,36,120,305,,,,,,,,,,,,,,,,,,,,
1017,"ENFEITIÇADO, O - VIDA E OBRA DE LUCIO CARDOSO",1478,132,598,,,,,,,,,,,,,,,,,,,,,
1018,"SERENO DESESPERO,O",1479,38,136,305,,,,,,,,,,,,,,,,,,,,
1019,BRIGA DE GALO,1480,88,421,,,,,,,,,,,,,,,,,,,,,
1020,DOR SECRETA,1481,177,544,598,,,,,,,,,,,,,,,,,,,,
1021,LEUCEMIA,1482,78,170,305,540,667,,,,,,,,,,,,,,,,,,
1022,"EUNICE, CLARICE, THERESA",1483,78,213,218,428,598,,,,,,,,,,,,,,,,,,
1023,HEITOR DOS PRAZERES,1484,50,369,598,,,,,,,,,,,,,,,,,,,,
1024,"VER, OUVIR",1485,26,421,,,,,,,,,,,,,,,,,,,,,
1025,CHORINHOS E CHORÕES,1486,177,598,,,,,,,,,,,,,,,,,,,,,
1026,BRASILIA SEGUNDO ALBERTO CAVALCANTI,1487,25,718,,,,,,,,,,,,,,,,,,,,,
1027,JORJAMADO NO CINEMA,1488,132,444,598,,,,,,,,,,,,,,,,,,,,
1028,"SOM OU TRATADO DE HARMONIA,O",1489,41,305,394,,,,,,,,,,,,,,,,,,,,
1029,"INSPETOR, O",1490,401,442,598,,,,,,,,,,,,,,,,,,,,
1030,RESSURREIÇÃO,1491,38,166,284,305,,,,,,,,,,,,,,,,,,,
1031,JANELA PARA OS PIRINEUS,1492,102,136,378,555,,,,,,,,,,,,,,,,,,,
1032,CINCO FILMES ESTRANGEIROS,1493,38,718,,,,,,,,,,,,,,,,,,,,,
1033,ÁPORO,1494,38,718,,,,,,,,,,,,,,,,,,,,,
1034,FELIZ ANIVERSÁRIO URBANA,1495,38,718,,,,,,,,,,,,,,,,,,,,,
1035,"CASAMENTO DA RAINHA, O",1496,120,240,317,390,778,,,,,,,,,,,,,,,,,,
1036,MAYBURY LEWIS,1499,6,305,314,,,,,,,,,,,,,,,,,,,,
1037,SEMANA DOS POVOS INDÍGENAS DO AMAPÁ,1500,120,202,323,439,,,,,,,,,,,,,,,,,,,
