"nid","title","upload","upload","upload","upload","upload","upload","upload","upload","upload","upload","upload","upload","upload","upload","upload","upload","upload","upload","upload","upload","upload","upload","upload","upload","upload","upload","upload","upload","upload","upload","upload","upload","upload","upload","upload","upload","upload","upload","upload","upload","upload","upload","upload","upload","upload","upload","upload","upload","upload","upload","upload","upload","upload","upload","upload","upload","upload","upload","upload","upload","upload","upload","upload","upload","upload","upload","upload","upload","upload","upload","upload","upload","upload","upload","upload","upload","upload","upload","upload","upload","upload","upload","upload","upload","upload","upload","upload","upload","upload","upload","upload","upload","upload","upload","upload","upload","upload","upload","upload","upload","upload","upload","upload","upload","upload","upload","upload","upload","upload","upload","upload","upload","upload","upload","upload","upload","upload","upload","upload","upload","upload","upload","upload","upload","upload","upload","upload","upload","upload"
1752,"Vaga de monitor bolsista – HEBRAICO","http://d6clinguas.fflch.usp.br/sites/d6clinguas.fflch.usp.br/files/Edital ATAC-024-15-CL-Hebraico.pdf",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1402,"Vaga de monitor bolsista – FRANCÊS","http://d6clinguas.fflch.usp.br/sites/d6clinguas.fflch.usp.br/files/Edital ATAC-027-15-CL-Francês.pdf","http://d6clinguas.fflch.usp.br/sites/d6clinguas.fflch.usp.br/files/Edital ATAC-004-17-CL-Proficiência Francês.pdf",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1154,"Vaga de monitor bolsista Japonês","http://d6clinguas.fflch.usp.br/sites/d6clinguas.fflch.usp.br/files/Edital ATAC-029-15-CL-Japonês_0.pdf","http://d6clinguas.fflch.usp.br/sites/d6clinguas.fflch.usp.br/files/Edital ATAC-062-13 -CL-Japonês (1).pdf","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1014,"Vaga de monitor bolsista em secretaria- Edital 20h semanais","http://d6clinguas.fflch.usp.br/sites/d6clinguas.fflch.usp.br/files/Edital ATAC-033-13-CL-80h - secretaria.pdf","http://d6clinguas.fflch.usp.br/sites/d6clinguas.fflch.usp.br/files/Edital ATAC-095-12-CL20h semanais.pdf","http://d6clinguas.fflch.usp.br/sites/d6clinguas.fflch.usp.br/files/Edital-Secretaria- 20h semana-set2012.doc","http://d6clinguas.fflch.usp.br/sites/d6clinguas.fflch.usp.br/files/Edital-Secretaria- 20h semana-set2012 (1).pdf","http://d6clinguas.fflch.usp.br/sites/d6clinguas.fflch.usp.br/files/Prezados.pdf",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1497,"Vaga de monitor bolsista – LATIM","http://d6clinguas.fflch.usp.br/sites/d6clinguas.fflch.usp.br/files/Edital ATAC-034-15-CL-Latim.pdf",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1567,"Vaga de monitor bolsista – ÁRABE","http://d6clinguas.fflch.usp.br/sites/d6clinguas.fflch.usp.br/files/Edital ATAC-045-14-CL-Árabe.pdf",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1568,"Vaga de monitor bolsista – ITALIANO","http://d6clinguas.fflch.usp.br/sites/d6clinguas.fflch.usp.br/files/Edital ATAC-056-14-CL-Italiano.pdf","http://d6clinguas.fflch.usp.br/sites/d6clinguas.fflch.usp.br/files/Edital ATAC-046-14-CL-Italiano.pdf","http://d6clinguas.fflch.usp.br/sites/d6clinguas.fflch.usp.br/files/Edital ATAC-019-15-CL-Italiano.pdf","http://d6clinguas.fflch.usp.br/sites/d6clinguas.fflch.usp.br/files/Edital ATAC-007-16-CL-Proficiência Italiano.pdf",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1216,"Vaga de monitor bolsista - Grego","http://d6clinguas.fflch.usp.br/sites/d6clinguas.fflch.usp.br/files/Edital ATAC-078-13-CL-Grego.pdf",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
862,"Vaga de monitor bolsista em Espanhol- Edital","http://d6clinguas.fflch.usp.br/sites/d6clinguas.fflch.usp.br/files/Edital ATAC-079-13-CL-P.E.Língua Espanhola.pdf","http://d6clinguas.fflch.usp.br/sites/d6clinguas.fflch.usp.br/files/Edital proc sel mon Espanhol 2 sem 2013.pdf",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
875,"Vaga de monitor bolsista em secretaria- Edital","http://d6clinguas.fflch.usp.br/sites/d6clinguas.fflch.usp.br/files/Edital ATAC-083-12-CL -DO.pdf","http://d6clinguas.fflch.usp.br/sites/d6clinguas.fflch.usp.br/files/Edital-Secretaria- ago2012-92-12.pdf","http://d6clinguas.fflch.usp.br/sites/d6clinguas.fflch.usp.br/files/Edital ATAC-034-13-CL-120h - secretaria.pdf","http://d6clinguas.fflch.usp.br/sites/d6clinguas.fflch.usp.br/files/Edital-Secretaria- nov 2012.pdf","http://d6clinguas.fflch.usp.br/sites/d6clinguas.fflch.usp.br/files/Edital ATAC-124-12-CL.pdf","http://d6clinguas.fflch.usp.br/sites/d6clinguas.fflch.usp.br/files/Prezados_0.pdf",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
999,"Vaga de monitor bolsista de Italiano - Edital","http://d6clinguas.fflch.usp.br/sites/d6clinguas.fflch.usp.br/files/Edital ATAC-086-12-CL-Italiano Prorrogação.pdf","http://d6clinguas.fflch.usp.br/sites/d6clinguas.fflch.usp.br/files/Edital-italiano ago2012.pdf","http://d6clinguas.fflch.usp.br/sites/d6clinguas.fflch.usp.br/files/Edital ATAC-086-12-CL-Italiano- D.O.pdf",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1254,"Vaga de monitor bolsista – Secretaria","http://d6clinguas.fflch.usp.br/sites/d6clinguas.fflch.usp.br/files/Edital ATAC-088-13-CL-80h_0.pdf",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1019,"Vaga de monitor bolsista em Libras - Edital","http://d6clinguas.fflch.usp.br/sites/d6clinguas.fflch.usp.br/files/Edital ATAC-099-12-CL-Libras.pdf","http://d6clinguas.fflch.usp.br/sites/d6clinguas.fflch.usp.br/files/Edital ATAC-082-13-CL-Libras.pdf","http://d6clinguas.fflch.usp.br/sites/d6clinguas.fflch.usp.br/files/odelo edital monitoria libras CL.pdf",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1027,"Português – Redação técnica para funcionários","http://d6clinguas.fflch.usp.br/sites/d6clinguas.fflch.usp.br/files/Edital ATAC-104-13-CL-REDAÇÃO TEC. FUNC.pdf","http://d6clinguas.fflch.usp.br/sites/d6clinguas.fflch.usp.br/files/Edital monitoria setembro 2012 Português para Estrangeiros_0.pdf","http://d6clinguas.fflch.usp.br/sites/d6clinguas.fflch.usp.br/files/Edital ATAC-109-12-CL-Port-Estrang..pdf","http://d6clinguas.fflch.usp.br/sites/d6clinguas.fflch.usp.br/files/Edital ATAC-059-13-CL-Red.Acad_..pdf","http://d6clinguas.fflch.usp.br/sites/d6clinguas.fflch.usp.br/files/edital monitor RA edit.pdf","http://d6clinguas.fflch.usp.br/sites/d6clinguas.fflch.usp.br/files/Edital ATAC-094-13-CL-Port-Estrangeiros_0.pdf","http://d6clinguas.fflch.usp.br/sites/d6clinguas.fflch.usp.br/files/Edital ATAC-104-13-CL-Português_PRORROGACAO.pdf",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
955,"Vaga de monitor bolsista em Espanhol - Proficiência","http://d6clinguas.fflch.usp.br/sites/d6clinguas.fflch.usp.br/files/Edital de inscrição_Espanhol Proficiências (1).pdf","http://d6clinguas.fflch.usp.br/sites/d6clinguas.fflch.usp.br/files/Edital ATAC-076-CL-Ens. e Av. do Espanhol.pdf","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1460,"Vaga de monitor bolsista – ESPANHOL","http://d6clinguas.fflch.usp.br/sites/d6clinguas.fflch.usp.br/files/Edital de inscrição_Espanhol Proficiências_ Maio e Junho 2015.pdf","http://d6clinguas.fflch.usp.br/sites/d6clinguas.fflch.usp.br/files/Edital ATAC-033-CL-Espanhol.pdf","http://d6clinguas.fflch.usp.br/sites/d6clinguas.fflch.usp.br/files/Edital ATAC-057-14-CL-Espanhol_1.pdf","http://d6clinguas.fflch.usp.br/sites/d6clinguas.fflch.usp.br/files/Edital ATAC-057-14-CL-Espanhol_1_0.pdf","http://d6clinguas.fflch.usp.br/sites/d6clinguas.fflch.usp.br/files/Edital ATAC-057-14-CL-Espanhol.pdf","http://d6clinguas.fflch.usp.br/sites/d6clinguas.fflch.usp.br/files/Edital ATAC 004-18-CL-Proficiência Espanhol.pdf","http://d6clinguas.fflch.usp.br/sites/d6clinguas.fflch.usp.br/files/Edital ATAC-001-16-CL-Proficiência Espahol.pdf","http://d6clinguas.fflch.usp.br/sites/d6clinguas.fflch.usp.br/files/Edital ATAC 003-17-CL-Proficiência Espanhol PUBLICADO.pdf","http://d6clinguas.fflch.usp.br/sites/d6clinguas.fflch.usp.br/files/Edital ATAC 010-16-CL-Proficiência Espanhol.pdf","http://d6clinguas.fflch.usp.br/sites/d6clinguas.fflch.usp.br/files/Edital ATAC-019-14-CL-Espanhol Lg.Estrangeira.pdf","http://d6clinguas.fflch.usp.br/sites/d6clinguas.fflch.usp.br/files/Edital de inscrição_Espanhol Proficiências_Abril 2014.pdf",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1110,"Vaga de monitor bolsista em Espanhol - Proficiência","http://d6clinguas.fflch.usp.br/sites/d6clinguas.fflch.usp.br/files/Edital de inscricao_Espanhol Proficiencias_Marco de 2013_Inscricao Corrigida (1).pdf","http://d6clinguas.fflch.usp.br/sites/d6clinguas.fflch.usp.br/files/Edital de inscricao_Espanhol Proficiencias_Marco de 2013_Inscricao Corrigida.pdf",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
861,"Vaga de monitor bolsista em Espanhol- Edital Atac-012-12-CL","http://d6clinguas.fflch.usp.br/sites/d6clinguas.fflch.usp.br/files/Edital Espanhol -012-12-CL.pdf",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
959,"Vaga de monitor bolsista em Alemão - Edital","http://d6clinguas.fflch.usp.br/sites/d6clinguas.fflch.usp.br/files/Edital monitoria ALEMAO 2013 1 (1).pdf","http://d6clinguas.fflch.usp.br/sites/d6clinguas.fflch.usp.br/files/Edital ATAC-136-12-CL-Alemão.pdf","http://d6clinguas.fflch.usp.br/sites/d6clinguas.fflch.usp.br/files/Edital monitoria ALEMAO 2013 1.pdf",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1028,"Vaga de monitor bolsista de Português - Edital","http://d6clinguas.fflch.usp.br/sites/d6clinguas.fflch.usp.br/files/Edital monitoria setembro 2012 Redação Acadêmica-2.pdf","http://d6clinguas.fflch.usp.br/sites/d6clinguas.fflch.usp.br/files/Edital ATAC-108-12-CL-Port.Red_.Acad_._0.pdf","http://d6clinguas.fflch.usp.br/sites/d6clinguas.fflch.usp.br/files/Edital ATAC-026-13-CL-PPE..pdf",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
669,"Vaga de monitor bolsista em inglês","http://d6clinguas.fflch.usp.br/sites/d6clinguas.fflch.usp.br/files/edital nov.2011-INGLÊS.pdf",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
678,"Vaga de monitor-bolsista em Italiano","http://d6clinguas.fflch.usp.br/sites/d6clinguas.fflch.usp.br/files/Edital-italiano-2011_0.pdf",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
399,"Monitoria do CL","http://d6clinguas.fflch.usp.br/sites/d6clinguas.fflch.usp.br/files/Edital-italiano-2011.pdf",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1218,"Notas do 1º semestre de 2013 – Funcionários","http://d6clinguas.fflch.usp.br/sites/d6clinguas.fflch.usp.br/files/FMVZ Nota e frequência Nível A1-A2 2013-1.pdf","","http://d6clinguas.fflch.usp.br/sites/d6clinguas.fflch.usp.br/files/Nota e frequência Nível A1 (elementar) - módulo 1 2013-1.pdf","","http://d6clinguas.fflch.usp.br/sites/d6clinguas.fflch.usp.br/files/Nota e frequência Nível A2-B1 (pré-intermediário) - módulo 2 2013-1 (1).pdf","","http://d6clinguas.fflch.usp.br/sites/d6clinguas.fflch.usp.br/files/jonas  c saldanha tabela nota.frequencia.para_.o.site INSTITUTO DE QUIMICA.pdf","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,"Proficiência em Alemão","http://d6clinguas.fflch.usp.br/sites/d6clinguas.fflch.usp.br/files/Gabarito ECA_ 1512.pdf","http://d6clinguas.fflch.usp.br/sites/d6clinguas.fflch.usp.br/files/modelo.de_.prova_.pdf","http://d6clinguas.fflch.usp.br/sites/d6clinguas.fflch.usp.br/files/GABARITO PROVA IEB - MAI_15.pdf","","http://d6clinguas.fflch.usp.br/sites/d6clinguas.fflch.usp.br/files/Gabarito.do_.modelo.pdf","http://d6clinguas.fflch.usp.br/sites/d6clinguas.fflch.usp.br/files/GABARITO Alemão.pdf","http://d6clinguas.fflch.usp.br/sites/d6clinguas.fflch.usp.br/files/Gabarito Letras-0914.pdf","http://d6clinguas.fflch.usp.br/sites/d6clinguas.fflch.usp.br/files/Gabarito Proficiência Alemão FE - 2014.pdf","http://d6clinguas.fflch.usp.br/sites/d6clinguas.fflch.usp.br/files/Edital 1503 LETRAS (março de 2015)_0.pdf","http://d6clinguas.fflch.usp.br/sites/d6clinguas.fflch.usp.br/files/Edital 1505 IEB (maio de 2015).pdf","http://d6clinguas.fflch.usp.br/sites/d6clinguas.fflch.usp.br/files/Edital 1505 DIVERSITAS (maio de 2015)_0.pdf","http://d6clinguas.fflch.usp.br/sites/d6clinguas.fflch.usp.br/files/Edital 1404 DIVERSITAS (abril de 2014).pdf","http://d6clinguas.fflch.usp.br/sites/d6clinguas.fflch.usp.br/files/Edital 1404 GEOGRAFIA (abril de 2014).pdf","http://d6clinguas.fflch.usp.br/sites/d6clinguas.fflch.usp.br/files/Edital 1404 LETRAS (abril de 2014).pdf","http://d6clinguas.fflch.usp.br/sites/d6clinguas.fflch.usp.br/files/Edital 1405 IEB (maio de 2014).pdf","http://d6clinguas.fflch.usp.br/sites/d6clinguas.fflch.usp.br/files/Edital 1404 GEO HUMANAS - retificado (abril de 2014).pdf","","http://d6clinguas.fflch.usp.br/sites/d6clinguas.fflch.usp.br/files/Cronograma e Inscrições - 1411 História Social (Novembro 2014) .pdf","http://d6clinguas.fflch.usp.br/sites/d6clinguas.fflch.usp.br/files/Cronograma e Inscrições - 1412 ECA (Dezembro 2014) .pdf","","http://d6clinguas.fflch.usp.br/sites/d6clinguas.fflch.usp.br/files/Edital - 1512 ECA (dezembro de 2015).pdf",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1063,"Notas do 2º semestre de 2012","http://d6clinguas.fflch.usp.br/sites/d6clinguas.fflch.usp.br/files/Inglês Básico III- Sábado 8h-12h15 Profª Ana Paula.pdf","http://d6clinguas.fflch.usp.br/sites/d6clinguas.fflch.usp.br/files/Ingles basico IV- Sábado 8h-12h - Profº Filipe Santos.pdf","http://d6clinguas.fflch.usp.br/sites/d6clinguas.fflch.usp.br/files/Inglês Pré- Intermediário I - Sábado 8-12h Profª Julia Tinoco.pdf","http://d6clinguas.fflch.usp.br/sites/d6clinguas.fflch.usp.br/files/Inglês Intermediário I - Sábado 8-12h Profª Camila Batista.doc.pdf","http://d6clinguas.fflch.usp.br/sites/d6clinguas.fflch.usp.br/files/Inglês Intermediário II 3ª e 5ª 12h-14h Profº Thiago Russo.doc","http://d6clinguas.fflch.usp.br/sites/d6clinguas.fflch.usp.br/files/Inglês para apresentações 2012-2 Notas e frequência.txt","http://d6clinguas.fflch.usp.br/sites/d6clinguas.fflch.usp.br/files/3ª e 5ª feira Horários Das 12 às 14h.pdf","http://d6clinguas.fflch.usp.br/sites/d6clinguas.fflch.usp.br/files/3ª e 5ª feira Horários Das 14 às 16h.pdf","http://d6clinguas.fflch.usp.br/sites/d6clinguas.fflch.usp.br/files/notas_nivel1_9horas_AnaSilvia_2_2012_final (1).pdf","http://d6clinguas.fflch.usp.br/sites/d6clinguas.fflch.usp.br/files/notas_nivel1_12horas_AnaSilvia_2_2012_final.pdf","http://d6clinguas.fflch.usp.br/sites/d6clinguas.fflch.usp.br/files/Notas_nivel2_terças_12_14_2_2012_final_0.pdf","http://d6clinguas.fflch.usp.br/sites/d6clinguas.fflch.usp.br/files/4ª feira Horários Das 14 às 16h.pdf","http://d6clinguas.fflch.usp.br/sites/d6clinguas.fflch.usp.br/files/Inglês para Func Instituto de Física- Básico 1.pdf","http://d6clinguas.fflch.usp.br/sites/d6clinguas.fflch.usp.br/files/Inglês para Funcionários Instituto de Física -  3ª e 5ª 17h- 18h30 Profº Roberto Candido.pdf","http://d6clinguas.fflch.usp.br/sites/d6clinguas.fflch.usp.br/files/FFLCH Nota e frequÃªncia NÃ-vel A1-A2 2012-2.pdf","http://d6clinguas.fflch.usp.br/sites/d6clinguas.fflch.usp.br/files/Inglês para Funcionários FFLCH Básico A1 nível I Turma 2 DANILO SUZUKI MURAKAMI.pdf","http://d6clinguas.fflch.usp.br/sites/d6clinguas.fflch.usp.br/files/Inglês A2-B1 - FFLCH.pdf","","","","http://d6clinguas.fflch.usp.br/sites/d6clinguas.fflch.usp.br/files/inglês para funcionários da química básico.pdf","http://d6clinguas.fflch.usp.br/sites/d6clinguas.fflch.usp.br/files/Inglês para funcionários da Química (intermediário).pdf","http://d6clinguas.fflch.usp.br/sites/d6clinguas.fflch.usp.br/files/Inglês Intermediário Passages 1 Instituto de Medicina Tropical DANILO SUZUKI MURAKAMI.pdf","http://d6clinguas.fflch.usp.br/sites/d6clinguas.fflch.usp.br/files/Inglês Básico 2 Instituto de Medicina Tropical DANILO SUZU….pdf","http://d6clinguas.fflch.usp.br/sites/d6clinguas.fflch.usp.br/files/PRODUÇÃO ESCRITA em Inglês – Instituto Biociências 3ª feira 10h- 12h Profª Regina Leão.pdf","","","","","","","","","","","","","","","","","","","","","http://d6clinguas.fflch.usp.br/sites/d6clinguas.fflch.usp.br/files/Leitura em Língua eapnhola_nota e frequencia.pdf","","","http://d6clinguas.fflch.usp.br/sites/d6clinguas.fflch.usp.br/files/Gramática Aplicada ao Ensino de Português Língua Estrangeira - 3ª 14h - Profª Betty Salum.pdf","","","","","","","","","http://d6clinguas.fflch.usp.br/sites/d6clinguas.fflch.usp.br/files/notas_frequencia_jap bas1_sem.pdf","http://d6clinguas.fflch.usp.br/sites/d6clinguas.fflch.usp.br/files/nota e freq - B1 - quarta e sexta_2sem.2012.pdf","http://d6clinguas.fflch.usp.br/sites/d6clinguas.fflch.usp.br/files/nota e freq - B1 - terýýa e quinta_2sem.2012.pdf","http://d6clinguas.fflch.usp.br/sites/d6clinguas.fflch.usp.br/files/Notas2sem2012_JB2_segunda e quarta.pdf","http://d6clinguas.fflch.usp.br/sites/d6clinguas.fflch.usp.br/files/nota e freq - Jap Bas 2 - Sýýbado [2sem.2012].pdf","http://d6clinguas.fflch.usp.br/sites/d6clinguas.fflch.usp.br/files/Japonês Básico III 3ª e 5ª 12h-14h - Profº Rodrigo Brinca.doc","http://d6clinguas.fflch.usp.br/sites/d6clinguas.fflch.usp.br/files/Japonês Básico III sábado  8h-12h - Profº Rodrigo Brinca.doc","","","http://d6clinguas.fflch.usp.br/sites/d6clinguas.fflch.usp.br/files/Notas2sem2012_PRE-INT_sab.pdf","http://d6clinguas.fflch.usp.br/sites/d6clinguas.fflch.usp.br/files/Alemão - Notas - Nível 1.pdf","http://d6clinguas.fflch.usp.br/sites/d6clinguas.fflch.usp.br/files/Alemão - Notas - Nível 2.pdf","","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,"Inscrições - CELU","http://d6clinguas.fflch.usp.br/sites/d6clinguas.fflch.usp.br/files/Inscrições_toma 07.06.13.pdf",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
410,"Matriculados por turma","http://d6clinguas.fflch.usp.br/sites/d6clinguas.fflch.usp.br/files/leitura.sabado.pdf","http://d6clinguas.fflch.usp.br/sites/d6clinguas.fflch.usp.br/files/leitura.segunda.e.quarta.pdf",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,"Certificado de Español Lengua y Uso","http://d6clinguas.fflch.usp.br/sites/d6clinguas.fflch.usp.br/files/modelodeprocuracao_celu.doc","http://d6clinguas.fflch.usp.br/sites/d6clinguas.fflch.usp.br/files/Inscrições encerradas -CELU.pdf",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,"Exame","http://d6clinguas.fflch.usp.br/sites/d6clinguas.fflch.usp.br/files/Muestras de actividades del examen CELU.pdf",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4101,"Vaga de monitor bolsista – ITALIANO","http://d6clinguas.fflch.usp.br/sites/d6clinguas.fflch.usp.br/files/REPUBLICADO-Edital ATAC-004-2020-CL-Prof Italiano.pdf",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
659,"Teste de Nível - Inglês",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,"Notas do 1º semestre de 2011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,"Exames de proficiência",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,"Notícias do Centro de Línguas",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
