especificação,nreferencia,numero,região,local,titulo,data,rolonum,Bobina,suporte,País,Sistema,Ano de Entrada,Origem,Nota,Acervo disponível,Acervo indisponível
"Jornal Revolución. Organo del Movimiento 26 de Julio (jornal com 14 páginas) Obs.: constam Índices Analítico e de Matéria (em pasta) - Lunes de Revolución - elaborados pela Dra. Elena Ginaldes, 1977.",1345,43,,"Cuba, Havana",Jornal Revolución.,02-05 a 30-06/1961,1,15,Microfilmes,Cuba-Havana,Pos/35mm,,,,,
"Jornal Revolución. Organo del Movimiento 26 de Julio (jornal com 14 páginas) Obs.: constam Índices Analítico e de Matéria (em pasta) - Lunes de Revolución - elaborados pela Dra. Elena Ginaldes, 1977.",1346,44,,"Cuba, Havana",Jornal Revolución.,01-07 a 31-08/1961,1,16,Microfilmes,Cuba-Havana,Pos/35mm,,,,,
"Jornal Revolución. Organo del Movimiento 26 de Julio (jornal com 14 páginas) Obs.: constam Índices Analítico e de Matéria (em pasta) - Lunes de Revolución - elaborados pela Dra. Elena Ginaldes, 1977.",1347,45,,"Cuba, Havana",Jornal Revolución.,01-09 a 31-10/1961,1,17,Microfilmes,Cuba-Havana,Pos/35mm,,,,,
"Jornal Revolución. Organo del Movimiento 26 de Julio (jornal com 14 páginas) Obs.: constam Índices Analítico e de Matéria (em pasta) - Lunes de Revolución - elaborados pela Dra. Elena Ginaldes, 1977.",1348,46,,"Cuba, Havana",Jornal Revolución.,01-11 a 31-12/1961,1,18,Microfilmes,Cuba-Havana,Pos/35mm,,,,,
925. Comentary.,1074,147,América do Norte,EUA,925. Comentary.,jan-dez/1971,1,2 d,Microfilmes,EUA,Neg/35mm,,,,,
925. Comentary.,1075,148,América do Norte,EUA,925. Comentary.,jan-dez/1972,1,2 d,Microfilmes,EUA,Neg/35mm,,,,,
925. Comentary.,1076,149,América do Norte,EUA,925. Comentary.,jan-dez/1973,1,1,Microfilmes,EUA,Neg/35mm,,,,,
"Bodleian Library. Obra de Robert Southey. Cartas e poesias (37/031). (Oxford, Wales)",896,414,,Inglaterra,Bodleian Library.,,1,1,Microfilmes,Inglaterra,Neg/35mm,,,,,
Bodleian Library. Obra de Robert Southey. Correspondência (36/031). (Coleção Wynn),897,415,,Inglaterra,Obra de Robert Southey.,,1,2,Microfilmes,Inglaterra,Neg/35mm,,,,,
Bodleian Library. Obra de Robert Southey. Biografias e colóquios (35/031). (Coleção Wynn),898,416,,Inglaterra,Obra de Robert Southey.,,1,3,Microfilmes,Inglaterra,Neg/35mm,,,,,
Obra de Robert Southey. Crítica e ensaio (48/181). (Coleção Wynn).,899,417,,Inglaterra,Obra de Robert Southey.,,1,4,Microfilmes,Inglaterra,Neg/35mm,,,,,
Obra de Robert Southey. Ensaios sobre Robert Southey. (Coleção Wynn).,900,418,,Inglaterra,Obra de Robert Southey.,,1,5,Microfilmes,Inglaterra,Neg/35mm,,,,,
690. U.S. News and World Report.,1221,294,América do Norte,EUA,690. U.S. News and World Report.,jan-jun/1971,1,1,Microfilmes,EUA,Neg/35mm,,,,,
690. U.S. News and World Report.,1222,295,América do Norte,EUA,690. U.S. News and World Report.,jul-dez/1971,1,1,Microfilmes,EUA,Neg/35mm,,,,,
690. U.S. News and World Report.,1223,296,América do Norte,EUA,690. U.S. News and World Report.,jan-jun/1972,1,1,Microfilmes,EUA,Neg/35mm,,,,,
690. U.S. News and World Report.,1224,297,América do Norte,EUA,690. U.S. News and World Report.,jul-dez/1972,1,1,Microfilmes,EUA,Neg/35mm,,,,,
690. U.S. News and World Report.,1225,298,América do Norte,EUA,690. U.S. News and World Report.,jan-jun/1973,1,1,Microfilmes,EUA,Neg/35mm,,,,,
690. U.S. News and World Report.,1226,299,América do Norte,EUA,690. U.S. News and World Report.,jul-dez/1973,1,1,Microfilmes,EUA,Neg/35mm,,,,,
The Wall Street Journal (New York).,1227,300,América do Norte,EUA,The Wall Street Journal (New York).,jan/1981,1,1,Microfilmes,EUA,Pos/35mm,,,,,
The Wall Street Journal (New York).,1252,325,América do Norte,EUA,The Wall Street Journal (New York).,fev/1983,1,1,Microfilmes,EUA,Neg/35mm,,,,,
The Wall Street Journal (New York).,1253,326,América do Norte,EUA,The Wall Street Journal (New York).,mar/1983,1,1,Microfilmes,EUA,Neg/35mm,,,,,
The Wall Street Journal (New York).,1254,327,América do Norte,EUA,The Wall Street Journal (New York).,abr/1983,1,1,Microfilmes,EUA,Neg/35mm,,,,,
The Wall Street Journal (New York).,1255,328,América do Norte,EUA,The Wall Street Journal (New York).,mai/1983,1,1,Microfilmes,EUA,Neg/35mm,,,,,
The Wall Street Journal (New York).,1256,329,América do Norte,EUA,The Wall Street Journal (New York).,jun/1983,1,1,Microfilmes,EUA,Neg/35mm,,,,,
The Wall Street Journal (New York).,1257,330,América do Norte,EUA,The Wall Street Journal (New York).,jul/1983,1,1,Microfilmes,EUA,Neg/35mm,,,,,
The Wall Street Journal (New York).,1258,331,América do Norte,EUA,The Wall Street Journal (New York).,ago/1983,1,1,Microfilmes,EUA,Neg/35mm,,,,,
The Wall Street Journal (New York).,1259,332,América do Norte,EUA,The Wall Street Journal (New York).,set/1983,1,1,Microfilmes,EUA,Neg/35mm,,,,,
"Arquivo Nacional de Assunção, Paraguai - Biblioteca Nacional do Rio de Janeiro, Brasil. Documentos para a História do Paraguai.",612,464,,"Paraguai, Assunção",Arquivo Nacional de Assunção (Paraguai) - Biblioteca Nacional do Rio de Janeiro (Brasil).,1816-1818,1,2,Microfilmes,"Paraguai, Assunção",Neg/35mm,,,,,
"Arquivo Nacional de Assunção, Paraguai - Biblioteca Nacional do Rio de Janeiro, Brasil. Documentos para a História do Paraguai.",613,465,,"Paraguai, Assunção",Arquivo Nacional de Assunção (Paraguai) - Biblioteca Nacional do Rio de Janeiro (Brasil).,1818-1820,1,3,Microfilmes,"Paraguai, Assunção",Neg/35mm,,,,,
"Arquivo Nacional de Assunção, Paraguai - Biblioteca Nacional do Rio de Janeiro, Brasil. Documentos para a História do Paraguai.",614,466,,"Paraguai, Assunção",Arquivo Nacional de Assunção (Paraguai) - Biblioteca Nacional do Rio de Janeiro (Brasil).,1820-1829,1,4,Microfilmes,"Paraguai, Assunção",Neg/35mm,,,,,
"Arquivo Nacional de Assunção, Paraguai - Biblioteca Nacional do Rio de Janeiro, Brasil. Documentos para a História do Paraguai.",615,467,,"Paraguai, Assunção",Arquivo Nacional de Assunção (Paraguai) - Biblioteca Nacional do Rio de Janeiro (Brasil).,1829-1833,1,5,Microfilmes,"Paraguai, Assunção",Neg/35mm,,,,,
"Arquivo Nacional de Assunção, Paraguai - Biblioteca Nacional do Rio de Janeiro, Brasil. Documentos para a História do Paraguai. Robertson - Francia's Reign of Terror. Being the continuation of Letters on Paraguay. vol. III. 400p., Londres.",616,468,,"Paraguai, Assunção",Arquivo Nacional de Assunção (Paraguai) - Biblioteca Nacional do Rio de Janeiro (Brasil).,1833-1842/sd,1,6,Microfilmes,"Paraguai, Assunção",Neg/35mm,,,,,
"Arquivo Nacional de Assunção, Paraguai - Biblioteca Nacional do Rio de Janeiro, Brasil. Documentos para a História do Paraguai. Ofícios, Decretos, Correspondências, Lista dos adelantados y gobernadores, atas, tesoreria, cartas, documentos ao Ditador Francia, documentos de tierras, vários assuntos.",617,469,,"Paraguai, Assunção",Arquivo Nacional de Assunção (Paraguai) - Biblioteca Nacional do Rio de Janeiro (Brasil).,1795-1845,1,7,Microfilmes,"Paraguai, Assunção",Neg/35mm,,,,,
"Arquivo Nacional de Assunção, Paraguai - Biblioteca Nacional do Rio de Janeiro, Brasil. Documentos para a História do Paraguai; Documentos avulsos da Biblioteca Nacional, Rio de Janeiro; Revista: A Defesa Nacional; El Doctor Francia; Coleção Visconde do Rio Branco: Paraguai - Administração, Correspondência, Comunicações, Notas, Ordens do Dia, Ofícios, Processos (Buenos Aires).",618,470,,"Paraguai, Assunção",Arquivo Nacional de Assunção (Paraguai) - Biblioteca Nacional do Rio de Janeiro (Brasil).,"1954, 1936, 1812-1864",1,8,Microfilmes,"Paraguai, Assunção",Neg/35mm,,,,,
"Arquivo Nacional de Assunção, Paraguai - Biblioteca Nacional do Rio de Janeiro, Brasil. Documentos para a História do Paraguai (Assunção): Jornal La Prensa (Buenos Aires); El Plan Federal del Dr. Francia; Colonias Orientales del Rio Paraguay o dela La Plata (Buenos Aires); Comércio, Navegação, Limites, Instruções, El Dr. Francia (Buenos Aires); Artigas y el Paraguay (Montevideo); Memória, Negociación, Auto-biografia; Limites de navegação; revolução Indígena do Peru; República Oriental do Uruguai.",619,471,,"Paraguai, Assunção",Arquivo Nacional de Assunção (Paraguai) - Biblioteca Nacional do Rio de Janeiro (Brasil).,1941 / 1941 / 1914 / 1855 / 1907 / 1952 / 1810-1842 / 1780 / 1820,1,9,Microfilmes,"Paraguai, Assunção",Neg/35mm,,,,,
"Arquivo Nacional de Assunção, Paraguai - Biblioteca Nacional do Rio de Janeiro, Brasil. Documentos para a História do Paraguai. Tese de Doutorado - Kahle, G. - Grundlage und anfänge des Paraguayischen national bewubtseins (Univ. de Köln) (Berlim); Libro e Manual de la Caxa de hacienda e Tesoreria.",620,472,,"Paraguai, Assunção",Arquivo Nacional de Assunção (Paraguai) - Biblioteca Nacional do Rio de Janeiro (Brasil).,1962/1816-1837,1,10,Microfilmes,"Paraguai, Assunção",Neg/35mm,,,,,
"Arquivo Nacional de Assunção, Paraguai - Biblioteca Nacional do Rio de Janeiro, Brasil. Documentos para a História do Paraguai. Libros de Caja.",621,473,,"Paraguai, Assunção",Arquivo Nacional de Assunção (Paraguai) - Biblioteca Nacional do Rio de Janeiro (Brasil).,1817-1839,1,11,Microfilmes,"Paraguai, Assunção",Neg/35mm,,,,,
"Arquivo Nacional de Assunção, Paraguai - Biblioteca Nacional do Rio de Janeiro, Brasil. Documentos para a História do Paraguai. Guias de comércio.",622,474,,"Paraguai, Assunção",Arquivo Nacional de Assunção (Paraguai) - Biblioteca Nacional do Rio de Janeiro (Brasil).,1810-1838,1,12,Microfilmes,"Paraguai, Assunção",Neg/35mm,,,,,
"Arquivo Nacional de Assunção, Paraguai - Biblioteca Nacional do Rio de Janeiro, Brasil. Documentos para a História do Paraguai. El Paraguayo Independiente.",623,475,,"Paraguai, Assunção",Arquivo Nacional de Assunção (Paraguai) - Biblioteca Nacional do Rio de Janeiro (Brasil).,1845,1,13,Microfilmes,"Paraguai, Assunção",Neg/35mm,,,,,
"Arquivo Nacional de Assunção, Paraguai - Biblioteca Nacional do Rio de Janeiro, Brasil. Documentos para a História do Paraguai. Caderno índice dos 13 rolos doados ao CAPH, dos documentos obtidos no Arquivo Nacional de Assunção e na Biblioteca Nacional do Rio de Janeiro; The Hispanic American Historical Review, EUA.  Lista del contenido de los volumenes microfilmados del Archivo National de Asunción.",624,476,,"Paraguai, Assunção",Arquivo Nacional de Assunção (Paraguai) - Biblioteca Nacional do Rio de Janeiro (Brasil).,1979/1958,1,14,Microfilmes,"Paraguai, Assunção",Neg/16mm,,,,,
Arquivo Histórico Ultramarino. Colonização Portuguesa em Angola. Emigração açoriana para Santa Catarina.,872,475,,"Portugal, Lisboa",Arquivo Histórico Ultramarino.,1675-1811/1630-1800,1,1,Microfilmes,"Portugal, Lisboa",Neg/35mm,,,,,
Arquivo Nacional da Torre do Tombo. Processos da Inquisição - Portugal.,873,481,,"Portugal, Lisboa",Arquivo Nacional da Torre do Tombo.,Séculos XVII e XVIII,1,1,Microfilmes,"Portugal, Lisboa",Neg/35mm,,,,,
Arquivo Nacional da Torre do Tombo. Processos da Inquisição - Portugal.,874,482,,"Portugal, Lisboa",Arquivo Nacional da Torre do Tombo.,Séculos XVII e XVIII,1,2,Microfilmes,"Portugal, Lisboa",Neg/35mm,,,,,
Arquivo Nacional da Torre do Tombo. Processos da Inquisição - Portugal.,875,483,,"Portugal, Lisboa",Arquivo Nacional da Torre do Tombo.,Séculos XVII e XVIII,1,3,Microfilmes,"Portugal, Lisboa",Neg/35mm,,,,,
Literatura Portuguesa. A. G. Rodrigues - A novelística estrangeira em versão portuguesa no período pré-romântico.,577,485,,"Portugal, Coimbra",Literatura Portuguesa.,1951,1,1,Microfilmes,"Portugal, Coimbra",Neg/35mm,,,,,
Arquivo Nacional da Torre do Tombo. Inquisição: Provas da Parte Primeira da Deducção Chronológica e Analytica...; Deducção Chronológica e Analytica Parte Primeira na qual ... vol. I; Deducção Chronológica e Analytica sc. sc. sc. ... vol. II.,876,477,,"Portugal, Lisboa",Inquisição.,1768,1,1,Microfilmes,"Portugal, Lisboa",Neg/35mm,,,,,
"Arquivo Nacional da Torre do Tombo. Inquisição de Lisboa. Proc. Nº 12142 - Ana Roriz, cristã nova.",877,478,,"Portugal, Lisboa",Inquisição de Lisboa.,Séculos XVII e XVIII,1,1,Microfilmes,"Portugal, Lisboa",Neg/35mm,,,,,
"Arquivo Nacional da Torre do Tombo. Ordenações de D. João IV e novamente impressas por D. João V. Ordenações e Leys do Reyno de Portugal, divididas em cinco livros vols. I e II.",878,479,,"Portugal, Lisboa",Ordenações de D. João IV e novamente impressas por D. João V.,1747,1,1,Microfilmes,"Portugal, Lisboa",Pos/35mm,,,,,
"Coleção de Mapas sobre: Império Romano, Idade Média, Mundo Bizantino, Mundo Mulçumano.",884,486,,Vários Países,"Coleção de Mapas sobre: Império Romano, Idade Média, Mundo Bizantino, Mundo Mulçumano.",Século IV ao Século XIII,1,1,Microfilmes,Vários Países,Neg/35mm,,,O califado sob Harun-Rashid e as conquistas sarracenasDoação do Professor Jorge Cesar Mota - História das religiões,X,
"Coleção de Mapas sobre: Império Romano, Idade Média, Mundo Bizantino, Mundo Mulçumano.",884,486,,Vários Países,"Coleção de Mapas sobre: Império Romano, Idade Média, Mundo Bizantino, Mundo Mulçumano.",Século IV ao Século XIII,1,1,Microfilmes,Vários Países,Neg/35mm,,,Itália sob os Lombardos. Doação do Professor Jorge Cesar Mota - História das religiões,X,
"Coleção de Mapas sobre: Império Romano, Idade Média, Mundo Bizantino, Mundo Mulçumano.",884,486,,Vários Países,"Coleção de Mapas sobre: Império Romano, Idade Média, Mundo Bizantino, Mundo Mulçumano.",568,1,1,Microfilmes,Vários Países,Neg/35mm,,,Gália sob os filhos de Clotário I. Doação do Professor Jorge Cesar Mota - História das religiões,X,
"Coleção de Mapas sobre: Império Romano, Idade Média, Mundo Bizantino, Mundo Mulçumano.",884,486,,Vários Países,"Coleção de Mapas sobre: Império Romano, Idade Média, Mundo Bizantino, Mundo Mulçumano.",,1,1,Microfilmes,Vários Países,Neg/35mm,,,Inglaterra romana. Doação do Professor Jorge Cesar Mota - História das religiões,X,
"Coleção de Mapas sobre: Império Romano, Idade Média, Mundo Bizantino, Mundo Mulçumano.",884,486,,Vários Países,"Coleção de Mapas sobre: Império Romano, Idade Média, Mundo Bizantino, Mundo Mulçumano.",500,1,1,Microfilmes,Vários Países,Neg/35mm,,,Itália sob os ostrogodos. Doação do Professor Jorge Cesar Mota - História das religiões,X,
"Coleção de Mapas sobre: Império Romano, Idade Média, Mundo Bizantino, Mundo Mulçumano.",884,486,,Vários Países,"Coleção de Mapas sobre: Império Romano, Idade Média, Mundo Bizantino, Mundo Mulçumano.",,1,1,Microfilmes,Vários Países,Neg/35mm,,,A Gália no século V. Doação do Professor Jorge Cesar Mota - História das religiões,X,
"Coleção de Mapas sobre: Império Romano, Idade Média, Mundo Bizantino, Mundo Mulçumano.",884,486,,Vários Países,"Coleção de Mapas sobre: Império Romano, Idade Média, Mundo Bizantino, Mundo Mulçumano.",,1,1,Microfilmes,Vários Países,Neg/35mm,,,As tribos teuntônicas - séculos I - IV. Doação do Professor Jorge Cesar Mota - História das religiões,X,
"Coleção de Mapas sobre: Império Romano, Idade Média, Mundo Bizantino, Mundo Mulçumano.",884,486,,Vários Países,"Coleção de Mapas sobre: Império Romano, Idade Média, Mundo Bizantino, Mundo Mulçumano.",Após 451,1,1,Microfilmes,Vários Países,Neg/35mm,,,Os patriarcados do Oriente. Doação do Professor Jorge Cesar Mota - História das religiões,X,
"Coleção de Mapas sobre: Império Romano, Idade Média, Mundo Bizantino, Mundo Mulçumano.",884,486,,Vários Países,"Coleção de Mapas sobre: Império Romano, Idade Média, Mundo Bizantino, Mundo Mulçumano.",,1,1,Microfilmes,Vários Países,Neg/35mm,,,Arredores de Constantinopla. Doação do Professor Jorge Cesar Mota - História das religiões,X,
"Coleção de Mapas sobre: Império Romano, Idade Média, Mundo Bizantino, Mundo Mulçumano.",884,486,,Vários Países,"Coleção de Mapas sobre: Império Romano, Idade Média, Mundo Bizantino, Mundo Mulçumano.",,1,1,Microfilmes,Vários Países,Neg/35mm,,,"Número aproximado de Bispos presentes em Nicéia, provenientes de cada província. Doação do Professor Jorge Cesar Mota - História das religiões",X,
"Coleção de Mapas sobre: Império Romano, Idade Média, Mundo Bizantino, Mundo Mulçumano.",884,486,,Vários Países,"Coleção de Mapas sobre: Império Romano, Idade Média, Mundo Bizantino, Mundo Mulçumano.",311,1,1,Microfilmes,Vários Países,Neg/35mm,,,O império - os quatro imperadores. Doação do Professor Jorge Cesar Mota - História das religiões,X,
"Coleção de Mapas sobre: Império Romano, Idade Média, Mundo Bizantino, Mundo Mulçumano.",884,486,,Vários Países,"Coleção de Mapas sobre: Império Romano, Idade Média, Mundo Bizantino, Mundo Mulçumano.",,1,1,Microfilmes,Vários Países,Neg/35mm,,,O mundo bárbaro. Doação do Professor Jorge Cesar Mota - História das religiões,X,
"Coleção de Mapas sobre: Império Romano, Idade Média, Mundo Bizantino, Mundo Mulçumano.",884,486,,Vários Países,"Coleção de Mapas sobre: Império Romano, Idade Média, Mundo Bizantino, Mundo Mulçumano.",Século X,1,1,Microfilmes,Vários Países,Neg/35mm,,,O Império de Carlos Magno: o país entre o Reno e o Elba. As invasões do século X na Europa Ocidental. Doação do Professor Jorge Cesar Mota - História das religiões.,X,
"Coleção de Mapas sobre: Império Romano, Idade Média, Mundo Bizantino, Mundo Mulçumano.",884,486,,Vários Países,"Coleção de Mapas sobre: Império Romano, Idade Média, Mundo Bizantino, Mundo Mulçumano.",,1,1,Microfilmes,Vários Países,Neg/35mm,,,A Europa no século XI. Doação do Professor Jorge Cesar Mota - História das religiões.,X,
"Coleção de Mapas sobre: Império Romano, Idade Média, Mundo Bizantino, Mundo Mulçumano.",884,486,,Vários Países,"Coleção de Mapas sobre: Império Romano, Idade Média, Mundo Bizantino, Mundo Mulçumano.",,1,1,Microfilmes,Vários Países,Neg/35mm,,,A Europa nos séculos XII e XIII. Doação do Professor Jorge Cesar Mota - História das religiões.,X,
"Coleção de Mapas sobre: Império Romano, Idade Média, Mundo Bizantino, Mundo Mulçumano.",884,486,,Vários Países,"Coleção de Mapas sobre: Império Romano, Idade Média, Mundo Bizantino, Mundo Mulçumano.",Séculos X-XIII,1,1,Microfilmes,Vários Países,Neg/35mm,,,A Europa no tempo das Comunas. Doação do Professor Jorge Cesar Mota - História das religiões.,X,
"Coleção de Mapas sobre: Império Romano, Idade Média, Mundo Bizantino, Mundo Mulçumano.",884,486,,Vários Países,"Coleção de Mapas sobre: Império Romano, Idade Média, Mundo Bizantino, Mundo Mulçumano.",,1,1,Microfilmes,Vários Países,Neg/35mm,,,O mundo bizantino. Doação do Professor Jorge Cesar Mota - História das religiões.,X,
"Coleção de Mapas sobre: Império Romano, Idade Média, Mundo Bizantino, Mundo Mulçumano.",884,486,,Vários Países,"Coleção de Mapas sobre: Império Romano, Idade Média, Mundo Bizantino, Mundo Mulçumano.",,1,1,Microfilmes,Vários Países,Neg/35mm,,,A Europa no fim da Idade Média. Doação do Professor Jorge Cesar Mota - História das religiões.,X,
"Coleção de Mapas sobre: Império Romano, Idade Média, Mundo Bizantino, Mundo Mulçumano.",884,486,,Vários Países,"Coleção de Mapas sobre: Império Romano, Idade Média, Mundo Bizantino, Mundo Mulçumano.",,1,1,Microfilmes,Vários Países,Neg/35mm,,,O mundo muçulmano - das origens do Islão ao fim do século X. Doação do Professor Jorge Cesar Mota - História das religiões.,X,
África - Colonialismo e Descolonização. Arquivo do Prof. Chilcote sobre África Portuguesa: Colonialismo e processo de independência.,856,4,,Angola,África - Colonialismo e Descolonização.,1960,1,2,Microfilmes,Angola,Neg/35mm,,Luanda,Três processos políticos relativos a 57 pessoas acusadas de atentarem contra a segurança exterior do Estado e da uniade nacional. ,X,
África - Colonialismo e Descolonização. Arquivo do Prof. Chilcote sobre África Portuguesa: Colonialismo e processo de independência.,856,4,,Angola,África - Colonialismo e Descolonização.,1960,1,2,Microfilmes,Angola,Neg/35mm,,Luanda,Denúncia das atrocidades feitas em Angola.,X,
África - Colonialismo e Descolonização. Arquivo do Prof. Chilcote sobre África Portuguesa: Colonialismo e processo de independência.,856,4,,Angola,África - Colonialismo e Descolonização.,1960,1,2,Microfilmes,Angola,Neg/35mm,,Luanda,Reivindicações e palavras de ordem do MPLA.,X,
África - Colonialismo e Descolonização. Arquivo do Prof. Chilcote sobre África Portuguesa: Colonialismo e processo de independência.,856,4,,Angola,África - Colonialismo e Descolonização.,1962,1,2,Microfilmes,Angola,Neg/35mm,,Luanda,Artigo de Elisio Figueiredo que denuncia a ação repressiva dos portugueses em Angola.,X,
África - Colonialismo e Descolonização. Arquivo do Prof. Chilcote sobre África Portuguesa: Colonialismo e processo de independência.,856,4,,Angola,África - Colonialismo e Descolonização.,1965,1,2,Microfilmes,Angola,Neg/35mm,,Luanda,"Artigo sobre a formação e estrutura política dos Lundus (grupo étnico do sudoeste de Angola). Exposição apresentada na Ecole Pratique des Hautes Etudes - seminário de ""Sociologie de l'Afrique Noire"" - Professor. G. Balandier.",X,
África - Colonialismo e Descolonização. Arquivo do Prof. Chilcote sobre África Portuguesa: Colonialismo e processo de independência.,856,4,,Angola,África - Colonialismo e Descolonização.,1961,1,2,Microfilmes,Angola,Neg/35mm,,Luanda,"Relatório sobre Angola: população, economia, educação, administração, relações raciais, rebelião.",X,
África - Colonialismo e Descolonização. Arquivo do Prof. Chilcote sobre África Portuguesa: Colonialismo e processo de independência.,856,4,,Angola,África - Colonialismo e Descolonização.,1963,1,2,Microfilmes,Angola,Neg/35mm,,Luanda,Declaração do primeiro ministro de Congo de solidariedade à luta de Angola e de apoio aos seus refugiados.,X,
África - Colonialismo e Descolonização. Arquivo do Prof. Chilcote sobre África Portuguesa: Colonialismo e processo de independência.,856,4,,Angola,África - Colonialismo e Descolonização.,1963,1,2,Microfilmes,Angola,Neg/35mm,,Luanda,Discurso de solidariedade à luta de independência de Angola. Rejeição de todas as soluções que não sejam em prol da liberdade à autodeterminação dos povos africanos.,X,
África - Colonialismo e Descolonização. Arquivo do Prof. Chilcote sobre África Portuguesa: Colonialismo e processo de independência.,856,4,,Angola,África - Colonialismo e Descolonização.,1966,1,2,Microfilmes,Angola,Neg/35mm,,Luanda,"Artigo de Alfredo Margarido sobre o movimento messiânico de Angola (século XX) o ""Tokoisme"" (Tokoismo) - onde aparece uma consciência nacional no nível religioso. Movimento tipicamente angolano, criado por um angolano no Congo por volta de 1949.",X,
África - Colonialismo e Descolonização. Arquivo do Prof. Chilcote sobre África Portuguesa: Colonialismo e processo de independência.,855,Não consta,,Argélia,África - Colonialismo e Descolonização.,13/20 novembro,1,Não consta,Microfilmes,Argélia,Não consta,,Argélia,Tortura em África; declaração unilateral de independência na Rodésia por Ian Smith; manifesto contra o rapto Bem Barka.,X,
África - Colonialismo e Descolonização. Arquivo do Prof. Chilcote sobre África Portuguesa: Colonialismo e processo de independência.,855,Não consta,,Argélia,África - Colonialismo e Descolonização.,dezembro de 1965,1,Não consta,Microfilmes,Argélia,Não consta,,Argélia,"Repúdio à política colonialista do governo salazarista. Denuncia das atrocidades cometidas em Moçambique quando do início da luta armada (outubro de 1964). Apoio às resoluções do conselho de segurança da ONU de 31 de julho e 12 de dezembro de 1963 que condenam o colonialismo português e pedem a autodeterminação e independência dos territórios administrados por POrtugal em África. Pedido de que a ONU faça cumprir essas resoluções a Portual; que denuncie os genocídios praticados em Moçambique; retirada do exército português de Angola, Guiné e Moçambique.",X,
África - Colonialismo e Descolonização. Arquivo do Prof. Chilcote sobre África Portuguesa: Colonialismo e processo de independência.,855,Não consta,,Argélia,África - Colonialismo e Descolonização.,1964,1,Não consta,Microfilmes,Argélia,Não consta,,Argélia,"Repressão em Portugal. Prisão de dirigentes e militantes democráticos das organizações anti-fascistas. Assalto à casa dos estudantes do império e seu fechamento, assim como do cineclube universitário de Lisboa (CCUL). ",X,
África - Colonialismo e Descolonização. Arquivo do Prof. Chilcote sobre África Portuguesa: Colonialismo e processo de independência.,855,Não consta,,Argélia,África - Colonialismo e Descolonização.,1964,1,Não consta,Microfilmes,Argélia,Não consta,,Argélia,"Desenvolvimento da luta de libertação de Angola, Moçambique, Guiné, Cabo Verde e São Tomé. Proposta de fortalecimento da aliança entre forças anti-fascistas, anti-coloniais e democráticas mundiais. Para combater o fascismo e o colonialismo. Congratulações à conferência de países nãi alinhados realizada no Cairo (1964) pelo apoio dado aos países que lutam contra o colonialismo português condenando a guerra e os acordos com a África do Sul, além dos interesses de potências imperialistas. ",X,
África - Colonialismo e Descolonização. Arquivo do Prof. Chilcote sobre África Portuguesa: Colonialismo e processo de independência.,855,Não consta,,Argélia,África - Colonialismo e Descolonização.,1963,1,Não consta,Microfilmes,Argélia,Não consta,,Argélia,Conferência preconiza: unidade africana e solidariedade continental - carta da organização da unidade africana (26 de maio de 1963) subscrita 30 chefes de estado. Denúncia da aliança do colonialismo português com a África do Sul e Rodesia e com o Império. ,X,
África - Colonialismo e Descolonização. Arquivo do Prof. Chilcote sobre África Portuguesa: Colonialismo e processo de independência.,855,Não consta,,Argélia,África - Colonialismo e Descolonização.,1962,1,Não consta,Microfilmes,Argélia,Não consta,,Argélia,Estruturado este documento da seguinte forma: para a defesa da revolução anti-fascista; para a democratização da sociedade portuguesa.,X,
África - Colonialismo e Descolonização. Arquivo do Prof. Chilcote sobre África Portuguesa: Colonialismo e processo de independência.,855,Não consta,,Argélia,África - Colonialismo e Descolonização.,Não consta,1,Não consta,Microfilmes,Argélia,Não consta,,Não consta,"Proposta de luta armada, posicionamento em relação à frente patriótica d elibertação nacional.",X,
África - Colonialismo e Descolonização. Arquivo do Prof. Chilcote sobre África Portuguesa: Colonialismo e processo de independência.,855,Não consta,,Argélia,África - Colonialismo e Descolonização.,1961-1962,1,Não consta,Microfilmes,Argélia,Não consta,,Lisboa,Textos transcritos em inglês do jornal Tribuna Livre.,X,
África - Colonialismo e Descolonização. Arquivo do Prof. Chilcote sobre África Portuguesa: Colonialismo e processo de independência.,855,Não consta,,Angola,África - Colonialismo e Descolonização.,1961,1,Não consta,Microfilmes,Argélia,Não consta,,Angola,"Textos transcritos da revista La nouvelle revue internationale. Crítica aos abusos coloniais ""pós-descobertas"", sobretudo à escravidão. ",X,
África - Colonialismo e Descolonização. Arquivo do Prof. Chilcote sobre África Portuguesa: Colonialismo e processo de independência.,856,4,,Angola,África - Colonialismo e Descolonização.,1963,1,2,Microfilmes,Angola,Neg/35mm,,Luanda,Informações diversas sobre a situação em Angola. Pequenas notas informativas no decorrer do ano de 1963 dos correspondentes que se encontravam na Argélia e em Leopoldville. Entrevista com Holden Roberto.,X,
África - Colonialismo e Descolonização. Arquivo do Prof. Chilcote sobre África Portuguesa: Colonialismo e processo de independência.,856,4,,Angola,África - Colonialismo e Descolonização.,1961,1,2,Microfilmes,Angola,Neg/35mm,,Luanda,Pequenas notas sobre situação em Angola no decorrer de 1961. Sobre Bazambo (Angola); sobre a UPA (Hoden Roberto presidente); sobre MPLA; sobre MDIA; sobre FRAIN.,X,
