especificação,nreferencia,numero,região,local,titulo,data,rolonum,Bobina,suporte,País,Sistema,Ano de Entrada,Origem,Nota,Acervo disponível,Acervo indisponível
"The Book of Kells. Reproductions from the Manuscript in Trinity College-Dublin, with a study of the Manuscript by Francoise Henry.",579,451,,"Inglaterra, Londres","The Book of Kells - Reproductions from the Manuscript in Trinity College-Dublin, with a study of the Manuscript by Francois Henry.",1974,1,1,Microfilmes,"Inglaterra, Londres",Neg/35mm,,,,,
"Instituto de Estudos Brasileiros, SP. Correio Braziliense ou Armazem Literário (Hipólito José da Costa P.F. de Mendonça) Seção: Literatura e Sciencias.",564,448,,"Inglaterra, Londres",Instituto de Estudos Brasileiros (SP).,1811-1821,1,1,Microfilmes,"Inglaterra, Londres",Neg/35mm,,,,,
"Biblioteca Municipal Mario de Andrade, SP. Correio Brasilienze ou Armazem Literario (Hipólito José da Costa P.F. de Mendonça). Exertos.",584,447,,"Inglaterra, Londres",Biblioteca Municipal Mario de Andrade (SP).,1809-1821,1,2,Microfilmes,"Inglaterra, Londres",Neg/35mm,,,,,
The Bristish Museum. Obra de e sobre Robert Southey. Crônica e correspondência (53/8305). (Universidade do Microfilme),909,428,,"Inglaterra, Londres",The Bristish Museum. Obra de e sobre Robert Southey.,,1,15,Microfilmes,Inglaterra,Neg/35mm,,,,,
The Wall Street Journal (New York).,1247,320,América do Norte,EUA,The Wall Street Journal (New York).,set/1982,1,1,Microfilmes,EUA,Neg/35mm,,,,,
The Wall Street Journal (New York).,1248,321,América do Norte,EUA,The Wall Street Journal (New York).,out/1982,1,1,Microfilmes,EUA,Neg/35mm,,,,,
The Wall Street Journal (New York).,1249,322,América do Norte,EUA,The Wall Street Journal (New York).,nov/1982,1,1,Microfilmes,EUA,Neg/35mm,,,,,
756. Building Systems Designs.,1062,135,América do Norte,EUA,756. Building Systems Designs.,jan-dez/1966,1,1,Microfilmes,EUA,Neg/35mm,,,,,
756. Building Systems Designs.,1063,136,América do Norte,EUA,756. Building Systems Designs.,jan-dez/1967,1,1,Microfilmes,EUA,Neg/35mm,,,,,
756. Building Systems Designs.,1064,137,América do Norte,EUA,756. Building Systems Designs.,jan-dez/1968,1,1,Microfilmes,EUA,Neg/35mm,,,,,
756. Building Systems Designs.,1065,138,América do Norte,EUA,756. Building Systems Designs.,jan-dez/1969,1,1,Microfilmes,EUA,Neg/35mm,,,,,
756. Building Systems Designs.,1066,139,América do Norte,EUA,756. Building Systems Designs.,jan-dez/1970,1,1,Microfilmes,EUA,Neg/35mm,,,,,
756. Building Systems Designs.,1067,140,América do Norte,EUA,756. Building Systems Designs.,jan-dez/1971,1,1,Microfilmes,EUA,Neg/35mm,,,,,
5647. Technology and Culture.,1209,282,América do Norte,EUA,5647. Technology and Culture.,jan-out/1974,1,1,Microfilmes,EUA,Neg/35mm,,,,,
5647. Technology and Culture.,1210,283,América do Norte,EUA,5647. Technology and Culture.,jan-out/1976,1,1,Microfilmes,EUA,Neg/35mm,,,,,
690. U.S. News and World Report.,1211,284,América do Norte,EUA,690. U.S. News and World Report.,jan-jun/1966,1,1,Microfilmes,EUA,Neg/35mm,,,,,
690. U.S. News and World Report.,1212,285,América do Norte,EUA,690. U.S. News and World Report.,jul-dez/1966,1,1,Microfilmes,EUA,Neg/35mm,,,,,
690. U.S. News and World Report.,1213,286,América do Norte,EUA,690. U.S. News and World Report.,jan-jun/1967,1,1,Microfilmes,EUA,Neg/35mm,,,,,
690. U.S. News and World Report.,1214,287,América do Norte,EUA,690. U.S. News and World Report.,jul-dez/1967,1,1,Microfilmes,EUA,Neg/35mm,,,,,
690. U.S. News and World Report.,1215,288,América do Norte,EUA,690. U.S. News and World Report.,jan-jun/1968,1,1,Microfilmes,EUA,Neg/35mm,,,,,
690. U.S. News and World Report.,1216,289,América do Norte,EUA,690. U.S. News and World Report.,jul-dez/1968,1,1,Microfilmes,EUA,Neg/35mm,,,,,
690. U.S. News and World Report.,1217,290,América do Norte,EUA,690. U.S. News and World Report.,jan-jun/1969,1,1,Microfilmes,EUA,Neg/35mm,,,,,
The Wall Street Journal (New York).,1315,388,América do Norte,EUA,The Wall Street Journal (New York).,mai/1988,1,1,Microfilmes,EUA,Neg/35mm,,,,,
The Wall Street Journal (New York).,1316,389,América do Norte,EUA,The Wall Street Journal (New York).,jun/1988,1,1,Microfilmes,EUA,Neg/35mm,,,,,
The Wall Street Journal (New York).,1317,390,América do Norte,EUA,The Wall Street Journal (New York).,jul/1988,1,1,Microfilmes,EUA,Neg/35mm,,,,,
Bodleian Library. Correspondencia inédita manuscrita de Robert Southey.,569,445,,"Inglaterra, Oxford",Bodleian Library.,1797-1839,1,4,Microfilmes,"Inglaterra, Oxford",Neg/35mm,,,,,
Bodleian Library. Correspondencia inédita manuscrita de Robert Southey.,570,446,,"Inglaterra, Oxford",Bodleian Library.,1805-1825,1,5,Microfilmes,"Inglaterra, Oxford",Neg/35mm,,,,,
1045. Review of Politics.,1179,252,América do Norte,EUA,1045. Review of Politics.,jan-out/1968,1,1,Microfilmes,EUA,Neg/35mm,,,,,
5647. Technology and Culture.,1208,281,América do Norte,EUA,5647. Technology and Culture.,jan-out/1973,1,1,Microfilmes,EUA,Neg/35mm,,,,,
"Obra de Robert Southey. História de Portugal (...) Hispanic Social of America. (EUA, Nova York)",901,419,,Inglaterra,Obra de Robert Southey.,,1,6,Microfilmes,Inglaterra,Pos/35mm,,,,,
"Obra de Robert Southey. Davis, N.V. - sobre Robert Southey (23814). (Universidade do Microfilme - EUA, Nova York).",902,420,,Inglaterra,Obra de Robert Southey.,,1,7,Microfilmes,Inglaterra,Pos/35mm,,,,,
"Obra de e sobre Robert Southey. Ober, W. Upton sobre Robert Southey (58-7926). (Universidade do Microfilme. (EUA, Nova York))",903,421,,Inglaterra,Obra de e sobre Robert Southey.,,1,8,Microfilmes,Inglaterra,Pos/35mm,,,,,
"Obra de e sobre Robert Southey. Meara, T.G. sobre Robert Southey (19023). (Universidade do Microfilme)",904,422,,Inglaterra,Obra de e sobre Robert Southey.,,1,9,Microfilmes,Inglaterra,Pos/35mm,,,,,
690. U.S. News and World Report.,1218,291,América do Norte,EUA,690. U.S. News and World Report.,jul-dez/1969,1,1,Microfilmes,EUA,Neg/35mm,,,,,
690. U.S. News and World Report.,1219,292,América do Norte,EUA,690. U.S. News and World Report.,jan-jun/1970,1,1,Microfilmes,EUA,Neg/35mm,,,,,
690. U.S. News and World Report.,1220,293,América do Norte,EUA,690. U.S. News and World Report.,jul-dez/1970,1,1,Microfilmes,EUA,Neg/35mm,,,,,
815. New Republic.,1163,236,América do Norte,EUA,815. New Republic.,jan-dez/1975,1,1,Microfilmes,EUA,Neg/35mm,,,,,
815. New Republic.,1164,237,América do Norte,EUA,815. New Republic.,jan-dez/1976,1,1,Microfilmes,EUA,Neg/35mm,,,,,
The New York Times.,1165,238,América do Norte,EUA,The New York Times.,jan 1-10/1964,1,1,Microfilmes,EUA,Pos/35mm,,,,,
The New York Times.,1166,239,América do Norte,EUA,The New York Times.,set 16-30/1978,1,1,Microfilmes,EUA,Pos/35mm,,,,,
The New York Times.,1167,240,América do Norte,EUA,The New York Times.,mar 1-9/1980,1,1,Microfilmes,EUA,Pos/35mm,,,,,
The New York Times.,1168,241,América do Norte,EUA,The New York Times.,jun 21-30/1980,1,1,Microfilmes,EUA,Pos/35mm,,,,,
The New York Times.,1169,242,América do Norte,EUA,The New York Times.,set 1-15/1980,1,1,Microfilmes,EUA,Pos/35mm,,,,,
The New York Times.,1170,243,América do Norte,EUA,The New York Times.,set 16-30/1980,1,1,Microfilmes,EUA,Pos/35mm,,,,,
The New York Times.,1171,244,América do Norte,EUA,The New York Times.,out 1-11/1980,1,1,Microfilmes,EUA,Pos/35mm,,,,,
The New York Times.,1172,245,América do Norte,EUA,The New York Times.,out 12-19/1980,1,1,Microfilmes,EUA,Pos/35mm,,,,,
06. Foreign Affairs.,1100,173,América do Norte,EUA,06. Foreign Affairs.,out/66-jul/67,1,1,Microfilmes,EUA,Neg/35mm,,,,,
6812. Foreign Policy.,1101,174,América do Norte,EUA,6812. Foreign Policy.,jan/72-out/73,1,1,Microfilmes,EUA,Neg/35mm,,,,,
124. Geographical Review.,1102,175,América do Norte,EUA,124. Geographical Review.,jan-out/1966,1,1,Microfilmes,EUA,Neg/35mm,,,,,
124. Geographical Review.,1103,176,América do Norte,EUA,124. Geographical Review.,jan-out/1967,1,1,Microfilmes,EUA,Neg/35mm,,,,,
124. Geographical Review.,1104,177,América do Norte,EUA,124. Geographical Review.,jan-out/1968,1,1,Microfilmes,EUA,Neg/35mm,,,,,
124. Geographical Review.,1105,178,América do Norte,EUA,124. Geographical Review.,jan-out/1969,1,1,Microfilmes,EUA,Neg/35mm,,,,,
124. Geographical Review.,1106,179,América do Norte,EUA,124. Geographical Review.,jan-out/1970,1,1,Microfilmes,EUA,Neg/35mm,,,,,
124. Geographical Review.,1107,180,América do Norte,EUA,124. Geographical Review.,jan-out/1971,1,1,Microfilmes,EUA,Neg/35mm,,,,,
124. Geographical Review.,1108,181,América do Norte,EUA,124. Geographical Review.,jan-out/1972,1,1,Microfilmes,EUA,Neg/35mm,,,,,
The Wall Street Journal (New York).,1271,344,América do Norte,EUA,The Wall Street Journal (New York).,set/1984,1,1,Microfilmes,EUA,Neg/35mm,,,,,
The Wall Street Journal (New York).,1272,345,América do Norte,EUA,The Wall Street Journal (New York).,out/1984,1,1,Microfilmes,EUA,Neg/35mm,,,,,
The Wall Street Journal (New York).,1273,346,América do Norte,EUA,The Wall Street Journal (New York).,nov/1984,1,1,Microfilmes,EUA,Neg/35mm,,,,,
The Wall Street Journal (New York).,1274,347,América do Norte,EUA,The Wall Street Journal (New York).,dez/1984,1,1,Microfilmes,EUA,Neg/35mm,,,,,
The Wall Street Journal (New York).,1275,348,América do Norte,EUA,The Wall Street Journal (New York).,jan/1985,1,1,Microfilmes,EUA,Neg/35mm,,,,,
130. Moder Plastics.,1135,208,América do Norte,EUA,130. Moder Plastics.,out-dez/1968,1,1,Microfilmes,EUA,Neg/35mm,,,,,
130. Moder Plastics.,1136,209,América do Norte,EUA,130. Moder Plastics.,jan-jun/1969,1,1,Microfilmes,EUA,Neg/35mm,,,,,
130. Moder Plastics.,1137,210,América do Norte,EUA,130. Moder Plastics.,jul-dez/1969,1,1,Microfilmes,EUA,Neg/35mm,,,,,
130. Moder Plastics.,1138,211,América do Norte,EUA,130. Moder Plastics.,jan-jun/1970,1,1,Microfilmes,EUA,Neg/35mm,,,,,
130. Moder Plastics.,1139,212,América do Norte,EUA,130. Moder Plastics.,jul-dez/1970,1,1,Microfilmes,EUA,Neg/35mm,,,,,
130. Moder Plastics.,1140,213,América do Norte,EUA,130. Moder Plastics.,jul-dez/1971,1,1,Microfilmes,EUA,Neg/35mm,,,,,
130. Moder Plastics.,1141,214,América do Norte,EUA,130. Moder Plastics.,jan-jun/1972,1,1,Microfilmes,EUA,Neg/35mm,,,,,
130. Moder Plastics.,1142,215,América do Norte,EUA,130. Moder Plastics.,jul-dez/1972,1,1,Microfilmes,EUA,Neg/35mm,,,,,
894. Nation's Business.,1143,216,América do Norte,EUA,894. Nation's Business.,jan/64-dez/65,1,1,Microfilmes,EUA,Neg/35mm,,,,,
894. Nation's Business.,1144,217,América do Norte,EUA,894. Nation's Business.,jan-dez/1966,1,1,Microfilmes,EUA,Neg/35mm,,,,,
894. Nation's Business.,1145,218,América do Norte,EUA,894. Nation's Business.,jan-dez/1967,1,1,Microfilmes,EUA,Neg/35mm,,,,,
894. Nation's Business.,1146,219,América do Norte,EUA,894. Nation's Business.,jan-dez/1968,1,1,Microfilmes,EUA,Neg/35mm,,,,,
894. Nation's Business.,1147,220,América do Norte,EUA,894. Nation's Business.,jan-dez/1969,1,1,Microfilmes,EUA,Neg/35mm,,,,,
894. Nation's Business.,1148,221,América do Norte,EUA,894. Nation's Business.,jan-dez/1971,1,1,Microfilmes,EUA,Neg/35mm,,,,,
533. American Economic Review.,1014,87,América do Norte,EUA,533. American Economic Review.,mar-dez/1972,1,1,Microfilmes,EUA,Neg/35mm,,,,,
Archivo General de la Nación Argentina. Division Colonia. Seccion Contadoria. Caja. Alcabalas.,653,18,,"Argentina, Buenos Aires",Archivo General de la Nación Argentina.,1782-1802,1,13,Microfilmes,"Argentina, Buenos Aires",Neg/35mm,1981,,,X,
Archivo General de la Nación Argentina. Division Colonia. Seccion Contadoria Caja. Alcabalas. Real Tesouraria.,654,19,,"Argentina, Buenos Aires",Archivo General de la Nación Argentina.,1782-1802,1,15,Microfilmes,"Argentina, Buenos Aires",Neg/35mm,1981,Não consta,Procedência da documentação - Archivo General de la Nación Argentina. Division Colonia - Sección Contadoria. Caja. Alcabalas. Real Tesoreria.,X,
Archivo General de la Nación Argentina. Division Colonia. Seccion Gobierno. Registros de Navios: Expediente.,858,20,,"Argentina, Buenos Aires",Archivo General de la Nación Argentina.,1788-1789,1,16,Microfilmes,"Argentina, Buenos Aires",Neg/35mm,Não consta,Não consta,Archivo General de la Nacion Argentina. Division Colonia - Seccion Gobierno. Registros de Navios: expedientes - 1788-1789. Livros de Comércio de América dos Administradores da Conta da Real Fazenda - 1788. Autorização para embarque de mercadorias de Espanha (Portos de La Coruña e Malaga) para a América (Montevideu e Buenos Aires).,,
Archivo General de la Nación Argentina. Division Colonia. Seccion Gobierno. Registros de Navios: Expediente.,859,21,,"Argentina, Buenos Aires",Archivo General de la Nación Argentina.,1789,1,17,Microfilmes,"Argentina, Buenos Aires",Neg/35mm,Não consta,Não consta,Archivo General de la Nacion Argentina. Division Colonia - Sección Gobierno. Registros de Navios: expedientes - 1789.,,
Archivo General de la Nación Argentina. Division Colonia - Seccion Gobierno. Registros de Navios: Expediente.,860,22,,"Argentina, Buenos Aires",Archivo General de la Nación Argentina.,1790-1791,1,18,Microfilmes,"Argentina, Buenos Aires",Neg/35mm,Não consta,Não consta,Archivo General de la Nación Argentina. División Colonia - Sección Gobierno. Registros de Navios: expedientes - 1790 a 1791,,
Archivo General de la Nación Argentina. Division Colonia. Seccion Gobierno. Registro de Navios: Expediente.,861,23,,"Argentina, Buenos Aires",Archivo General de la Nación Argentina.,1793-1796,1,19,Microfilmes,"Argentina, Buenos Aires",Neg/35mm,Não consta,Não consta,Archivo General de la Nación Argentina. División Colonia - Sección Gobierno. Real Aduana de Buenos Aires. Livros de Registro da entrada de carga junto aos armazéns procedente do Caomercio Livre: 103 registros = 1793; 97  rehistros = 1794; 79 registros = 1795; 92 registros = 1796.,,
Archivo General de la Nación Argentina. Division Colonia. Seccion Contadoria. Real Tesouraria de Caravaya em Chucuito.,862,24,,"Argentina, Buenos Aires",Archivo General de la Nación Argentina.,1796-1797,1,20,Microfilmes,"Argentina, Buenos Aires",Neg/35mm,Não consta,Não consta,Archivo General de la Nación Argentina. División Colonia - Sección Contadoria. Registros da Real Tesoreria de Caravaya em Chucuito.,,
Archivo General de la Nación Argentina. Division Colonia. Seccion Gobierno. Registro de Navios: Expediente. Archivo General de Indias - Sevilha. Buenos Aires - Aduana.,863,25,,"Argentina, Buenos Aires",Archivo General de la Nación Argentina.,1786-1791,1,21,Microfilmes,"Argentina, Buenos Aires",Neg/35mm,1991,Buenos Aires,"Doação Professor Doutor Emanuel Soares da Veiga Garcia. Procedência - Archivo General de Indias - Sevilla. Aduana de Buenos Aires - 1786-1791. (114, 116, 361, 353, 163, 183, 392, 584) 5ª sección - Indiderente General.",,
Viajantes Estrangeiros. Ministério das Relações Exteriores - RJ. Obras de: E. Wilberforce; M. H. Barker; G. H. von Langsdorff; R. de S. de Freycinet.,587,405,,"França, Paris/Inglaterra, Londres",Ministério das Relações Exteriores - RJ - Viajantes estrangeiros.,1813-1927,1,1,Microfilmes,"França, Paris/Inglaterra, Londres",Neg/35mm,,,,,
Viajantes Estrangeiros. Ministério das Relações Exteriores - RJ. Obras de: I. Sabino; G.H. von Langsdorff; J. Henderson; R. Elwes; W. Colton; H. Ellis; C. S. Steward; P. C. Scarlett; C. Brand; T. Ashe; S.G. Arnold; J. Holman; J. A. B. Bearmont; J. E. V. Arago.,588,406,,"França, Paris/Inglaterra, Londres/Brasil, Rio de Janeiro",Ministério das Relações Exteriores - RJ - Viajantes estrangeiros.,1817-1899,1,2,Microfilmes,França,Neg/35mm,,,,,
533. American Economic Review.,1008,81,América do Norte,EUA,533. American Economic Review.,mar-dez/1966,1,1,Microfilmes,EUA,Neg/35mm,,,,,
533. American Economic Review.,1009,82,América do Norte,EUA,533. American Economic Review.,mar-dez/1967,1,1,Microfilmes,EUA,Neg/35mm,,,,,
533. American Economic Review.,1010,83,América do Norte,EUA,533. American Economic Review.,mar-dez/1968,1,1,Microfilmes,EUA,Neg/35mm,,,,,
533. American Economic Review.,1011,84,América do Norte,EUA,533. American Economic Review.,mar-dez/1969,1,1,Microfilmes,EUA,Neg/35mm,,,,,
533. American Economic Review.,1012,85,América do Norte,EUA,533. American Economic Review.,mar-dez/1970,1,1,Microfilmes,EUA,Neg/35mm,,,,,
533. American Economic Review.,1013,86,América do Norte,EUA,533. American Economic Review.,mar-dez/1971,1,1,Microfilmes,EUA,Neg/35mm,,,,,
The Wall Street Journal (New York).,1230,303,América do Norte,EUA,The Wall Street Journal (New York).,abr/1981,1,1,Microfilmes,EUA,Pos/35mm,,,,,
The Wall Street Journal (New York).,1231,304,América do Norte,EUA,The Wall Street Journal (New York).,mai/1981,1,1,Microfilmes,EUA,Pos/35mm,,,,,
The Wall Street Journal (New York).,1232,305,América do Norte,EUA,The Wall Street Journal (New York).,jun/1981,1,1,Microfilmes,EUA,Pos/35mm,,,,,
124. Geographical Review.,1109,182,América do Norte,EUA,124. Geographical Review.,jan-out/1973,1,1,Microfilmes,EUA,Neg/35mm,,,,,
125. Horizon.,1110,183,América do Norte,EUA,125. Horizon.,W.-A./1966,1,1,Microfilmes,EUA,Neg/35mm,,,,,
126. Horizon.,1111,184,América do Norte,EUA,126. Horizon.,W.-A./1967,1,1,Microfilmes,EUA,Neg/35mm,,,,,
126. Horizon.,1112,185,América do Norte,EUA,126. Horizon.,W.-A./1968,1,1,Microfilmes,EUA,Neg/35mm,,,,,
126. Horizon.,1113,186,América do Norte,EUA,126. Horizon.,W.-A./1969,1,1,Microfilmes,EUA,Neg/35mm,,,,,
126. Horizon.,1114,187,América do Norte,EUA,126. Horizon.,W.-A./1970,1,1,Microfilmes,EUA,Neg/35mm,,,,,
126. Horizon.,1115,188,América do Norte,EUA,126. Horizon.,W.-A./1971,1,1,Microfilmes,EUA,Neg/35mm,,,,,
125. Horizon.,1116,189,América do Norte,EUA,126. Horizon.,W.-A./1972,1,1,Microfilmes,EUA,Neg/35mm,,,,,
The Wall Street Journal (New York).,1276,349,América do Norte,EUA,The Wall Street Journal (New York).,fev/1985,1,1,Microfilmes,EUA,Neg/35mm,,,,,
The Wall Street Journal (New York).,1277,350,América do Norte,EUA,The Wall Street Journal (New York).,mar/1985,1,1,Microfilmes,EUA,Neg/35mm,,,,,
The Wall Street Journal (New York).,1278,351,América do Norte,EUA,The Wall Street Journal (New York).,abr/1985,1,1,Microfilmes,EUA,Neg/35mm,,,,,
The Wall Street Journal (New York).,1279,352,América do Norte,EUA,The Wall Street Journal (New York).,mai/1985,1,1,Microfilmes,EUA,Neg/35mm,,,,,
The Wall Street Journal (New York).,1280,353,América do Norte,EUA,The Wall Street Journal (New York).,jun/1985,1,1,Microfilmes,EUA,Neg/35mm,,,,,
The Wall Street Journal (New York).,1281,354,América do Norte,EUA,The Wall Street Journal (New York).,jul/1985,1,1,Microfilmes,EUA,Neg/35mm,,,,,
The Wall Street Journal (New York).,1282,355,América do Norte,EUA,The Wall Street Journal (New York).,ago/1985,1,1,Microfilmes,EUA,Neg/35mm,,,,,
The Wall Street Journal (New York).,1283,356,América do Norte,EUA,The Wall Street Journal (New York).,set/1985,1,1,Microfilmes,EUA,Neg/35mm,,,,,
The Wall Street Journal (New York).,1284,357,América do Norte,EUA,The Wall Street Journal (New York).,out/1985,1,1,Microfilmes,EUA,Neg/35mm,,,,,
The Wall Street Journal (New York).,1285,358,América do Norte,EUA,The Wall Street Journal (New York).,nov/1985,1,1,Microfilmes,EUA,Neg/35mm,,,,,
The Wall Street Journal (New York).,1286,359,América do Norte,EUA,The Wall Street Journal (New York).,dez/1985,1,1,Microfilmes,EUA,Neg/35mm,,,,,
The Wall Street Journal (New York).,1287,360,América do Norte,EUA,The Wall Street Journal (New York).,jan/1986,1,1,Microfilmes,EUA,Neg/35mm,,,,,
The Wall Street Journal (New York).,1288,361,América do Norte,EUA,The Wall Street Journal (New York).,fev/1986,1,1,Microfilmes,EUA,Neg/35mm,,,,,
The Wall Street Journal (New York).,1289,362,América do Norte,EUA,The Wall Street Journal (New York).,mar/1986,1,1,Microfilmes,EUA,Neg/35mm,,,,,
The Wall Street Journal (New York).,1290,363,América do Norte,EUA,The Wall Street Journal (New York).,abr/1986,1,1,Microfilmes,EUA,Neg/35mm,,,,,
The Wall Street Journal (New York).,1291,364,América do Norte,EUA,The Wall Street Journal (New York).,mai/1986,1,1,Microfilmes,EUA,Neg/35mm,,,,,
The Wall Street Journal (New York).,1292,365,América do Norte,EUA,The Wall Street Journal (New York).,jun/1986,1,1,Microfilmes,EUA,Neg/35mm,,,,,
